Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.596877,[35 43] ; [ 16 122],[18.41666667 59.58333333] ; [ 32.58333333 105.41666667],1
r1,1,0.000533,11.995418,[61 18] ; [75 65],[49.05936073 29.94063927] ; [86.94063927 53.05936073],1
s5,1,0.012286,6.269156,[24 55] ; [ 22 116],[16.74654378 62.25345622] ; [ 29.25345622 108.74654378],0
u1,1,0.01941,5.464224,[12 67] ; [  8 132],[ 7.21461187 71.78538813] ; [ 12.78538813 127.21461187],0
a7,1,0.038449,4.285037,[58 20] ; [84 55],[51.04147465 26.95852535] ; [90.95852535 48.04147465],0
r2,1,0.05288,3.747694,[71  7] ; [112  26],[66.08333333 11.91666667] ; [116.91666667  21.08333333],0
p10,1,0.053208,3.737374,[56 23] ; [79 58],[49.375 29.625] ; [85.625 51.375],0
d5,1,0.054989,3.682428,[64 15] ; [96 43],[57.98165138 21.01834862] ; [102.01834862  36.98165138],0
p7,1,0.057549,3.606635,[43 35] ; [58 81],[36.30414747 41.69585253] ; [64.69585253 74.30414747],0
r3,1,0.058077,3.591458,[71  7] ; [114  26],[66.19266055 11.80733945] ; [118.80733945  21.19266055],0
d4,1,0.065879,3.382836,[63 15] ; [97 43],[57.24770642 20.75229358] ; [102.75229358  37.24770642],0
v4,1,0.084001,2.985728,[73  6] ; [118  22],[68.89954338 10.10045662] ; [122.10045662  17.89954338],0
d3,1,0.085763,2.952162,[54 25] ; [78 60],[48.05529954 30.94470046] ; [83.94470046 54.05529954],0
r4,1,0.093431,2.814238,[64 15] ; [99 41],[58.79908676 20.20091324] ; [104.20091324  35.79908676],0
d1,1,0.099392,2.715274,[43 36] ; [60 80],[37.15525114 41.84474886] ; [65.84474886 74.15525114],0
a3,1,0.11524,2.480847,[54 25] ; [80 59],[48.55963303 30.44036697] ; [85.44036697 53.55963303],0
n4,1,0.12819,2.314288,[55 24] ; [83 57],[49.78082192 29.21917808] ; [88.21917808 51.78082192],0
s1,1,0.159084,1.982909,[ 1 77] ; [  7 132],[ 2.87557604 75.12442396] ; [  5.12442396 133.87557604],0
n1,1,0.183913,1.765716,[ 4 19] ; [18 38],[ 6.40506329 16.59493671] ; [15.59493671 40.40506329],0
b5,1,0.215243,1.535807,[40 39] ; [83 57],[44.36986301 34.63013699] ; [78.63013699 61.36986301],0
p4,1,0.237102,1.397745,[35 43] ; [51 88],[30.9124424 47.0875576] ; [55.0875576 83.9124424],0
b1,1,0.239562,1.383168,[28 51] ; [61 79],[32.10502283 46.89497717] ; [56.89497717 83.10502283],0
n3,1,0.242546,1.365732,[16  7] ; [31 25],[13.6835443  9.3164557] ; [33.3164557 22.6835443],0
p9,1,0.245389,1.349364,[55 24] ; [84 52],[51.0744186 27.9255814] ; [87.9255814 48.0744186],0
p3,1,0.291245,1.113859,[28 51] ; [ 40 100],[24.52968037 54.47031963] ; [43.47031963 96.52968037],0
a5,1,0.297939,1.083395,[53 26] ; [84 56],[49.42009132 29.57990868] ; [87.57990868 52.42009132],0
b3,1,0.321827,0.981508,[13 38] ; [25 49],[15.504 35.496] ; [22.496 51.504],0
b2,1,0.321827,0.981508,[13 38] ; [25 49],[15.504 35.496] ; [22.496 51.504],0
a1,1,0.376025,0.783657,[ 7 72] ; [  8 132],[ 5.4109589 73.5890411] ; [  9.5890411 130.4109589],0
p6,1,0.420191,0.649781,[16 62] ; [ 35 103],[18.41666667 59.58333333] ; [ 32.58333333 105.41666667],0
s8,1,0.439874,0.596611,[17 62] ; [ 24 115],[14.85779817 64.14220183] ; [ 26.14220183 112.85779817],0
a6,1,0.453188,0.562667,[52 27] ; [85 55],[49.42009132 29.57990868] ; [87.57990868 52.42009132],0
p11,1,0.4752,0.50986,[54 25] ; [89 51],[51.58447489 27.41552511] ; [91.41552511 48.58447489],0
s2,1,0.492709,0.470605,[11 68] ; [ 15 124],[ 9.42201835 69.57798165] ; [ 16.57798165 122.42201835],0
n2,1,0.494106,0.467574,[14  8] ; [32 26],[12.65  9.35] ; [33.35 24.65],0
a2,1,0.534764,0.38533,[15 64] ; [ 22 118],[13.34703196 65.65296804] ; [ 23.65296804 116.34703196],0
s6,1,0.539839,0.375838,[29 50] ; [45 93],[26.94009217 52.05990783] ; [47.05990783 90.94009217],0
p1,1,0.541978,0.371887,[ 5 74] ; [ 12 127],[ 6.16055046 72.83944954] ; [ 10.83944954 128.16055046],0
p8,1,0.545981,0.364567,[33 45] ; [53 86],[30.9124424 47.0875576] ; [55.0875576 83.9124424],0
n5,1,0.617881,0.248857,[45 33] ; [85 54],[46.7281106 31.2718894] ; [83.2718894 55.7281106],0
u3,1,0.634804,0.225602,[12 13] ; [25 34],[11.01190476 13.98809524] ; [25.98809524 33.01190476],0
