Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.339532,[46 25] ; [ 8 33],[34.23214286 36.76785714] ; [19.76785714 21.23214286],1
s8,1,0.000423,12.428641,[36 35] ; [ 7 34],[27.25892857 43.74107143] ; [15.74107143 25.25892857],1
s5,1,0.001124,10.611381,[29 39] ; [ 5 35],[21.40740741 46.59259259] ; [12.59259259 27.40740741],0
s3,1,0.002175,9.395541,[44 26] ; [13 27],[36.27272727 33.72727273] ; [20.72727273 19.27272727],0
u3,1,0.008104,7.01037,[23  4] ; [7 8],[19.28571429  7.71428571] ; [10.71428571  4.28571429],0
a5,1,0.021731,5.267193,[56 15] ; [24 17],[50.71428571 20.28571429] ; [29.28571429 11.71428571],0
u2,1,0.023636,5.121181,[21  7] ; [6 9],[17.58139535 10.41860465] ; [9.41860465 5.58139535],0
d1,1,0.031421,4.629795,[46 25] ; [18 23],[40.57142857 30.42857143] ; [23.42857143 17.57142857],0
b4,1,0.042128,4.130068,[50 21] ; [21 20],[45.00892857 25.99107143] ; [25.99107143 15.00892857],0
d3,1,0.043949,4.058503,[60 11] ; [28 13],[55.78571429 15.21428571] ; [32.21428571  8.78571429],0
p10,1,0.048195,3.903178,[52 18] ; [23 18],[47.2972973 22.7027027] ; [27.7027027 13.2972973],0
d2,1,0.050904,3.811443,[36 35] ; [13 28],[31.0625 39.9375] ; [17.9375 23.0625],0
s7,1,0.054407,3.700175,[31 36] ; [11 29],[26.29906542 40.70093458] ; [15.70093458 24.29906542],0
p2,1,0.059246,3.558372,[53 17] ; [37  4],[56.75675676 13.24324324] ; [33.24324324  7.75675676],0
d4,1,0.059568,3.549379,[62  9] ; [30 11],[58.32142857 12.67857143] ; [33.67857143  7.32142857],0
p6,1,0.073501,3.203052,[33 38] ; [12 29],[28.52678571 42.47321429] ; [16.47321429 24.52678571],0
r3,1,0.116154,2.468434,[69  2] ; [37  4],[67.19642857  3.80357143] ; [38.80357143  2.19642857],0
d5,1,0.1797,1.800105,[58 13] ; [29 12],[55.15178571 15.84821429] ; [31.84821429  9.15178571],0
r4,1,0.197916,1.657689,[62  9] ; [32  9],[59.58928571 11.41071429] ; [34.41071429  6.58928571],0
a1,1,0.205462,1.603115,[ 6 65] ; [ 1 40],[ 4.4375 66.5625] ; [ 2.5625 38.4375],0
p9,1,0.226508,1.462654,[52 18] ; [26 15],[49.18918919 20.81081081] ; [28.81081081 12.18918919],0
p3,1,0.245294,1.349908,[46 25] ; [22 19],[43.10714286 27.89285714] ; [24.89285714 16.10714286],0
p11,1,0.288595,1.126166,[45 26] ; [30 11],[47.54464286 23.45535714] ; [27.45535714 13.54464286],0
a2,1,0.310644,1.027937,[16 55] ; [ 6 35],[13.94642857 57.05357143] ; [ 8.05357143 32.94642857],0
p7,1,0.360193,0.83722,[46 25] ; [30 11],[48.17857143 22.82142857] ; [27.82142857 13.17857143],0
n4,1,0.388966,0.742172,[27 44] ; [19 22],[29.16071429 41.83928571] ; [16.83928571 24.16071429],0
u1,1,0.390472,0.737472,[11 60] ; [ 4 37],[ 9.50892857 61.49107143] ; [ 5.49107143 35.50892857],0
v4,1,0.479425,0.500172,[65  6] ; [39  2],[65.92857143  5.07142857] ; [38.07142857  2.92857143],0
s1,1,0.483923,0.490009,[ 3 68] ; [ 3 38],[ 3.80357143 67.19642857] ; [ 2.19642857 38.80357143],0
a7,1,0.535455,0.384028,[54 17] ; [29 12],[52.61607143 18.38392857] ; [30.38392857 10.61607143],0
a8,1,0.606309,0.265585,[ 5 61] ; [ 4 34],[ 5.71153846 60.28846154] ; [ 3.28846154 34.71153846],0
n3,1,0.611196,0.258437,[17  6] ; [9 2],[17.58823529  5.41176471] ; [8.41176471 2.58823529],0
b1,1,0.631875,0.229526,[31 40] ; [16 25],[29.79464286 41.20535714] ; [17.20535714 23.79464286],0
v3,1,0.633554,0.227272,[19 49] ; [ 9 29],[17.96226415 50.03773585] ; [10.03773585 27.96226415],0
b2,1,0.640151,0.218544,[11 32] ; [ 8 18],[11.84057971 31.15942029] ; [ 7.15942029 18.84057971],0
b3,1,0.640151,0.218544,[11 32] ; [ 8 18],[11.84057971 31.15942029] ; [ 7.15942029 18.84057971],0
n6,1,0.641064,0.217353,[43 27] ; [27 14],[44.14414414 25.85585586] ; [25.85585586 15.14414414],0
p12,1,0.648526,0.207764,[ 5 66] ; [ 2 39],[ 4.4375 66.5625] ; [ 2.5625 38.4375],0
a3,1,0.656565,0.197723,[42 29] ; [26 15],[43.10714286 27.89285714] ; [24.89285714 16.10714286],0
b5,1,0.719896,0.128592,[44 27] ; [24 17],[43.10714286 27.89285714] ; [24.89285714 16.10714286],0
p5,1,0.722949,0.125684,[ 4 67] ; [ 3 38],[ 4.4375 66.5625] ; [ 2.5625 38.4375],0
a4,1,0.765026,0.089334,[28 43] ; [15 26],[27.25892857 43.74107143] ; [15.74107143 25.25892857],0
n2,1,0.774622,0.081988,[15  8] ; [6 4],[14.63636364  8.36363636] ; [6.36363636 3.63636364],0
a6,1,0.800092,0.064125,[45 26] ; [25 16],[44.375 26.625] ; [25.625 15.375],0
v2,1,0.840377,0.040566,[34 33] ; [19 20],[33.5 33.5] ; [19.5 19.5],0
p8,1,0.844493,0.038475,[35 36] ; [21 20],[35.5 35.5] ; [20.5 20.5],0
r1,1,0.897317,0.016654,[52 18] ; [30 11],[51.71171171 18.28828829] ; [30.28828829 10.71171171],0
r2,1,0.90352,0.014693,[62  8] ; [36  5],[61.8018018  8.1981982] ; [36.1981982  4.8018018],0
p1,1,0.924792,0.008911,[ 8 61] ; [ 5 36],[ 8.15454545 60.84545455] ; [ 4.84545455 36.15454545],0
v1,1,0.939389,0.005782,[26 42] ; [15 25],[25.81481481 42.18518519] ; [15.18518519 24.81481481],0
n1,1,0.941553,0.005375,[ 6 17] ; [3 8],[ 6.08823529 16.91176471] ; [2.91176471 8.08823529],0
