Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,50.31498,[ 7 46] ; [57 17],[26.70866142 26.29133858] ; [37.29133858 36.70866142],1
s7,1,0.0,37.522894,[12 39] ; [57 15],[28.6097561 22.3902439] ; [40.3902439 31.6097561],1
s6,1,0.0,25.618732,[23 29] ; [61  9],[35.80327869 16.19672131] ; [48.19672131 21.80327869],1
s8,1,2e-06,22.451531,[17 36] ; [55 19],[30.04724409 22.95275591] ; [41.95275591 32.04724409],1
s5,1,0.003955,8.304459,[15 38] ; [38 32],[22.83739837 30.16260163] ; [30.16260163 39.83739837],0
p3,1,0.029805,4.720503,[28 25] ; [53 21],[33.80314961 19.19685039] ; [47.19685039 26.80314961],0
n4,1,0.03875,4.27181,[38 15] ; [64 10],[42.56692913 10.43307087] ; [59.43307087 14.56692913],0
p2,1,0.039018,4.260081,[42 11] ; [68  6],[45.90551181  7.09448819] ; [64.09448819  9.90551181],0
a3,1,0.049526,3.857419,[29 24] ; [53 21],[34.22047244 18.77952756] ; [47.77952756 26.22047244],0
r2,1,0.0558,3.658024,[41  9] ; [68  5],[44.30894309  5.69105691] ; [64.69105691  8.30894309],0
p6,1,0.058732,3.57284,[21 31] ; [42 31],[26.208 25.792] ; [36.792 36.208],0
s4,1,0.078641,3.092769,[ 8 45] ; [21 53],[12.1023622 40.8976378] ; [16.8976378 57.1023622],0
p7,1,0.100328,2.700318,[39 13] ; [64 10],[42.50793651  9.49206349] ; [60.49206349 13.50793651],0
p9,1,0.121319,2.400203,[42 11] ; [66  8],[45.07086614  7.92913386] ; [62.92913386 11.07086614],0
r4,1,0.124658,2.357802,[43 10] ; [67  7],[45.90551181  7.09448819] ; [64.09448819  9.90551181],0
r1,1,0.185277,1.754777,[36 17] ; [58 16],[39.22834646 13.77165354] ; [54.77165354 19.22834646],0
a8,1,0.228626,1.449389,[ 4 46] ; [11 61],[ 6.14754098 43.85245902] ; [ 8.85245902 63.14754098],0
n3,1,0.233703,1.418182,[9 4] ; [6 7],[7.5 5.5] ; [7.5 5.5],0
b3,1,0.234044,1.416113,[10 20] ; [23 26],[12.53164557 17.46835443] ; [20.46835443 28.53164557],0
b2,1,0.234044,1.416113,[10 20] ; [23 26],[12.53164557 17.46835443] ; [20.46835443 28.53164557],0
v1,1,0.249741,1.324749,[25 28] ; [42 31],[28.18253968 24.81746032] ; [38.81746032 34.18253968],0
n2,1,0.275973,1.186813,[8 6] ; [10  3],[9.33333333 4.66666667] ; [8.66666667 4.33333333],0
p5,1,0.299688,1.075582,[ 7 46] ; [15 59],[ 9.18110236 43.81889764] ; [12.81889764 61.18110236],0
p12,1,0.312376,1.020603,[ 2 51] ; [ 6 67],[ 3.36507937 49.63492063] ; [ 4.63492063 68.36507937],0
a2,1,0.321457,0.983008,[ 2 51] ; [ 6 68],[ 3.33858268 49.66141732] ; [ 4.66141732 69.33858268],0
n1,1,0.331693,0.942278,[6 8] ; [8 5],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
b1,1,0.376242,0.782946,[23 30] ; [38 36],[25.45669291 27.54330709] ; [35.54330709 38.45669291],0
p4,1,0.390705,0.736746,[35 17] ; [55 19],[37.14285714 14.85714286] ; [52.85714286 21.14285714],0
v3,1,0.403273,0.698545,[20 32] ; [34 40],[22.28571429 29.71428571] ; [31.71428571 42.28571429],0
p10,1,0.413995,0.6673,[43 10] ; [64 10],[44.65354331  8.34645669] ; [62.34645669 11.65354331],0
d4,1,0.439894,0.59656,[39 14] ; [58 15],[40.8015873 12.1984127] ; [56.1984127 16.8015873],0
n5,1,0.478239,0.502877,[41 12] ; [61 13],[42.56692913 10.43307087] ; [59.43307087 14.56692913],0
v2,1,0.48706,0.483015,[30 22] ; [37 35],[28.09677419 23.90322581] ; [38.90322581 33.09677419],0
d2,1,0.578305,0.308983,[27 26] ; [34 40],[25.45669291 27.54330709] ; [35.54330709 38.45669291],0
d5,1,0.596687,0.280022,[40 13] ; [52 21],[38.6984127 14.3015873] ; [53.3015873 19.6984127],0
p11,1,0.650972,0.204676,[42 11] ; [61 13],[42.98425197 10.01574803] ; [60.01574803 13.98425197],0
u2,1,0.6885,0.160714,[14 10] ; [11 10],[13.33333333 10.66666667] ; [11.66666667  9.33333333],0
s1,1,0.733304,0.116099,[ 2 51] ; [ 2 72],[ 1.66929134 51.33070866] ; [ 2.33070866 71.66929134],0
