Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.639924,[88 20] ; [ 7 17],[77.72727273 30.27272727] ; [17.27272727  6.72727273],1
r3,1,1e-06,23.530197,[100   8] ; [13 11],[92.45454545 15.54545455] ; [20.54545455  3.45454545],1
p2,1,5.5e-05,16.261679,[67 41] ; [ 4 20],[58.09090909 49.90909091] ; [12.90909091 11.09090909],1
r2,1,0.000666,11.582272,[98  9] ; [15  8],[93.00769231 13.99230769] ; [19.99230769  3.00769231],1
n6,1,0.003183,8.69966,[77 31] ; [ 9 14],[70.90076336 37.09923664] ; [15.09923664  7.90076336],0
u3,1,0.00369,8.430636,[24 13] ; [1 8],[20.10869565 16.89130435] ; [4.89130435 4.10869565],0
r1,1,0.012904,6.182273,[85 23] ; [13 11],[80.18181818 27.81818182] ; [17.81818182  6.18181818],0
p7,1,0.018365,5.560987,[50 56] ; [ 5 19],[44.84615385 61.15384615] ; [10.15384615 13.84615385],0
a7,1,0.020271,5.388406,[80 28] ; [12 12],[75.27272727 32.72727273] ; [16.72727273  7.27272727],0
p11,1,0.036303,4.382812,[57 51] ; [ 7 17],[52.36363636 55.63636364] ; [11.63636364 12.36363636],0
p8,1,0.046495,3.963559,[41 67] ; [ 4 20],[36.81818182 71.18181818] ; [ 8.18181818 15.81818182],0
a6,1,0.056024,3.65134,[72 36] ; [11 13],[67.90909091 40.09090909] ; [15.09090909  8.90909091],0
s8,1,0.068588,3.316499,[27 79] ; [ 2 22],[23.64615385 82.35384615] ; [ 5.35384615 18.64615385],0
s6,1,0.084496,2.976225,[56 50] ; [ 8 16],[52.18461538 53.81538462] ; [11.81538462 12.18461538],0
n2,1,0.087912,2.912193,[25 11] ; [4 6],[22.69565217 13.30434783] ; [6.30434783 3.69565217],0
p4,1,0.133309,2.253538,[44 62] ; [ 6 18],[40.76923077 65.23076923] ; [ 9.23076923 14.76923077],0
p6,1,0.146926,2.103879,[22 82] ; [ 2 22],[19.5 84.5] ; [ 4.5 19.5],0
s1,1,0.147833,2.094466,[  5 102] ; [ 3 21],[  6.53435115 100.46564885] ; [ 1.46564885 22.53435115],0
s7,1,0.196975,1.664662,[34 68] ; [ 4 17],[31.51219512 70.48780488] ; [ 6.48780488 14.51219512],0
n3,1,0.207079,1.591728,[21 16] ; [3 6],[19.30434783 17.69565217] ; [4.69565217 4.30434783],0
p10,1,0.218219,1.516042,[31 76] ; [ 4 20],[28.58778626 78.41221374] ; [ 6.41221374 17.58778626],0
s2,1,0.238695,1.388287,[40 66] ; [ 6 18],[37.50769231 68.49230769] ; [ 8.49230769 15.50769231],0
a5,1,0.247356,1.338173,[72 36] ; [13 11],[69.54545455 38.45454545] ; [15.45454545  8.54545455],0
a2,1,0.248416,1.332189,[25 83] ; [ 3 21],[22.90909091 85.09090909] ; [ 5.09090909 18.90909091],0
n5,1,0.250126,1.322598,[59 49] ; [10 14],[56.45454545 51.54545455] ; [12.54545455 11.45454545],0
b5,1,0.2644,1.245573,[63 45] ; [11 13],[60.54545455 47.45454545] ; [13.45454545 10.54545455],0
d5,1,0.279389,1.170057,[91 17] ; [18  6],[89.18181818 18.81818182] ; [19.81818182  4.18181818],0
v2,1,0.305645,1.049402,[52 54] ; [ 9 15],[49.73846154 56.26153846] ; [11.26153846 12.73846154],0
d2,1,0.312797,1.018828,[58 50] ; [15  8],[60.18320611 47.81679389] ; [12.81679389 10.18320611],0
p3,1,0.324312,0.971476,[38 69] ; [ 6 18],[35.9389313 71.0610687] ; [ 8.0610687 15.9389313],0
s4,1,0.37846,0.775697,[16 89] ; [ 2 22],[14.65116279 90.34883721] ; [ 3.34883721 20.65116279],0
s3,1,0.440836,0.594105,[47 61] ; [ 8 15],[45.34351145 62.65648855] ; [ 9.65648855 13.34351145],0
v1,1,0.466398,0.530496,[40 68] ; [ 7 17],[38.45454545 69.54545455] ; [ 8.54545455 15.45454545],0
u2,1,0.495014,0.465608,[20 15] ; [4 5],[19.09090909 15.90909091] ; [4.90909091 4.09090909],0
n4,1,0.550467,0.356481,[70 38] ; [14 10],[68.72727273 39.27272727] ; [15.27272727  8.72727273],0
a1,1,0.568856,0.324601,[  8 100] ; [ 1 23],[  7.36363636 100.63636364] ; [ 1.63636364 22.36363636],0
p1,1,0.614255,0.254025,[  6 101] ; [ 2 22],[  6.53435115 100.46564885] ; [ 1.46564885 22.53435115],0
d3,1,0.632142,0.229167,[73 35] ; [15  9],[72. 36.] ; [16.  8.],0
a8,1,0.694937,0.153792,[ 6 92] ; [ 2 22],[ 6.42622951 91.57377049] ; [ 1.57377049 22.42622951],0
p5,1,0.719569,0.128906,[  3 105] ; [ 1 23],[  3.27272727 104.72727273] ; [ 0.72727273 23.27272727],0
b4,1,0.73297,0.116402,[68 40] ; [16  8],[68.72727273 39.27272727] ; [15.27272727  8.72727273],0
v3,1,0.760288,0.093088,[34 71] ; [ 7 17],[33.37209302 71.62790698] ; [ 7.62790698 16.37209302],0
a3,1,0.763121,0.090832,[71 37] ; [15  9],[70.36363636 37.63636364] ; [15.63636364  8.36363636],0
n1,1,0.799846,0.064286,[12 23] ; [3 7],[11.66666667 23.33333333] ; [3.33333333 6.66666667],0
d1,1,0.801106,0.063462,[66 42] ; [14 10],[65.45454545 42.54545455] ; [14.54545455  9.45454545],0
a4,1,0.886395,0.020411,[44 64] ; [ 9 14],[43.69465649 64.30534351] ; [ 9.30534351 13.69465649],0
b2,1,0.904996,0.014245,[21 43] ; [ 5 11],[20.8 43.2] ; [ 5.2 10.8],0
b3,1,0.904996,0.014245,[21 43] ; [ 5 11],[20.8 43.2] ; [ 5.2 10.8],0
s5,1,0.943908,0.00495,[21 83] ; [ 5 19],[21.125 82.875] ; [ 4.875 19.125],0
b1,1,1.0,0.0,[63 45] ; [14 10],[63. 45.] ; [14. 10.],0
