Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,35.348584,[55 64] ; [ 3 65],[36.90909091 82.09090909] ; [21.09090909 46.90909091],1
d4,1,0.0,26.984768,[91 27] ; [26 41],[74.62702703 43.37297297] ; [42.37297297 24.62702703],1
d3,1,1e-06,24.049822,[77 41] ; [19 49],[60.90322581 57.09677419] ; [35.09677419 32.90322581],1
a7,1,1e-05,19.53755,[85 32] ; [27 41],[70.83243243 46.16756757] ; [41.16756757 26.83243243],1
p2,1,9.3e-05,15.269693,[103  16] ; [42 26],[92.27272727 26.72727273] ; [52.72727273 15.27272727],1
r1,1,0.000418,12.449064,[89 29] ; [34 34],[78.03225806 39.96774194] ; [44.96774194 23.03225806],1
r3,1,0.000507,12.090729,[110   6] ; [53 15],[102.76086957  13.23913043] ; [60.23913043  7.76086957],1
a3,1,0.00186,9.682997,[65 53] ; [21 46],[54.85405405 63.14594595] ; [31.14594595 35.85405405],0
r4,1,0.001995,9.554297,[103  16] ; [46 22],[94.81818182 24.18181818] ; [54.18181818 13.81818182],0
p3,1,0.00201,9.540816,[59 60] ; [18 50],[49. 70.] ; [28. 40.],0
p4,1,0.003038,8.784442,[70 48] ; [25 43],[60.2688172 57.7311828] ; [34.7311828 33.2688172],0
v4,1,0.003746,8.402845,[112   7] ; [53 13],[106.13513514  12.86486486] ; [58.86486486  7.13513514],0
v3,1,0.005814,7.607106,[50 66] ; [15 51],[41.42857143 74.57142857] ; [23.57142857 42.42857143],0
v2,1,0.009516,6.72326,[60 54] ; [20 42],[51.81818182 62.18181818] ; [28.18181818 33.81818182],0
a6,1,0.011837,6.33508,[70 49] ; [27 41],[61.72727273 57.27272727] ; [35.27272727 32.72727273],0
p10,1,0.020948,5.331089,[94 24] ; [43 24],[87.38378378 30.61621622] ; [49.61621622 17.38378378],0
a4,1,0.021048,5.32284,[29 90] ; [ 7 60],[23.03225806 95.96774194] ; [12.96774194 54.03225806],0
n6,1,0.028227,4.814143,[102  16] ; [50 18],[96.43010753 21.56989247] ; [55.56989247 12.43010753],0
p9,1,0.031774,4.610646,[95 22] ; [45 22],[89.02173913 27.97826087] ; [50.97826087 16.02173913],0
s2,1,0.046084,3.978529,[62 56] ; [25 42],[55.49189189 62.50810811] ; [31.50810811 35.49189189],0
s6,1,0.051532,3.790899,[82 36] ; [37 30],[75.9027027 42.0972973] ; [43.0972973 23.9027027],0
p11,1,0.053368,3.732364,[91 28] ; [43 25],[85.27272727 33.72727273] ; [48.72727273 19.27272727],0
s1,1,0.054932,3.684147,[  3 113] ; [ 6 61],[  5.70491803 110.29508197] ; [ 3.29508197 63.70491803],0
