Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,28.974669,[ 36 127] ; [81 78],[ 59.22670807 103.77329193] ; [ 57.77329193 101.22670807],1
s2,1,0.0,26.195051,[ 23 143] ; [62 98],[ 43.28220859 122.71779141] ; [ 41.71779141 118.28220859],1
p4,1,0.00086,11.106277,[71 93] ; [100  62],[86.02453988 77.97546012] ; [84.97546012 77.02453988],1
v4,1,0.000896,11.030133,[140  27] ; [155   8],[149.28787879  17.71212121] ; [145.71212121  17.28787879],1
p10,1,0.001067,10.707376,[111  54] ; [132  27],[123.75  41.25] ; [119.25  39.75],0
p2,1,0.001233,10.440511,[116  49] ; [138  24],[128.16513761  36.83486239] ; [125.83486239  36.16513761],0
s5,1,0.001612,9.946305,[ 22 140] ; [ 44 114],[ 33.4125 128.5875] ; [ 32.5875 125.4125],0
s8,1,0.001893,9.650733,[ 23 144] ; [ 45 118],[ 34.41212121 132.58787879] ; [ 33.58787879 129.41212121],0
s4,1,0.003985,8.290457,[ 10 157] ; [ 25 132],[ 18.04012346 148.95987654] ; [ 16.95987654 140.04012346],0
r4,1,0.004376,8.120767,[133  34] ; [148  15],[142.2030303  24.7969697] ; [138.7969697  24.2030303],0
p9,1,0.005258,7.788345,[116  48] ; [134  26],[126.54320988  37.45679012] ; [123.45679012  36.54320988],0
v1,1,0.012135,6.290976,[72 93] ; [91 67],[83.26625387 81.73374613] ; [79.73374613 78.26625387],0
p6,1,0.014194,6.013831,[ 34 128] ; [ 53 107],[ 43.77018634 118.22981366] ; [ 43.22981366 116.77018634],0
p12,1,0.01808,5.588414,[  5 161] ; [ 15 147],[ 10.12195122 155.87804878] ; [  9.87804878 152.12195122],0
r3,1,0.022206,5.22954,[141  24] ; [152  11],[147.39329268  17.60670732] ; [145.60670732  17.39329268],0
b5,1,0.028317,4.808637,[92 75] ; [109  54],[101.71818182  65.28181818] ; [99.28181818 63.71818182],0
u3,1,0.030708,4.669234,[20 37] ; [36 30],[25.95121951 31.04878049] ; [30.04878049 35.95121951],0
r1,1,0.031743,4.612327,[115  51] ; [129  33],[123.48780488  42.51219512] ; [120.51219512  41.48780488],0
p11,1,0.032562,4.568678,[122  45] ; [135  28],[130.05757576  36.94242424] ; [126.94242424  36.05757576],0
