Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,28.974669,[ 36 127] ; [81 78],[ 59.22670807 103.77329193] ; [ 57.77329193 101.22670807],1
p1,1,0.040011,4.2174,[ 20 147] ; [  9 153],[ 14.72036474 152.27963526] ; [ 14.27963526 147.72036474],0
u2,1,0.044044,4.054883,[22 34] ; [38 28],[27.54098361 28.45901639] ; [32.45901639 33.54098361],0
p7,1,0.051744,3.784011,[84 81] ; [98 61],[92.68518519 72.31481481] ; [89.31481481 69.68518519],0
n6,1,0.073293,3.207688,[130  36] ; [140  23],[136.23100304  29.76899696] ; [133.76899696  29.23100304],0
u1,1,0.076966,3.127837,[ 15 152] ; [ 25 138],[ 20.24242424 146.75757576] ; [ 19.75757576 143.24242424],0
b1,1,0.084156,2.982754,[75 92] ; [ 58 105],[67.30606061 99.69393939] ; [65.69393939 97.30606061],0
a7,1,0.086693,2.934732,[113  53] ; [124  38],[119.94512195  46.05487805] ; [117.05487805  44.94512195],0
d5,1,0.099625,2.711534,[126  41] ; [135  28],[132.08181818  34.91818182] ; [128.91818182  34.08181818],0
n3,1,0.101857,2.676225,[26 13] ; [26  5],[28.97142857 10.02857143] ; [23.02857143  7.97142857],0
p5,1,0.141783,2.158499,[  7 160] ; [ 13 148],[ 10.18292683 156.81707317] ; [  9.81707317 151.18292683],0
n5,1,0.171525,1.869565,[133  33] ; [139  23],[137.65853659  28.34146341] ; [134.34146341  27.65853659],0
a3,1,0.189358,1.722604,[110  56] ; [96 66],[104.25609756  61.74390244] ; [101.74390244  60.25609756],0
a6,1,0.223363,1.482634,[120  47] ; [107  56],[114.87575758  52.12424242] ; [112.12424242  50.87575758],0
a8,1,0.23066,1.436784,[ 18 135] ; [ 25 126],[ 21.64144737 131.35855263] ; [ 21.35855263 129.64144737],0
b3,1,0.264841,1.243273,[42 61] ; [29 59],[38.28795812 64.71204188] ; [32.71204188 55.28795812],0
b2,1,0.264841,1.243273,[42 61] ; [29 59],[38.28795812 64.71204188] ; [32.71204188 55.28795812],0
d4,1,0.274429,1.194476,[124  42] ; [130  33],[128.15805471  37.84194529] ; [125.84194529  37.15805471],0
p8,1,0.295542,1.094203,[69 94] ; [77 83],[73.67801858 89.32198142] ; [72.32198142 87.67801858],0
n2,1,0.317217,1.000385,[27 13] ; [25  7],[28.88888889 11.11111111] ; [23.11111111  8.88888889],0
a1,1,0.329298,0.951655,[ 10 157] ; [  6 157],[  8.0969697 158.9030303] ; [  7.9030303 155.0969697],0
b4,1,0.33701,0.921772,[99 68] ; [105  58],[103.23636364  63.76363636] ; [100.76363636  62.23636364],0
d2,1,0.372025,0.79689,[82 82] ; [73 89],[77.97546012 86.02453988] ; [77.02453988 84.97546012],0
d3,1,0.389449,0.740663,[102  65] ; [107  56],[105.76666667  61.23333333] ; [103.23333333  59.76666667],0
v3,1,0.500366,0.45416,[ 57 105] ; [ 49 106],[ 54.170347 107.829653] ; [ 51.829653 103.170347],0
a4,1,0.518303,0.41727,[76 90] ; [68 93],[73.10091743 92.89908257] ; [70.89908257 90.10091743],0
p3,1,0.524011,0.405991,[68 98] ; [72 90],[70.85365854 95.14634146] ; [69.14634146 92.85365854],0
s1,1,0.682683,0.167121,[  3 161] ; [  2 156],[  2.54658385 161.45341615] ; [  2.45341615 155.54658385],0
a5,1,0.700398,0.148059,[118  49] ; [112  51],[116.39393939  50.60606061] ; [113.60606061  49.39393939],0
r2,1,0.717897,0.130516,[148  15] ; [148  13],[148.91358025  14.08641975] ; [147.08641975  13.91358025],0
d1,1,0.75624,0.096362,[93 74] ; [88 75],[91.5969697 75.4030303] ; [89.4030303 73.5969697],0
v2,1,0.827036,0.047744,[82 77] ; [76 75],[81.03870968 77.96129032] ; [76.96129032 74.03870968],0
a2,1,0.979486,0.000661,[ 34 133] ; [ 33 130],[ 33.90606061 133.09393939] ; [ 33.09393939 129.90606061],0
u4,1,0.98054,0.000595,[  2 165] ; [  2 161],[  2.02424242 164.97575758] ; [  1.97575758 161.02424242],0
n1,1,0.988661,0.000202,[16 22] ; [13 18],[15.97101449 22.02898551] ; [13.02898551 17.97101449],0
