Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000518,12.04914,[2 7] ; [13  1],[5.86956522 3.13043478] ; [9.13043478 4.86956522],1
n6,1,0.007802,7.078327,[2 7] ; [11  3],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
v4,1,0.010049,6.62619,[3 6] ; [12  2],[5.86956522 3.13043478] ; [9.13043478 4.86956522],0
b5,1,0.010049,6.62619,[3 6] ; [12  2],[5.86956522 3.13043478] ; [9.13043478 4.86956522],0
p11,1,0.012052,6.303236,[1 8] ; [9 5],[3.91304348 5.08695652] ; [6.08695652 7.91304348],0
p4,1,0.012052,6.303236,[1 8] ; [9 5],[3.91304348 5.08695652] ; [6.08695652 7.91304348],0
p9,1,0.030041,4.706916,[3 6] ; [11  3],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
s8,1,0.048734,3.8845,[2 7] ; [9 5],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
s5,1,0.082735,3.010338,[1 8] ; [6 7],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
s6,1,0.099195,2.718437,[2 7] ; [8 6],[3.91304348 5.08695652] ; [6.08695652 7.91304348],0
b1,1,0.099195,2.718437,[7 2] ; [6 8],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
s1,1,0.105817,2.615602,[3 6] ; [ 1 13],[1.56521739 7.43478261] ; [ 2.43478261 11.56521739],0
p8,1,0.141407,2.162585,[1 7] ; [6 8],[2.54545455 5.45454545] ; [4.45454545 9.54545455],0
a4,1,0.146976,2.103355,[6 3] ; [5 9],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
p10,1,0.146976,2.103355,[3 6] ; [9 5],[4.69565217 4.30434783] ; [7.30434783 6.69565217],0
s7,1,0.153607,2.036058,[3 5] ; [9 4],[4.57142857 3.42857143] ; [7.42857143 5.57142857],0
d2,1,0.182803,1.774691,[7 2] ; [7 7],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
b4,1,0.195626,1.674729,[4 5] ; [10  4],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
b3,1,0.215508,1.534035,[1 6] ; [5 7],[2.21052632 4.78947368] ; [3.78947368 8.21052632],0
b2,1,0.215508,1.534035,[1 6] ; [5 7],[2.21052632 4.78947368] ; [3.78947368 8.21052632],0
p5,1,0.240366,1.378446,[2 6] ; [ 1 13],[1.09090909 6.90909091] ; [ 1.90909091 12.09090909],0
a1,1,0.294644,1.09828,[2 7] ; [ 1 13],[1.17391304 7.82608696] ; [ 1.82608696 12.17391304],0
n1,1,0.307741,1.040344,[5 1] ; [4 3],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
r2,1,0.323296,0.975566,[6 3] ; [11  2],[6.95454545 2.04545455] ; [10.04545455  2.95454545],0
p7,1,0.33235,0.939719,[2 6] ; [6 7],[3.04761905 4.95238095] ; [4.95238095 8.04761905],0
d1,1,0.348861,0.877595,[5 4] ; [5 9],[3.91304348 5.08695652] ; [6.08695652 7.91304348],0
n3,1,0.428537,0.626786,[3 3] ; [5 2],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
d5,1,0.431333,0.619231,[6 3] ; [7 7],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
d4,1,0.492519,0.471018,[7 2] ; [9 5],[6.26086957 2.73913043] ; [9.73913043 4.26086957],0
v1,1,0.492519,0.471018,[2 7] ; [5 9],[2.73913043 6.26086957] ; [4.26086957 9.73913043],0
n5,1,0.524052,0.405911,[8 1] ; [11  3],[7.43478261 1.56521739] ; [11.56521739  2.43478261],0
v3,1,0.524052,0.405911,[1 8] ; [ 3 11],[1.56521739 7.43478261] ; [ 2.43478261 11.56521739],0
r1,1,0.551848,0.354016,[5 4] ; [6 8],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
p1,1,0.624073,0.240184,[2 7] ; [ 2 12],[1.56521739 7.43478261] ; [ 2.43478261 11.56521739],0
p3,1,0.647854,0.208617,[3 6] ; [6 8],[3.52173913 5.47826087] ; [5.47826087 8.52173913],0
a3,1,0.735039,0.114535,[7 2] ; [10  4],[6.65217391 2.34782609] ; [10.34782609  3.65217391],0
s4,1,0.735039,0.114535,[2 7] ; [ 4 10],[2.34782609 6.65217391] ; [ 3.65217391 10.34782609],0
a5,1,0.735039,0.114535,[7 2] ; [10  4],[6.65217391 2.34782609] ; [10.34782609  3.65217391],0
a2,1,0.825381,0.048677,[1 8] ; [ 2 12],[1.17391304 7.82608696] ; [ 1.82608696 12.17391304],0
d3,1,0.940259,0.005617,[5 4] ; [8 6],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
a6,1,0.940259,0.005617,[5 4] ; [8 6],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
a7,1,0.940259,0.005617,[5 4] ; [8 6],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
n4,1,0.964079,0.002028,[7 2] ; [11  3],[7.04347826 1.95652174] ; [10.95652174  3.04347826],0
