Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002382,9.229313,[154 265] ; [27 18],[163.44612069 255.55387931] ; [17.55387931 27.44612069],0
s6,1,0.00488,7.923242,[228 191] ; [35 11],[236.9827957 182.0172043] ; [26.0172043 19.9827957],0
s3,1,0.005249,7.791472,[195 220] ; [31 14],[203.89130435 211.10869565] ; [22.10869565 22.89130435],0
r2,1,0.007035,7.263925,[386  27] ; [37  8],[381.43886463  31.56113537] ; [41.56113537  3.43886463],0
v3,1,0.026743,4.907337,[168 237] ; [11 34],[161.1 243.9] ; [17.9 27.1],0
p3,1,0.043418,4.079061,[189 229] ; [28 18],[195.48706897 222.51293103] ; [21.51293103 24.48706897],0
b3,1,0.056176,3.646836,[104 169] ; [ 5 21],[ 99.52173913 173.47826087] ; [ 9.47826087 16.52173913],0
b2,1,0.056176,3.646836,[104 169] ; [ 5 21],[ 99.52173913 173.47826087] ; [ 9.47826087 16.52173913],0
s1,1,0.056864,3.626572,[ 13 403] ; [ 4 42],[ 15.30735931 400.69264069] ; [ 1.69264069 44.30735931],0
n2,1,0.084435,2.977397,[65 31] ; [3 5],[62.76923077 33.23076923] ; [5.23076923 2.76923077],0
v2,1,0.129991,2.292615,[222 180] ; [20 26],[217.15178571 184.84821429] ; [24.84821429 21.15178571],0
b4,1,0.167229,1.907612,[246 175] ; [22 24],[241.60171306 179.39828694] ; [26.39828694 19.60171306],0
d4,1,0.220415,1.501666,[334  86] ; [33 13],[330.77253219  89.22746781] ; [36.22746781  9.77253219],0
a7,1,0.221956,1.491681,[301 119] ; [29 17],[297.4248927 122.5751073] ; [32.5751073 13.4248927],0
p12,1,0.244317,1.355511,[ 27 389] ; [ 1 45],[ 25.21212121 390.78787879] ; [ 2.78787879 43.21212121],0
p5,1,0.245488,1.3488,[ 27 390] ; [ 1 45],[ 25.21814255 391.78185745] ; [ 2.78185745 43.21814255],0
u1,1,0.269201,1.220813,[ 65 356] ; [10 36],[ 67.6124197 353.3875803] ; [ 7.3875803 38.6124197],0
a8,1,0.30304,1.060767,[ 59 322] ; [ 4 38],[ 56.74468085 324.25531915] ; [ 6.25531915 35.74468085],0
s7,1,0.328856,0.953396,[168 229] ; [22 22],[171.0430839 225.9569161] ; [18.9569161 25.0430839],0
p9,1,0.354204,0.85834,[331  84] ; [34 12],[328.5791757  86.4208243] ; [36.4208243  9.5791757],0
r4,1,0.385524,0.753013,[359  62] ; [37  9],[356.99357602  64.00642398] ; [39.00642398  6.99357602],0
r3,1,0.400166,0.707828,[389  31] ; [41  5],[387.55364807  32.44635193] ; [42.44635193  3.55364807],0
p6,1,0.41537,0.663377,[132 281] ; [12 34],[129.56862745 283.43137255] ; [14.43137255 31.56862745],0
s8,1,0.418568,0.654332,[157 263] ; [20 26],[159.527897 260.472103] ; [17.472103 28.527897],0
a3,1,0.463982,0.536273,[287 131] ; [34 12],[289.17672414 128.82327586] ; [31.82327586 14.17672414],0
u3,1,0.466619,0.529971,[63 70] ; [7 5],[64.20689655 68.79310345] ; [5.79310345 6.20689655],0
p4,1,0.486368,0.484551,[232 186] ; [28 18],[234.22413793 183.77586207] ; [25.77586207 20.22413793],0
v1,1,0.503109,0.448371,[207 200] ; [21 25],[204.84768212 202.15231788] ; [23.15231788 22.84768212],0
p11,1,0.505729,0.442895,[330  91] ; [38  8],[331.751606  89.248394] ; [36.248394  9.751606],0
a6,1,0.594931,0.282709,[290 130] ; [30 16],[288.41201717 131.58798283] ; [31.58798283 14.41201717],0
p8,1,0.597579,0.278663,[194 219] ; [23 22],[195.6790393 217.3209607] ; [21.3209607 23.6790393],0
a5,1,0.627989,0.234798,[307 114] ; [32 14],[305.60813704 115.39186296] ; [33.39186296 12.60813704],0
n5,1,0.654913,0.199762,[348  71] ; [37  9],[346.91397849  72.08602151] ; [38.08602151  7.91397849],0
n3,1,0.671991,0.179282,[63 30] ; [6 2],[63.53465347 29.46534653] ; [5.46534653 2.53465347],0
d2,1,0.673235,0.177842,[205 214] ; [21 25],[203.64301075 215.35698925] ; [22.35698925 23.64301075],0
a1,1,0.703978,0.144367,[ 24 397] ; [ 2 44],[ 23.43897216 397.56102784] ; [ 2.56102784 43.43897216],0
p1,1,0.744263,0.106415,[ 33 386] ; [ 3 43],[ 32.43870968 386.56129032] ; [ 3.56129032 42.43870968],0
d3,1,0.770627,0.085004,[274 146] ; [31 15],[274.89270386 145.10729614] ; [30.10729614 15.89270386],0
p2,1,0.79852,0.065159,[333  84] ; [36 10],[332.33909287  84.66090713] ; [36.66090713  9.33909287],0
n1,1,0.79975,0.064349,[40 55] ; [3 5],[39.66019417 55.33980583] ; [3.33980583 4.66019417],0
p10,1,0.803268,0.062061,[318  97] ; [36 10],[318.67678959  96.32321041] ; [35.32321041 10.67678959],0
p7,1,0.807094,0.059622,[240 171] ; [26 20],[239.22538293 171.77461707] ; [26.77461707 19.22538293],0
b1,1,0.829516,0.046363,[167 254] ; [19 27],[167.67880086 253.32119914] ; [18.32119914 27.67880086],0
r1,1,0.857193,0.032382,[323  96] ; [36 10],[323.48602151  95.51397849] ; [35.51397849 10.48602151],0
a2,1,0.864922,0.028938,[ 96 325] ; [11 35],[ 96.46038544 324.53961456] ; [10.53961456 35.46038544],0
a4,1,0.867544,0.027815,[185 232] ; [21 25],[185.53347732 231.46652268] ; [20.46652268 25.53347732],0
d5,1,0.884239,0.021199,[334  86] ; [37  9],[334.3776824  85.6223176] ; [36.6223176  9.3776824],0
n6,1,0.891776,0.018512,[352  67] ; [39  7],[352.32043011  66.67956989] ; [38.67956989  7.32043011],0
u2,1,0.900683,0.015575,[69 64] ; [6 6],[68.79310345 64.20689655] ; [6.20689655 5.79310345],0
b5,1,0.956456,0.002981,[258 163] ; [28 18],[257.82869379 163.17130621] ; [28.17130621 17.82869379],0
d1,1,0.974299,0.001038,[239 182] ; [26 20],[238.89721627 182.10278373] ; [26.10278373 19.89721627],0
v4,1,0.985763,0.000318,[383  37] ; [41  4],[382.96774194  37.03225806] ; [41.03225806  3.96774194],0
