Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.949479,[31 62] ; [182  53],[60.39329268 32.60670732] ; [152.60670732  82.39329268],1
a4,1,0.127687,2.320405,[47 46] ; [ 97 138],[40.82926829 52.17073171] ; [103.17073171 131.82926829],0
r2,1,0.182479,1.77732,[83 10] ; [219  15],[85.88990826  7.11009174] ; [216.11009174  17.88990826],0
n1,1,0.199183,1.648352,[17 18] ; [23 42],[14. 21.] ; [26. 39.],0
v3,1,0.20231,1.625618,[23 62] ; [ 78 147],[27.69354839 57.30645161] ; [ 73.30645161 151.69354839],0
p4,1,0.232784,1.423772,[35 58] ; [105 129],[39.81651376 53.18348624] ; [100.18348624 133.81651376],0
s7,1,0.2542,1.300073,[38 50] ; [ 80 141],[33.60517799 54.39482201] ; [ 84.39482201 136.60517799],0
n2,1,0.272891,1.202155,[27  8] ; [44 22],[24.6039604 10.3960396] ; [46.3960396 19.6039604],0
s2,1,0.306901,1.043965,[37 54] ; [108 122],[41.105919 49.894081] ; [103.894081 126.105919],0
v4,1,0.350921,0.870125,[82 10] ; [217  18],[84.12232416  7.87767584] ; [214.87767584  20.12232416],0
n6,1,0.384711,0.755595,[70 22] ; [189  46],[72.86850153 19.13149847] ; [186.13149847  48.86850153],0
s4,1,0.401185,0.704772,[12 80] ; [ 39 193],[14.48148148 77.51851852] ; [ 36.51851852 195.48148148],0
a1,1,0.406611,0.688688,[ 4 89] ; [  6 229],[ 2.83536585 90.16463415] ; [  7.16463415 227.83536585],0
s1,1,0.411317,0.67499,[ 5 87] ; [  8 224],[ 3.69135802 88.30864198] ; [  9.30864198 222.69135802],0
a5,1,0.415103,0.664136,[61 32] ; [165  70],[64.07926829 28.92073171] ; [161.92073171  73.07926829],0
p11,1,0.427805,0.628776,[69 24] ; [164  71],[66.06402439 26.93597561] ; [166.93597561  68.06402439],0
s3,1,0.43782,0.601989,[42 50] ; [117 115],[45.14814815 46.85185185] ; [113.85185185 118.14814815],0
p8,1,0.603514,0.269728,[21 72] ; [ 59 174],[22.82208589 70.17791411] ; [ 57.17791411 175.82208589],0
n4,1,0.632529,0.228646,[67 26] ; [163  72],[65.21341463 27.78658537] ; [164.78658537  70.21341463],0
a3,1,0.65006,0.205824,[63 30] ; [153  82],[61.24390244 31.75609756] ; [154.75609756  80.24390244],0
a8,1,0.654314,0.200504,[10 77] ; [ 21 194],[ 8.93046358 78.06953642] ; [ 22.06953642 192.93046358],0
p6,1,0.726052,0.122768,[13 80] ; [ 36 196],[14.02153846 78.97846154] ; [ 34.97846154 197.02153846],0
s8,1,0.729808,0.119288,[33 60] ; [ 78 155],[31.66564417 61.33435583] ; [ 79.33435583 153.66564417],0
u2,1,0.744637,0.106093,[16 14] ; [46 35],[16.75675676 13.24324324] ; [45.24324324 35.75675676],0
d2,1,0.747583,0.103573,[43 49] ; [114 120],[44.30674847 47.69325153] ; [112.69325153 121.30674847],0
s6,1,0.764839,0.08948,[55 36] ; [136  96],[53.81114551 37.18885449] ; [137.18885449  94.81114551],0
b4,1,0.775889,0.081043,[57 36] ; [148  87],[58.125 34.875] ; [146.875  88.125],0
p3,1,0.81144,0.056915,[30 63] ; [ 72 161],[29.09815951 63.90184049] ; [ 72.90184049 160.09815951],0
u4,1,0.831272,0.045399,[ 2 91] ; [  6 229],[ 2.26829268 90.73170732] ; [  5.73170732 229.26829268],0
v1,1,0.855374,0.033221,[40 50] ; [103 123],[40.7278481 49.2721519] ; [102.2721519 123.7278481],0
p9,1,0.882961,0.021673,[70 22] ; [176  53],[70.5046729 21.4953271] ; [175.4953271  53.5046729],0
p12,1,0.91114,0.012455,[ 6 86] ; [ 16 217],[ 6.22769231 85.77230769] ; [ 15.77230769 217.22769231],0
s5,1,0.917595,0.010705,[20 65] ; [ 51 171],[19.65798046 65.34201954] ; [ 51.34201954 170.65798046],0
p1,1,0.934698,0.006713,[ 7 86] ; [ 17 217],[ 6.82568807 86.17431193] ; [ 17.17431193 216.82568807],0
n5,1,0.939923,0.00568,[60 33] ; [152  82],[60.29357798 32.70642202] ; [151.70642202  82.29357798],0
p5,1,0.959048,0.002637,[ 5 87] ; [ 13 220],[ 5.09538462 86.90461538] ; [ 12.90461538 220.09538462],0
n3,1,1.0,0.0,[23 10] ; [46 20],[23. 10.] ; [46. 20.],0
