Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.537378,[1 5] ; [55  7],[4.94117647 1.05882353] ; [51.05882353 10.94117647],1
r2,1,0.000341,12.829463,[4 2] ; [60  1],[5.73134328 0.26865672] ; [58.26865672  2.73134328],1
p5,1,0.00128,10.370754,[3 3] ; [ 4 54],[0.65625 5.34375] ; [ 6.34375 51.65625],0
v4,1,0.005384,7.74558,[3 3] ; [56  6],[5.20588235 0.79411765] ; [53.79411765  8.20588235],0
d5,1,0.021572,5.28,[3 3] ; [52  8],[5. 1.] ; [50. 10.],0
d4,1,0.021572,5.28,[3 3] ; [52  8],[5. 1.] ; [50. 10.],0
s1,1,0.026642,4.913863,[2 4] ; [ 4 58],[0.52941176 5.47058824] ; [ 5.47058824 56.52941176],0
v2,1,0.032053,4.595676,[1 5] ; [36 22],[3.46875 2.53125] ; [33.53125 24.46875],0
s8,1,0.05061,3.821143,[2 4] ; [44 17],[4.11940299 1.88059701] ; [41.88059701 19.11940299],0
p1,1,0.051787,3.782629,[2 4] ; [ 5 57],[0.61764706 5.38235294] ; [ 6.38235294 55.61764706],0
n6,1,0.066103,3.377237,[3 3] ; [50 11],[4.74626866 1.25373134] ; [48.25373134 12.74626866],0
s2,1,0.092167,2.836103,[2 4] ; [42 20],[3.88235294 2.11764706] ; [40.11764706 21.88235294],0
p9,1,0.15439,2.028331,[3 3] ; [46 14],[4.45454545 1.54545455] ; [44.54545455 15.45454545],0
p10,1,0.246409,1.343548,[3 3] ; [45 17],[4.23529412 1.76470588] ; [43.76470588 18.23529412],0
s5,1,0.249407,1.326624,[1 5] ; [24 35],[2.30769231 3.69230769] ; [22.69230769 36.30769231],0
b3,1,0.283494,1.150265,[1 4] ; [22 27],[2.12962963 2.87037037] ; [20.87037037 28.12962963],0
b2,1,0.283494,1.150265,[1 4] ; [22 27],[2.12962963 2.87037037] ; [20.87037037 28.12962963],0
d1,1,0.288464,1.126777,[3 3] ; [44 18],[4.14705882 1.85294118] ; [42.85294118 19.14705882],0
p11,1,0.380424,0.769331,[3 3] ; [42 20],[3.97058824 2.02941176] ; [41.02941176 20.97058824],0
p6,1,0.389708,0.739853,[1 5] ; [21 41],[1.94117647 4.05882353] ; [20.05882353 41.94117647],0
d3,1,0.41398,0.667341,[3 3] ; [40 20],[3.90909091 2.09090909] ; [39.09090909 20.90909091],0
p8,1,0.418754,0.653809,[2 4] ; [12 50],[1.23529412 4.76470588] ; [12.76470588 49.23529412],0
s6,1,0.418754,0.653809,[4 2] ; [50 12],[4.76470588 1.23529412] ; [49.23529412 12.76470588],0
n5,1,0.429926,0.623024,[5 1] ; [42 20],[4.14705882 1.85294118] ; [42.85294118 19.14705882],0
v1,1,0.436769,0.604757,[4 2] ; [29 29],[3.09375 2.90625] ; [29.90625 28.09375],0
a6,1,0.445887,0.581087,[5 1] ; [41 19],[4.18181818 1.81818182] ; [41.81818182 18.18181818],0
d2,1,0.466457,0.530357,[3 3] ; [39 21],[3.81818182 2.18181818] ; [38.18181818 21.81818182],0
a5,1,0.485477,0.486535,[4 2] ; [49 13],[4.67647059 1.32352941] ; [48.32352941 13.67647059],0
a3,1,0.485477,0.486535,[4 2] ; [49 13],[4.67647059 1.32352941] ; [48.32352941 13.67647059],0
r1,1,0.485477,0.486535,[4 2] ; [49 13],[4.67647059 1.32352941] ; [48.32352941 13.67647059],0
v3,1,0.487501,0.482037,[2 4] ; [27 29],[2.80645161 3.19354839] ; [26.19354839 29.80645161],0
n1,1,0.504036,0.446429,[3 1] ; [12  9],[2.4 1.6] ; [12.6  8.4],0
n3,1,0.524471,0.405093,[2 2] ; [14  7],[2.56 1.44] ; [13.44  7.56],0
b1,1,0.527906,0.398421,[4 2] ; [33 29],[3.26470588 2.73529412] ; [33.73529412 28.26470588],0
s3,1,0.548255,0.360452,[3 2] ; [45 17],[3.58208955 1.41791045] ; [44.41791045 17.58208955],0
n4,1,0.621527,0.243728,[5 1] ; [46 16],[4.5 1.5] ; [46.5 15.5],0
s4,1,0.738684,0.111287,[1 5] ; [14 48],[1.32352941 4.67647059] ; [13.67647059 48.32352941],0
b5,1,0.795818,0.066958,[4 2] ; [38 24],[3.70588235 2.29411765] ; [38.29411765 23.70588235],0
a2,1,0.825261,0.048746,[2 4] ; [18 44],[1.76470588 4.23529412] ; [18.23529412 43.76470588],0
a7,1,0.855143,0.033328,[4 2] ; [39 23],[3.79411765 2.20588235] ; [39.20588235 22.79411765],0
b4,1,0.855143,0.033328,[4 2] ; [39 23],[3.79411765 2.20588235] ; [39.20588235 22.79411765],0
a4,1,0.879849,0.022849,[3 3] ; [33 29],[3.17647059 2.82352941] ; [32.82352941 29.17647059],0
n2,1,0.920948,0.009848,[3 1] ; [17  5],[3.07692308 0.92307692] ; [16.92307692  5.07692308],0
