Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,51.134314,[ 5 82] ; [21 10],[19.16949153 67.83050847] ; [ 6.83050847 24.16949153],1
s6,1,1e-06,24.7885,[23 64] ; [24  7],[34.65254237 52.34745763] ; [12.34745763 18.65254237],1
s3,1,5e-06,20.714104,[19 66] ; [21 10],[29.31034483 55.68965517] ; [10.68965517 20.31034483],1
a3,1,1.2e-05,19.092467,[42 44] ; [29  2],[52.18803419 33.81196581] ; [18.81196581 12.18803419],1
s2,1,5.5e-05,16.280612,[13 73] ; [16 15],[21.31623932 64.68376068] ; [ 7.68376068 23.31623932],1
u1,1,0.000191,13.92,[ 4 83] ; [ 9 22],[ 9.58474576 77.41525424] ; [ 3.41525424 27.58474576],1
s5,1,0.000921,10.980788,[10 73] ; [12 18],[16.15929204 66.84070796] ; [ 5.84070796 24.15929204],1
p10,1,0.001332,10.297767,[34 50] ; [23  8],[41.63478261 42.36521739] ; [15.36521739 15.63478261],0
a2,1,0.001358,10.261347,[ 9 78] ; [11 20],[14.74576271 72.25423729] ; [ 5.25423729 25.74576271],0
d1,1,0.001545,10.024281,[33 54] ; [22  9],[40.55084746 46.44915254] ; [14.44915254 16.55084746],0
d2,1,0.003265,8.653032,[33 52] ; [21  9],[39.91304348 45.08695652] ; [14.08695652 15.91304348],0
a4,1,0.004095,8.241088,[25 61] ; [18 13],[31.60683761 54.39316239] ; [11.39316239 19.60683761],0
p9,1,0.005471,7.716769,[34 50] ; [21  9],[40.52631579 43.47368421] ; [14.47368421 15.52631579],0
r3,1,0.006339,7.451438,[60 27] ; [29  2],[65.61864407 21.38135593] ; [23.38135593  7.61864407],0
n6,1,0.010039,6.627908,[50 36] ; [26  5],[55.86324786 30.13675214] ; [20.13675214 10.86324786],0
d5,1,0.018964,5.504842,[52 35] ; [25  5],[57.25641026 29.74358974] ; [19.74358974 10.25641026],0
p6,1,0.021851,5.257626,[ 8 78] ; [ 8 23],[11.76068376 74.23931624] ; [ 4.23931624 26.76068376],0
v3,1,0.026593,4.917073,[18 66] ; [12 16],[22.5 61.5] ; [ 7.5 20.5],0
v2,1,0.028891,4.774086,[29 53] ; [17 12],[33.98198198 48.01801802] ; [12.01801802 16.98198198],0
r4,1,0.036091,4.392819,[52 35] ; [25  6],[56.77118644 30.22881356] ; [20.22881356 10.77118644],0
p12,1,0.037806,4.313729,[ 4 83] ; [ 5 26],[ 6.63559322 80.36440678] ; [ 2.36440678 28.63559322],0
s4,1,0.056808,3.628221,[12 75] ; [ 9 22],[15.48305085 71.51694915] ; [ 5.51694915 25.48305085],0
d4,1,0.058164,3.588964,[60 27] ; [26  4],[63.94871795 23.05128205] ; [22.05128205  7.94871795],0
b4,1,0.063291,3.448981,[45 42] ; [22  9],[49.39830508 37.60169492] ; [17.60169492 13.39830508],0
r1,1,0.079796,3.069056,[49 38] ; [23  8],[53.08474576 33.91525424] ; [18.91525424 12.08474576],0
d3,1,0.080437,3.056044,[39 48] ; [19 11],[43.12820513 43.87179487] ; [14.87179487 15.12820513],0
p8,1,0.081396,3.036803,[21 65] ; [ 3 28],[17.64102564 68.35897436] ; [ 6.35897436 24.64102564],0
r2,1,0.099024,2.721199,[68 16] ; [29  2],[70.85217391 13.14782609] ; [26.14782609  4.85217391],0
a5,1,0.100182,2.702641,[47 40] ; [22  9],[50.87288136 36.12711864] ; [18.12711864 12.87288136],0
u4,1,0.107316,2.593308,[ 1 86] ; [ 2 29],[ 2.21186441 84.78813559] ; [ 0.78813559 30.21186441],0
b1,1,0.119985,2.417517,[42 45] ; [20 11],[45.71186441 41.28813559] ; [16.28813559 14.71186441],0
p11,1,0.168406,1.897076,[38 49] ; [18 13],[41.28813559 45.71186441] ; [14.71186441 16.28813559],0
n4,1,0.185033,1.756727,[53 34] ; [23  8],[56.03389831 30.96610169] ; [19.96610169 11.03389831],0
n1,1,0.201241,1.633347,[15 21] ; [7 4],[16.85106383 19.14893617] ; [5.14893617 5.85106383],0
n3,1,0.278565,1.174077,[19 16] ; [8 3],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
v4,1,0.308196,1.038392,[62 25] ; [25  6],[64.1440678 22.8559322] ; [22.8559322  8.1440678],0
a6,1,0.320552,0.986694,[49 38] ; [20 10],[51.30769231 35.69230769] ; [17.69230769 12.30769231],0
p1,1,0.424464,0.637921,[ 7 80] ; [ 4 27],[ 8.11016949 78.88983051] ; [ 2.88983051 28.11016949],0
p7,1,0.496579,0.462239,[22 63] ; [10 21],[23.44827586 61.55172414] ; [ 8.55172414 22.44827586],0
b5,1,0.515512,0.422863,[48 39] ; [15 16],[46.44915254 40.55084746] ; [16.55084746 14.44915254],0
