Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,51.134314,[ 5 82] ; [21 10],[19.16949153 67.83050847] ; [ 6.83050847 24.16949153],1
a1,1,0.522056,0.409829,[ 9 78] ; [ 2 29],[ 8.11016949 78.88983051] ; [ 2.88983051 28.11016949],0
a8,1,0.530093,0.394214,[ 9 76] ; [ 2 28],[ 8.13043478 76.86956522] ; [ 2.86956522 27.13043478],0
n2,1,0.543891,0.368375,[21 16] ; [8 4],[21.89795918 15.10204082] ; [7.10204082 4.89795918],0
p5,1,0.575403,0.313725,[ 5 81] ; [ 1 30],[ 4.41025641 81.58974359] ; [ 1.58974359 29.41025641],0
b3,1,0.681835,0.168068,[16 33] ; [ 9 15],[16.78082192 32.21917808] ; [ 8.21917808 15.78082192],0
b2,1,0.681835,0.168068,[16 33] ; [ 9 15],[16.78082192 32.21917808] ; [ 8.21917808 15.78082192],0
a7,1,0.710993,0.137287,[50 37] ; [19 12],[50.87288136 36.12711864] ; [18.12711864 12.87288136],0
p3,1,0.75149,0.100283,[20 67] ; [ 8 23],[20.6440678 66.3559322] ; [ 7.3559322 23.6440678],0
u3,1,0.777961,0.079511,[18 27] ; [1 1],[18.19148936 26.80851064] ; [0.80851064 1.19148936],0
s1,1,0.792877,0.068946,[ 7 79] ; [ 3 28],[ 7.35042735 78.64957265] ; [ 2.64957265 28.35042735],0
n5,1,0.864355,0.029184,[54 32] ; [20 11],[54.39316239 31.60683761] ; [19.60683761 11.39316239],0
p4,1,0.890272,0.019033,[20 64] ; [ 7 24],[19.72173913 64.27826087] ; [ 7.27826087 23.72173913],0
u2,1,0.89956,0.015931,[20 24] ; [1 1],[20.08695652 23.91304348] ; [0.91304348 1.08695652],0
