Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5.6e-05,16.24409,[50 96] ; [40 22],[63.17307692 82.82692308] ; [26.82692308 35.17307692],1
v1,1,0.000169,14.144877,[53 96] ; [39 22],[65.27619048 83.72380952] ; [26.72380952 34.27619048],1
p1,1,0.002314,9.282147,[  7 142] ; [11 52],[ 12.6509434 136.3490566] ; [ 5.3490566 57.6509434],0
r2,1,0.013685,6.07838,[116  33] ; [58  5],[122.29245283  26.70754717] ; [51.70754717 11.29245283],0
p5,1,0.015881,5.816043,[ 10 140] ; [11 52],[ 14.78873239 135.21126761] ; [ 6.21126761 56.78873239],0
r4,1,0.025195,5.010424,[104  46] ; [53 10],[110.56338028  39.43661972] ; [46.43661972 16.56338028],0
s8,1,0.028577,4.792918,[ 23 125] ; [18 45],[ 28.75829384 119.24170616] ; [12.24170616 50.75829384],0
p3,1,0.029414,4.743199,[ 50 100] ; [31 32],[57.04225352 92.95774648] ; [23.95774648 39.04225352],0
s4,1,0.030361,4.688762,[ 23 126] ; [ 3 60],[ 18.27358491 130.72641509] ; [ 7.72641509 55.27358491],0
a3,1,0.070351,3.274802,[72 77] ; [39 24],[78.01415094 70.98584906] ; [32.98584906 30.01415094],0
d4,1,0.086275,2.942546,[76 74] ; [40 23],[81.69014085 68.30985915] ; [34.30985915 28.69014085],0
s7,1,0.10274,2.662484,[ 32 112] ; [19 38],[ 36.53731343 107.46268657] ; [14.46268657 42.53731343],0
a7,1,0.127117,2.327369,[90 59] ; [45 18],[94.88207547 54.11792453] ; [40.11792453 22.88207547],0
n4,1,0.135689,2.226179,[91 59] ; [45 18],[95.77464789 54.22535211] ; [40.22535211 22.77464789],0
p7,1,0.136544,2.216481,[68 80] ; [36 27],[72.9478673 75.0521327] ; [31.0521327 31.9478673],0
s2,1,0.138486,2.194707,[ 15 133] ; [11 52],[ 18.23696682 129.76303318] ; [ 7.76303318 55.23696682],0
r1,1,0.148379,2.088838,[89 61] ; [44 19],[93.66197183 56.33802817] ; [39.33802817 23.66197183],0
p12,1,0.150492,2.067258,[  5 144] ; [ 5 58],[  7.02830189 141.97169811] ; [ 2.97169811 60.02830189],0
p2,1,0.15571,2.015401,[112  38] ; [41 22],[107.74647887  42.25352113] ; [45.25352113 17.74647887],0
b4,1,0.157386,1.999167,[77 73] ; [39 24],[81.69014085 68.30985915] ; [34.30985915 28.69014085],0
d3,1,0.247495,1.337388,[51 97] ; [27 36],[54.71090047 93.28909953] ; [23.28909953 39.71090047],0
u2,1,0.25747,1.282309,[37 41] ; [14  9],[39.38613861 38.61386139] ; [11.61386139 11.38613861],0
p10,1,0.282933,1.152948,[98 49] ; [46 16],[101.28229665  45.71770335] ; [42.71770335 19.28229665],0
p4,1,0.28616,1.137598,[63 87] ; [31 31],[66.50943396 83.49056604] ; [27.49056604 34.50943396],0
s5,1,0.289665,1.121177,[ 26 120] ; [15 47],[ 28.77884615 117.22115385] ; [12.22115385 49.77884615],0
s6,1,0.31297,1.018099,[55 91] ; [28 34],[58.25961538 87.74038462] ; [24.74038462 37.25961538],0
n5,1,0.331558,0.942804,[98 50] ; [46 17],[101.00473934  46.99526066] ; [42.99526066 20.00473934],0
n6,1,0.339874,0.910905,[109  40] ; [50 13],[111.75  37.25] ; [47.25 15.75],0
b3,1,0.349857,0.873977,[29 53] ; [16 20],[31.27118644 50.72881356] ; [13.72881356 22.27118644],0
b2,1,0.349857,0.873977,[29 53] ; [16 20],[31.27118644 50.72881356] ; [13.72881356 22.27118644],0
v4,1,0.355788,0.852705,[126  24] ; [56  7],[128.16901408  21.83098592] ; [53.83098592  9.16901408],0
u1,1,0.482115,0.494076,[  5 145] ; [ 1 62],[  4.22535211 145.77464789] ; [ 1.77464789 61.22535211],0
a8,1,0.49101,0.474312,[ 16 124] ; [ 5 56],[ 14.62686567 125.37313433] ; [ 6.37313433 54.62686567],0
