Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,132.298076,[213  88] ; [ 66 218],[143.55384615 157.44615385] ; [135.44615385 148.55384615],1
s2,1,0.0,126.23116,[226  76] ; [ 80 202],[158.23972603 143.76027397] ; [147.76027397 134.23972603],1
s3,1,0.0,90.900978,[228  72] ; [103 177],[171.20689655 128.79310345] ; [159.79310345 120.20689655],1
s6,1,0.0,72.968363,[260  40] ; [152 127],[213.47150259  86.52849741] ; [198.52849741  80.47150259],1
a3,1,0.0,29.266957,[257  44] ; [189  96],[229.0887372  71.9112628] ; [216.9112628  68.0887372],1
s5,1,0.0,27.934903,[136 156] ; [ 70 207],[105.71528998 186.28471002] ; [100.28471002 176.71528998],1
n4,1,2e-06,22.756876,[264  38] ; [204  81],[240.77683135  61.22316865] ; [227.22316865  57.77683135],1
u1,1,8e-06,19.859087,[ 94 209] ; [ 44 241],[ 71.1122449 231.8877551] ; [ 66.8877551 218.1122449],1
p6,1,2e-05,18.182103,[134 166] ; [ 77 202],[109.32642487 190.67357513] ; [101.67357513 177.32642487],1
p5,1,5.9e-05,16.149371,[ 50 250] ; [ 17 265],[ 34.53608247 265.46391753] ; [ 32.46391753 249.53608247],1
p3,1,0.000235,13.525162,[174 128] ; [120 163],[151.77435897 150.22564103] ; [142.22564103 140.77435897],1
n6,1,0.000273,13.248392,[270  30] ; [224  59],[254.20240137  45.79759863] ; [239.79759863  43.20240137],1
p4,1,0.00032,12.950542,[209  93] ; [155 128],[187.91111111 114.08888889] ; [176.08888889 106.91111111],1
d2,1,0.000361,12.723166,[190 113] ; [136 147],[168.56313993 134.43686007] ; [157.43686007 125.56313993],1
n5,1,0.000466,12.248853,[246  54] ; [197  86],[227.95883362  72.04116638] ; [215.04116638  67.95883362],1
v3,1,0.000489,12.155334,[138 153] ; [ 89 181],[117.7486631 173.2513369] ; [109.2513369 160.7486631],1
p9,1,0.000899,11.025796,[268  32] ; [223  58],[253.52839931  46.47160069] ; [237.47160069  43.52839931],1
p10,1,0.00324,8.6669,[261  40] ; [219  64],[247.39726027  53.60273973] ; [232.60273973  50.39726027],0
a2,1,0.003903,8.32834,[104 199] ; [ 67 218],[ 88.11734694 214.88265306] ; [ 82.88265306 202.11734694],0
p12,1,0.004459,8.086893,[ 33 268] ; [ 13 269],[ 23.74957118 277.25042882] ; [ 22.25042882 259.74957118],0
a4,1,0.004624,8.020887,[172 130] ; [129 156],[154.85860307 147.14139693] ; [146.14139693 138.85860307],0
u4,1,0.00581,7.608291,[ 13 290] ; [  2 283],[  7.72959184 295.27040816] ; [  7.27040816 277.72959184],0
a8,1,0.009605,6.706701,[ 50 217] ; [ 28 233],[ 39.44318182 227.55681818] ; [ 38.55681818 222.44318182],0
s4,1,0.012031,6.306353,[ 60 241] ; [ 34 244],[ 48.86701209 252.13298791] ; [ 45.13298791 232.86701209],0
a1,1,0.012355,6.25925,[ 19 284] ; [  6 279],[ 12.88265306 290.11734694] ; [ 12.11734694 272.88265306],0
p7,1,0.017773,5.618429,[205  86] ; [169 108],[191.60915493  99.39084507] ; [182.39084507  94.60915493],0
d1,1,0.033771,4.50624,[232  71] ; [196  89],[220.55102041  82.44897959] ; [207.44897959  77.55102041],0
a7,1,0.042932,4.098072,[218  85] ; [224  59],[228.54266212  74.45733788] ; [213.45733788  69.54266212],0
n1,1,0.066748,3.361231,[28 32] ; [21 47],[22.96875 37.03125] ; [26.03125 41.96875],0
a5,1,0.070411,3.273415,[250  53] ; [218  67],[241.16326531  61.83673469] ; [226.83673469  58.16326531],0
b2,1,0.070654,3.267763,[ 87 126] ; [ 48 104],[ 78.78082192 134.21917808] ; [56.21917808 95.78082192],0
b3,1,0.070654,3.267763,[ 87 126] ; [ 48 104],[ 78.78082192 134.21917808] ; [56.21917808 95.78082192],0
s1,1,0.074639,3.177932,[ 13 286] ; [  5 276],[  9.27931034 289.72068966] ; [  8.72068966 272.27931034],0
d3,1,0.076951,3.128157,[239  64] ; [207  78],[229.82653061  73.17346939] ; [216.17346939  68.82653061],0
v4,1,0.078042,3.10522,[295   6] ; [271  13],[291.22393162   9.77606838] ; [274.77606838   9.22393162],0
v2,1,0.080846,3.04782,[189 106] ; [153 116],[178.88297872 116.11702128] ; [163.11702128 105.88297872],0
v1,1,0.093228,2.81774,[175 121] ; [145 133],[165.0174216 130.9825784] ; [154.9825784 123.0174216],0
r3,1,0.118199,2.441025,[295   6] ; [272  12],[291.73846154   9.26153846] ; [275.26153846   8.73846154],0
u2,1,0.223952,1.478869,[28 16] ; [50 45],[24.69064748 19.30935252] ; [53.30935252 41.69064748],0
a6,1,0.237568,1.394967,[207  95] ; [208  77],[213.50936968  88.49063032] ; [201.49063032  83.50936968],0
r4,1,0.250754,1.319101,[292  11] ; [269  16],[289.08673469  13.91326531] ; [271.91326531  13.08673469],0
b1,1,0.251886,1.312814,[118 185] ; [ 98 187],[111.30612245 191.69387755] ; [104.69387755 180.30612245],0
n2,1,0.257381,1.282789,[46 14] ; [46 22],[43.125 16.875] ; [48.875 19.125],0
p1,1,0.282585,1.154614,[ 25 276] ; [ 17 266],[ 21.64726027 279.35273973] ; [ 20.35273973 262.64726027],0
b4,1,0.28816,1.128198,[173 130] ; [175 110],[179.32653061 123.67346939] ; [168.67346939 116.32653061],0
p8,1,0.318344,0.995739,[164 133] ; [143 137],[158.02253033 138.97746967] ; [148.97746967 131.02253033],0
b5,1,0.320009,0.988909,[176 127] ; [177 108],[181.90306122 121.09693878] ; [171.09693878 113.90306122],0
u3,1,0.32399,0.972772,[32 14] ; [58 37],[29.36170213 16.63829787] ; [60.63829787 34.36170213],0
d4,1,0.411485,0.674507,[278  25] ; [255  29],[275.12606474  27.87393526] ; [257.87393526  26.12606474],0
n3,1,0.488357,0.480144,[41 18] ; [51 17],[42.74015748 16.25984252] ; [49.25984252 18.74015748],0
r2,1,0.691613,0.157345,[294   7] ; [273   8],[293.24226804   7.75773196] ; [273.75773196   7.24226804],0
p11,1,0.775616,0.081246,[240  63] ; [223  62],[238.58673469  64.41326531] ; [224.41326531  60.58673469],0
p2,1,0.991659,0.000109,[258  44] ; [241  41],[258.04452055  43.95547945] ; [240.95547945  41.04452055],0
