Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.363188,[ 2 15] ; [60 15],[11.45652174  5.54347826] ; [50.54347826 24.45652174],1
r2,1,5.2e-05,16.387537,[9 8] ; [69  6],[14.41304348  2.58695652] ; [63.58695652 11.41304348],1
v2,1,0.002102,9.457968,[ 1 16] ; [32 37],[ 6.52325581 10.47674419] ; [26.47674419 42.52325581],0
s2,1,0.004653,8.009551,[ 2 15] ; [37 38],[7.20652174 9.79347826] ; [31.79347826 43.20652174],0
d2,1,0.004653,8.009551,[ 2 15] ; [37 38],[7.20652174 9.79347826] ; [31.79347826 43.20652174],0
d5,1,0.00584,7.599033,[8 9] ; [59 15],[12.51648352  4.48351648] ; [54.48351648 19.51648352],0
s3,1,0.007752,7.089831,[ 3 14] ; [40 35],[7.94565217 9.05434783] ; [35.05434783 39.94565217],0
s6,1,0.011535,6.380947,[ 4 13] ; [42 31],[8.68888889 8.31111111] ; [37.31111111 35.68888889],0
n5,1,0.014538,5.971666,[8 9] ; [14 60],[ 4.10989011 12.89010989] ; [17.89010989 56.10989011],0
v4,1,0.02834,4.807285,[12  5] ; [67  7],[14.75824176  2.24175824] ; [64.24175824  9.75824176],0
d1,1,0.033646,4.512595,[ 4 13] ; [39 36],[7.94565217 9.05434783] ; [35.05434783 39.94565217],0
s5,1,0.042702,4.107153,[ 1 16] ; [21 50],[ 4.25 12.75] ; [17.75 53.25],0
b1,1,0.060061,3.535686,[12  5] ; [34 41],[8.5 8.5] ; [37.5 37.5],0
b5,1,0.062979,3.457157,[8 9] ; [53 22],[11.27173913  5.72826087] ; [49.72826087 25.27173913],0
a6,1,0.064252,3.424086,[ 6 11] ; [45 30],[9.42391304 7.57608696] ; [41.57608696 33.42391304],0
a7,1,0.106585,2.604134,[9 8] ; [54 20],[11.76923077  5.23076923] ; [51.23076923 22.76923077],0
s1,1,0.146859,2.104575,[ 3 14] ; [ 5 70],[ 1.47826087 15.52173913] ; [ 6.52173913 68.47826087],0
a5,1,0.149101,2.081427,[ 6 11] ; [41 34],[8.68478261 8.31521739] ; [38.31521739 36.68478261],0
p6,1,0.154332,2.028905,[ 1 16] ; [15 58],[ 3.02222222 13.97777778] ; [12.97777778 60.02222222],0
p9,1,0.15526,2.019798,[ 6 10] ; [40 30],[8.55813953 7.44186047] ; [37.44186047 32.55813953],0
r1,1,0.161132,1.963571,[8 9] ; [49 26],[10.5326087  6.4673913] ; [46.4673913 28.5326087],0
n6,1,0.162984,1.946321,[ 6 11] ; [40 34],[8.59340659 8.40659341] ; [37.40659341 36.59340659],0
a2,1,0.16557,1.922601,[ 1 16] ; [15 60],[ 2.95652174 14.04347826] ; [13.04347826 61.95652174],0
a3,1,0.180303,1.795129,[12  5] ; [39 35],[9.52747253 7.47252747] ; [41.47252747 32.52747253],0
s8,1,0.18504,1.756675,[ 2 15] ; [20 54],[ 4.10989011 12.89010989] ; [17.89010989 56.10989011],0
p2,1,0.245227,1.350291,[ 7 10] ; [42 32],[9.15384615 7.84615385] ; [39.84615385 34.15384615],0
p3,1,0.256166,1.28936,[ 3 14] ; [23 50],[ 4.91111111 12.08888889] ; [21.08888889 51.91111111],0
a4,1,0.280611,1.164131,[ 4 13] ; [28 47],[ 5.91304348 11.08695652] ; [26.08695652 48.91304348],0
p4,1,0.295116,1.096134,[ 5 12] ; [32 42],[ 6.91208791 10.08791209] ; [30.08791209 43.91208791],0
u3,1,0.305982,1.047938,[4 1] ; [19 15],[2.94871795 2.05128205] ; [20.05128205 13.94871795],0
s4,1,0.328098,0.956391,[ 3 14] ; [22 53],[ 4.61956522 12.38043478] ; [20.38043478 54.61956522],0
d3,1,0.44294,0.588654,[9 8] ; [46 27],[10.38888889  6.61111111] ; [44.61111111 28.38888889],0
s7,1,0.461016,0.543427,[ 3 12] ; [20 48],[ 4.15662651 10.84337349] ; [18.84337349 49.15662651],0
d4,1,0.491793,0.472602,[12  5] ; [58 16],[13.07692308  3.92307692] ; [56.92307692 17.07692308],0
u2,1,0.588815,0.292198,[2 3] ; [18 16],[2.56410256 2.43589744] ; [17.43589744 16.56410256],0
n3,1,0.591774,0.287582,[6 5] ; [21 12],[6.75 4.25] ; [20.25 12.75],0
p7,1,0.617488,0.249414,[ 6 11] ; [31 43],[ 6.91208791 10.08791209] ; [30.08791209 43.91208791],0
p1,1,0.638578,0.220606,[ 1 16] ; [ 7 67],[ 1.49450549 15.50549451] ; [ 6.50549451 67.49450549],0
n1,1,0.677856,0.172549,[3 8] ; [ 7 26],[2.5 8.5] ; [ 7.5 25.5],0
a1,1,0.731132,0.118075,[ 1 16] ; [ 3 72],[ 0.73913043 16.26086957] ; [ 3.26086957 71.73913043],0
p8,1,0.732373,0.116944,[ 5 11] ; [20 54],[ 4.44444444 11.55555556] ; [20.55555556 53.44444444],0
b4,1,0.741526,0.10879,[9 8] ; [43 32],[9.60869565 7.39130435] ; [42.39130435 32.60869565],0
b3,1,0.842924,0.039265,[2 5] ; [ 9 27],[1.79069767 5.20930233] ; [ 9.20930233 26.79069767],0
b2,1,0.842924,0.039265,[2 5] ; [ 9 27],[1.79069767 5.20930233] ; [ 9.20930233 26.79069767],0
v3,1,0.952879,0.003492,[ 4 13] ; [16 54],[ 3.90804598 13.09195402] ; [16.09195402 53.90804598],0
p10,1,0.965656,0.001854,[8 9] ; [33 38],[7.92045455 9.07954545] ; [33.07954545 37.92045455],0
v1,1,0.980052,0.000625,[ 6 11] ; [26 47],[ 6.04444444 10.95555556] ; [25.95555556 47.04444444],0
n2,1,1.0,0.0,[6 5] ; [18 15],[6. 5.] ; [18. 15.],0
