Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,2.4e-05,17.840211,[12 20] ; [79 23],[21.73134328 10.26865672] ; [69.26865672 32.73134328],1
r4,1,0.000269,13.273653,[24  8] ; [98  4],[29.13432836  2.86567164] ; [92.86567164  9.13432836],1
v1,1,0.000394,12.559944,[10 22] ; [68 34],[18.62686567 13.37313433] ; [59.37313433 42.62686567],1
p7,1,0.004439,8.094701,[21 10] ; [90 11],[26.06818182  4.93181818] ; [84.93181818 16.06818182],0
n4,1,0.015432,5.866482,[22 10] ; [89 13],[26.50746269  5.49253731] ; [84.49253731 17.50746269],0
p9,1,0.017464,5.649139,[23  9] ; [90 11],[27.18796992  4.81203008] ; [85.81203008 15.18796992],0
p3,1,0.020288,5.386922,[14 18] ; [68 34],[19.58208955 12.41791045] ; [62.41791045 39.58208955],0
a2,1,0.024658,5.047771,[ 2 30] ; [25 77],[ 6.44776119 25.55223881] ; [20.55223881 81.44776119],0
u1,1,0.025238,5.007506,[ 1 31] ; [20 82],[ 5.01492537 26.98507463] ; [15.98507463 86.01492537],0
p10,1,0.028281,4.81087,[20 11] ; [83 17],[24.3740458  6.6259542] ; [78.6259542 21.3740458],0
n6,1,0.044297,4.045192,[24  8] ; [91 11],[27.46268657  4.53731343] ; [87.53731343 14.46268657],0
d1,1,0.056971,3.623434,[13 19] ; [61 41],[17.67164179 14.32835821] ; [56.32835821 45.67164179],0
r2,1,0.067947,3.331925,[27  4] ; [97  4],[29.12121212  1.87878788] ; [94.87878788  6.12121212],0
p2,1,0.078435,3.09703,[26  6] ; [94  8],[28.65671642  3.34328358] ; [91.34328358 10.65671642],0
u3,1,0.081872,3.02735,[4 9] ; [19 13],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
d4,1,0.08393,2.9871,[21 11] ; [82 20],[24.59701493  7.40298507] ; [78.40298507 23.59701493],0
d3,1,0.128009,2.316479,[17 14] ; [71 31],[20.5112782 10.4887218] ; [67.4887218 34.5112782],0
p4,1,0.130331,2.288557,[22 10] ; [83 19],[25.07462687  6.92537313] ; [79.92537313 22.07462687],0
n3,1,0.143414,2.140938,[12  1] ; [15  6],[10.32352941  2.67647059] ; [16.67647059  4.32352941],0
s8,1,0.16034,1.971012,[ 8 24] ; [39 62],[11.30827068 20.69172932] ; [35.69172932 65.30827068],0
a3,1,0.173715,1.850589,[18 14] ; [70 31],[21.17293233 10.82706767] ; [66.82706767 34.17293233],0
v2,1,0.179963,1.797933,[14 17] ; [60 42],[17.2481203 13.7518797] ; [56.7518797 45.2481203],0
n1,1,0.185099,1.756198,[6 6] ; [ 6 16],[4.23529412 7.76470588] ; [ 7.76470588 14.23529412],0
d5,1,0.197319,1.662108,[23  9] ; [84 18],[25.55223881  6.44776119] ; [81.44776119 20.55223881],0
s4,1,0.204108,1.612735,[ 2 30] ; [15 86],[ 4.09022556 27.90977444] ; [12.90977444 88.09022556],0
v4,1,0.226427,1.463164,[29  3] ; [98  4],[30.32835821  1.67164179] ; [96.67164179  5.32835821],0
a4,1,0.265865,1.237959,[11 21] ; [46 55],[13.71428571 18.28571429] ; [43.28571429 57.71428571],0
s5,1,0.281201,1.161275,[ 5 26] ; [25 73],[ 7.20930233 23.79069767] ; [22.79069767 75.20930233],0
p8,1,0.308774,1.035913,[20 12] ; [72 28],[22.3030303  9.6969697] ; [69.6969697 30.3030303],0
r3,1,0.388891,0.742408,[30  2] ; [99  3],[30.80597015  1.19402985] ; [98.19402985  3.80597015],0
s6,1,0.412657,0.671133,[14 17] ; [52 45],[15.984375 15.015625] ; [50.015625 46.984375],0
a6,1,0.450772,0.568711,[19 13] ; [68 34],[20.7761194 11.2238806] ; [66.2238806 35.7761194],0
a7,1,0.45187,0.565957,[21 11] ; [74 28],[22.68656716  9.31343284] ; [72.31343284 29.68656716],0
s7,1,0.462559,0.539695,[ 9 20] ; [37 59],[10.672 18.328] ; [35.328 60.672],0
b3,1,0.471559,0.51832,[9 9] ; [28 41],[ 7.65517241 10.34482759] ; [29.34482759 39.65517241],0
b2,1,0.471559,0.51832,[9 9] ; [28 41],[ 7.65517241 10.34482759] ; [29.34482759 39.65517241],0
d2,1,0.523713,0.406575,[13 19] ; [48 54],[14.56716418 17.43283582] ; [46.43283582 55.56716418],0
p5,1,0.658989,0.194754,[ 4 28] ; [16 86],[ 4.7761194 27.2238806] ; [15.2238806 86.7761194],0
v3,1,0.661927,0.191191,[12 19] ; [44 58],[13.05263158 17.94736842] ; [42.94736842 59.05263158],0
a1,1,0.671524,0.179825,[ 1 31] ; [ 5 97],[ 1.43283582 30.56716418] ; [ 4.56716418 97.43283582],0
b1,1,0.721416,0.12714,[14 18] ; [41 61],[13.13432836 18.86567164] ; [41.86567164 60.13432836],0
a8,1,0.767029,0.087772,[ 3 28] ; [10 76],[ 3.44444444 27.55555556] ; [ 9.55555556 76.44444444],0
b4,1,0.767903,0.087095,[21 11] ; [64 38],[20.29850746 11.70149254] ; [64.70149254 37.29850746],0
s3,1,0.795063,0.067466,[ 8 24] ; [23 78],[ 7.45864662 24.54135338] ; [23.54135338 77.45864662],0
b5,1,0.796775,0.066318,[18 14] ; [60 42],[18.62686567 13.37313433] ; [59.37313433 42.62686567],0
u2,1,0.845211,0.038116,[7 7] ; [17 15],[7.30434783 6.69565217] ; [16.69565217 15.30434783],0
p1,1,0.85922,0.031459,[ 4 28] ; [14 88],[ 4.29850746 27.70149254] ; [13.70149254 88.29850746],0
p12,1,0.883524,0.021463,[ 2 30] ; [ 7 93],[ 2.18181818 29.81818182] ; [ 6.81818182 93.18181818],0
