Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,40.450214,[34 88] ; [166  99],[63.04909561 58.95090439] ; [136.95090439 128.04909561],1
p8,1,0.571017,0.320983,[74 49] ; [168  98],[76.51928021 46.48071979] ; [165.48071979 100.51928021],0
s1,1,0.574705,0.314874,[  5 117] ; [  8 259],[  4.07712082 117.92287918] ; [  8.92287918 258.07712082],0
s8,1,0.612062,0.257183,[63 61] ; [143 124],[65.32992327 58.67007673] ; [140.67007673 126.32992327],0
n2,1,0.656043,0.198366,[22  5] ; [30  9],[21.27272727  5.72727273] ; [30.72727273  8.27272727],0
n3,1,0.69406,0.154725,[17  9] ; [28 12],[17.72727273  8.27272727] ; [27.27272727 12.72727273],0
a7,1,0.703768,0.144582,[89 35] ; [198  71],[90.55470738 33.44529262] ; [196.44529262  72.55470738],0
r2,1,0.751393,0.100364,[118   6] ; [255  11],[118.59487179   5.40512821] ; [254.40512821  11.59487179],0
b5,1,0.787228,0.072852,[78 46] ; [166 104],[76.79187817 47.20812183] ; [167.20812183 102.79187817],0
s6,1,0.805293,0.060764,[89 32] ; [191  73],[88. 33.] ; [192.  72.],0
p5,1,0.811718,0.056744,[ 19 102] ; [ 45 225],[ 19.8056266 101.1943734] ; [ 44.1943734 225.8056266],0
a1,1,0.83944,0.041051,[  8 116] ; [ 16 254],[  7.55329949 116.44670051] ; [ 16.44670051 253.55329949],0
b3,1,0.917358,0.010767,[35 48] ; [72 96],[35.38247012 47.61752988] ; [71.61752988 96.38247012],0
b2,1,0.917358,0.010767,[35 48] ; [72 96],[35.38247012 47.61752988] ; [71.61752988 96.38247012],0
s2,1,0.965809,0.001837,[68 54] ; [150 118],[68.19487179 53.80512821] ; [149.80512821 118.19487179],0
p1,1,0.981979,0.00051,[ 13 111] ; [ 28 241],[ 12.93638677 111.06361323] ; [ 28.06361323 240.93638677],0
