Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,53.796574,[198  43] ; [20 38],[175.71237458  65.28762542] ; [42.28762542 15.71237458],1
s6,1,1e-05,19.559403,[172  60] ; [26 33],[157.8556701  74.1443299] ; [40.1443299 18.8556701],1
p10,1,1.6e-05,18.639534,[188  51] ; [30 29],[174.83892617  64.16107383] ; [43.16107383 15.83892617],1
p4,1,4.1e-05,16.830666,[150  90] ; [19 39],[136.10738255 103.89261745] ; [32.89261745 25.10738255],1
n4,1,5.5e-05,16.270776,[198  43] ; [34 25],[186.37333333  54.62666667] ; [45.62666667 13.37333333],1
r4,1,9.2e-05,15.29624,[231  10] ; [48 11],[224.13  16.87] ; [54.87  4.13],1
p9,1,9.5e-05,15.234574,[192  47] ; [33 26],[180.45302013  58.54697987] ; [44.54697987 14.45302013],1
s7,1,0.000535,11.99055,[119 112] ; [13 39],[107.74558304 123.25441696] ; [24.25441696 27.74558304],1
p11,1,0.000559,11.90736,[188  53] ; [33 26],[177.53666667  63.46333333] ; [43.46333333 15.53666667],1
v4,1,0.001463,10.12516,[233   8] ; [50  8],[228.10367893  12.89632107] ; [54.89632107  3.10367893],0
p6,1,0.002729,8.980531,[ 96 144] ; [11 47],[ 86.17449664 153.82550336] ; [20.82550336 37.17449664],0
r3,1,0.004872,7.926354,[226  14] ; [49 10],[220.73578595  19.26421405] ; [54.26421405  4.73578595],0
d1,1,0.00569,7.645974,[146  95] ; [24 35],[136.56666667 104.43333333] ; [33.43333333 25.56666667],0
d5,1,0.007194,7.223935,[196  44] ; [38 20],[188.45637584  51.54362416] ; [45.54362416 12.45637584],0
p5,1,0.007251,7.209791,[ 34 204] ; [ 1 58],[ 28.04713805 209.95286195] ; [ 6.95286195 52.04713805],0
p8,1,0.008116,7.007638,[127 112] ; [20 39],[117.89597315 121.10402685] ; [29.10402685 29.89597315],0
p2,1,0.012042,6.304673,[198  42] ; [40 19],[191.0367893  48.9632107] ; [46.9632107 12.0367893],0
p3,1,0.020101,5.403073,[113 126] ; [18 41],[105.06375839 133.93624161] ; [25.93624161 33.06375839],0
s2,1,0.020238,5.391216,[123 116] ; [20 38],[115.07407407 123.92592593] ; [27.92592593 30.07407407],0
r2,1,0.025957,4.958905,[232   8] ; [53  6],[228.76254181  11.23745819] ; [56.23745819  2.76254181],0
s8,1,0.025961,4.958616,[107 132] ; [17 42],[ 99.44966443 139.55033557] ; [24.55033557 34.44966443],0
s5,1,0.029429,4.742357,[ 86 148] ; [12 44],[ 79.07586207 154.92413793] ; [18.92413793 37.07586207],0
p7,1,0.032791,4.556639,[147  90] ; [26 30],[139.93515358  97.06484642] ; [33.06484642 22.93515358],0
u1,1,0.068474,3.319225,[ 44 197] ; [ 5 54],[ 39.36333333 201.63666667] ; [ 9.63666667 49.36333333],0
s1,1,0.072256,3.231003,[ 13 225] ; [ 7 51],[ 16.08108108 221.91891892] ; [ 3.91891892 54.08108108],0
a5,1,0.09297,2.82218,[174  67] ; [36 23],[168.7  72.3] ; [41.3 17.7],0
p1,1,0.097079,2.752881,[ 25 215] ; [ 2 56],[ 21.74496644 218.25503356] ; [ 5.25503356 52.74496644],0
d2,1,0.130637,2.284913,[118 123] ; [22 36],[112.84280936 128.15719064] ; [27.15719064 30.84280936],0
n3,1,0.131161,2.278709,[43 18] ; [11 10],[40.17073171 20.82926829] ; [13.82926829  7.17073171],0
b3,1,0.135087,2.233045,[55 92] ; [ 9 28],[51.13043478 95.86956522] ; [12.86956522 24.13043478],0
b2,1,0.135087,2.233045,[55 92] ; [ 9 28],[51.13043478 95.86956522] ; [12.86956522 24.13043478],0
n1,1,0.157744,1.995723,[29 32] ; [ 7 16],[26.14285714 34.85714286] ; [ 9.85714286 13.14285714],0
v3,1,0.159217,1.981646,[ 51 187] ; [ 7 47],[ 47.2739726 190.7260274] ; [10.7260274 43.2739726],0
v1,1,0.222969,1.485159,[103 135] ; [20 38],[ 98.89864865 139.10135135] ; [24.10135135 33.89864865],0
b1,1,0.236833,1.399346,[106 135] ; [31 28],[110.05666667 130.94333333] ; [26.94333333 32.05666667],0
u2,1,0.239535,1.383331,[40 34] ; [15  7],[42.39583333 31.60416667] ; [12.60416667  9.39583333],0
d4,1,0.31633,1.004062,[196  44] ; [44 14],[193.2885906  46.7114094] ; [46.7114094 11.2885906],0
b5,1,0.376081,0.783475,[140 101] ; [38 21],[142.99333333  98.00666667] ; [35.00666667 23.99333333],0
d3,1,0.383579,0.759199,[168  73] ; [37 21],[165.23411371  75.76588629] ; [39.76588629 18.23411371],0
a1,1,0.403066,0.699162,[  7 234] ; [ 3 56],[  8.03333333 232.96666667] ; [ 1.96666667 57.03333333],0
a3,1,0.405517,0.691904,[166  73] ; [37 21],[163.35690236  75.64309764] ; [39.64309764 18.35690236],0
n2,1,0.431928,0.617633,[44 19] ; [14  9],[42.48837209 20.51162791] ; [15.51162791  7.48837209],0
a4,1,0.462721,0.539305,[114 125] ; [25 34],[111.47986577 127.52013423] ; [27.52013423 31.47986577],0
b4,1,0.486837,0.48351,[135 106] ; [36 23],[137.37 103.63] ; [33.63 25.37],0
a2,1,0.544036,0.36811,[ 58 183] ; [12 47],[ 56.23333333 184.76666667] ; [13.76666667 45.23333333],0
