Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,32.721742,[16 32] ; [114  32],[32.16494845 15.83505155] ; [97.83505155 48.16494845],1
b5,1,0.000948,10.926161,[18 30] ; [95 52],[27.81538462 20.18461538] ; [85.18461538 61.81538462],1
r2,1,0.002304,9.289804,[41  7] ; [140   4],[45.25  2.75] ; [135.75   8.25],0
d3,1,0.002375,9.234153,[25 23] ; [110  36],[33.40206186 14.59793814] ; [101.59793814  44.40206186],0
d4,1,0.002401,9.214779,[32 16] ; [126  20],[39.09278351  8.90721649] ; [118.90721649  27.09278351],0
a2,1,0.004138,8.222206,[ 4 44] ; [ 42 105],[11.32307692 36.67692308] ; [ 34.67692308 112.32307692],0
n3,1,0.014826,5.937015,[9 8] ; [28  5],[12.58  4.42] ; [24.42  8.58],0
p9,1,0.016337,5.766195,[34 14] ; [124  20],[39.5  8.5] ; [118.5  25.5],0
r1,1,0.023475,5.133015,[32 16] ; [120  26],[37.60824742 10.39175258] ; [114.39175258  31.60824742],0
u1,1,0.046027,3.980595,[ 5 43] ; [ 35 112],[ 9.84615385 38.15384615] ; [ 30.15384615 116.84615385],0
p6,1,0.069102,3.304222,[23 25] ; [49 98],[17.72307692 30.27692308] ; [54.27692308 92.72307692],0
r4,1,0.078317,3.09949,[38 10] ; [131  16],[41.6  6.4] ; [127.4  19.6],0
v4,1,0.103868,2.645129,[43  5] ; [139   6],[45.2642487  2.7357513] ; [136.7357513   8.2642487],0
b4,1,0.104878,2.629753,[23 25] ; [90 57],[27.81538462 20.18461538] ; [85.18461538 61.81538462],0
s8,1,0.104908,2.629295,[29 19] ; [69 78],[24.12307692 23.87692308] ; [73.87692308 73.12307692],0
s7,1,0.106098,2.611401,[34 11] ; [88 53],[29.51612903 15.48387097] ; [92.48387097 48.51612903],0
p3,1,0.114397,2.492397,[27 21] ; [63 83],[22.26804124 25.73195876] ; [67.73195876 78.26804124],0
p10,1,0.131462,2.275151,[35 13] ; [121  25],[38.59793814  9.40206186] ; [117.40206186  28.59793814],0
u3,1,0.137469,2.206068,[7 9] ; [28 15],[9.49152542 6.50847458] ; [25.50847458 17.49152542],0
r3,1,0.164133,1.935734,[44  4] ; [140   5],[45.76165803  2.23834197] ; [138.23834197   6.76165803],0
v2,1,0.203385,1.6179,[17 30] ; [66 75],[20.75 26.25] ; [62.25 78.75],0
b1,1,0.228802,1.448296,[23 25] ; [56 91],[19.44615385 28.55384615] ; [59.55384615 87.44615385],0
p4,1,0.321547,0.982642,[31 17] ; [83 64],[28.06153846 19.93846154] ; [85.93846154 61.06153846],0
d1,1,0.343067,0.898935,[25 23] ; [88 59],[27.81538462 20.18461538] ; [85.18461538 61.81538462],0
p2,1,0.350519,0.871576,[38 10] ; [124  22],[40.08247423  7.91752577] ; [121.91752577  24.08247423],0
s3,1,0.367579,0.811832,[40  8] ; [129  17],[41.81443299  6.18556701] ; [127.18556701  18.81443299],0
u4,1,0.402209,0.701712,[ 1 47] ; [  1 146],[ 0.49230769 47.50769231] ; [  1.50769231 145.49230769],0
