Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.019267,5.477139,[18 17] ; [10  1],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
v3,1,0.022295,5.222646,[ 3 33] ; [4 7],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
s7,1,0.047182,3.938874,[ 4 29] ; [4 6],[ 6.13953488 26.86046512] ; [1.86046512 8.13953488],0
d2,1,0.07417,3.188243,[17 18] ; [2 9],[14.45652174 20.54347826] ; [4.54347826 6.45652174],0
s3,1,0.077777,3.110761,[13 22] ; [ 1 10],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
d1,1,0.086345,2.941225,[13 23] ; [ 1 10],[10.72340426 25.27659574] ; [3.27659574 7.72340426],0
p2,1,0.114632,2.489177,[10 25] ; [6 5],[12.17391304 22.82608696] ; [3.82608696 7.17391304],0
p10,1,0.147271,2.100292,[11 25] ; [6 5],[13.0212766 22.9787234] ; [3.9787234 7.0212766],0
n3,1,0.148795,2.084559,[ 6 11] ; [3 1],[7.28571429 9.71428571] ; [1.71428571 2.28571429],0
p11,1,0.155978,2.01279,[15 21] ; [2 9],[13.0212766 22.9787234] ; [3.9787234 7.0212766],0
s4,1,0.187619,1.736219,[ 4 32] ; [3 8],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
s1,1,0.187619,1.736219,[ 4 32] ; [3 8],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
b1,1,0.241518,1.371712,[19 17] ; [8 3],[20.68085106 15.31914894] ; [6.31914894 4.68085106],0
r2,1,0.33904,0.914058,[16 18] ; [7 4],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
p3,1,0.34651,0.886195,[ 8 28] ; [4 7],[ 9.19148936 26.80851064] ; [2.80851064 8.19148936],0
d3,1,0.358006,0.844875,[14 22] ; [6 5],[15.31914894 20.68085106] ; [4.68085106 6.31914894],0
b4,1,0.358006,0.844875,[22 14] ; [5 6],[20.68085106 15.31914894] ; [6.31914894 4.68085106],0
p9,1,0.358006,0.844875,[14 22] ; [6 5],[15.31914894 20.68085106] ; [4.68085106 6.31914894],0
n5,1,0.361418,0.832962,[25 11] ; [6 5],[23.74468085 12.25531915] ; [7.25531915 3.74468085],0
r3,1,0.41183,0.673511,[16 20] ; [3 7],[14.86956522 21.13043478] ; [4.13043478 5.86956522],0
a5,1,0.427628,0.629256,[18 18] ; [7 4],[19.14893617 16.85106383] ; [5.85106383 5.14893617],0
n2,1,0.431923,0.617647,[ 5 12] ; [2 2],[ 5.66666667 11.33333333] ; [1.33333333 2.66666667],0
s2,1,0.43397,0.612174,[ 6 30] ; [3 8],[ 6.89361702 29.10638298] ; [2.10638298 8.89361702],0
r1,1,0.464018,0.536185,[12 24] ; [5 6],[13.0212766 22.9787234] ; [3.9787234 7.0212766],0
a8,1,0.516643,0.420589,[ 6 29] ; [ 1 10],[ 5.32608696 29.67391304] ; [1.67391304 9.32608696],0
n4,1,0.576903,0.311269,[23 13] ; [6 5],[22.21276596 13.78723404] ; [6.78723404 4.21276596],0
d4,1,0.576903,0.311269,[23 13] ; [6 5],[22.21276596 13.78723404] ; [6.78723404 4.21276596],0
p4,1,0.578747,0.308265,[ 7 29] ; [3 8],[ 7.65957447 28.34042553] ; [2.34042553 8.65957447],0
n1,1,0.585804,0.296946,[ 6 11] ; [2 2],[ 6.47619048 10.52380952] ; [1.52380952 2.47619048],0
p8,1,0.609981,0.260202,[ 7 28] ; [3 8],[ 7.60869565 27.39130435] ; [2.39130435 8.60869565],0
a6,1,0.670665,0.180825,[19 17] ; [5 6],[18.38297872 17.61702128] ; [5.61702128 5.38297872],0
s5,1,0.676432,0.174171,[ 5 31] ; [ 1 10],[ 4.59574468 31.40425532] ; [1.40425532 9.59574468],0
a1,1,0.726337,0.122502,[ 5 31] ; [2 9],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
n6,1,0.748428,0.102857,[16 19] ; [4 6],[15.55555556 19.44444444] ; [4.44444444 5.55555556],0
d5,1,0.791827,0.069664,[18 18] ; [5 6],[17.61702128 18.38297872] ; [5.38297872 5.61702128],0
a4,1,0.793866,0.068275,[11 24] ; [3 8],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
p7,1,0.852737,0.034457,[12 24] ; [4 7],[12.25531915 23.74468085] ; [3.74468085 7.25531915],0
s6,1,0.894514,0.017581,[ 7 28] ; [2 9],[ 6.84782609 28.15217391] ; [2.15217391 8.84782609],0
p1,1,0.906841,0.013695,[ 6 30] ; [2 9],[ 6.12765957 29.87234043] ; [1.87234043 9.12765957],0
r4,1,0.906841,0.013695,[ 6 30] ; [2 9],[ 6.12765957 29.87234043] ; [1.87234043 9.12765957],0
b5,1,0.918098,0.010574,[17 19] ; [5 6],[16.85106383 19.14893617] ; [5.14893617 5.85106383],0
a2,1,0.937187,0.00621,[ 3 33] ; [ 1 10],[ 3.06382979 32.93617021] ; [ 0.93617021 10.06382979],0
a7,1,0.952972,0.003478,[16 20] ; [5 6],[16.08510638 19.91489362] ; [4.91489362 6.08510638],0
b2,1,0.955212,0.003154,[10 14] ; [3 4],[10.06451613 13.93548387] ; [2.93548387 4.06451613],0
b3,1,0.955212,0.003154,[10 14] ; [3 4],[10.06451613 13.93548387] ; [2.93548387 4.06451613],0
