Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,21.013782,[17 35] ; [72 29],[30.24836601 21.75163399] ; [58.75163399 42.24836601],1
d5,1,1e-05,19.564374,[25 27] ; [84 18],[36.80519481 15.19480519] ; [72.19480519 29.80519481],1
a6,1,1e-05,19.455724,[18 34] ; [73 29],[30.72727273 21.27272727] ; [60.27272727 41.72727273],1
r4,1,0.000247,13.431529,[24 28] ; [78 25],[34.21935484 17.78064516] ; [67.78064516 35.21935484],1
r1,1,0.000271,13.258972,[25 27] ; [78 23],[35.00653595 16.99346405] ; [67.99346405 33.00653595],1
s6,1,0.000411,12.480699,[14 35] ; [61 42],[24.17763158 24.82236842] ; [50.82236842 52.17763158],1
a5,1,0.000634,11.672872,[21 31] ; [71 32],[30.86451613 21.13548387] ; [61.13548387 41.86451613],1
r3,1,0.001244,10.42406,[31 21] ; [85 17],[39.16883117 12.83116883] ; [76.83116883 25.16883117],0
r2,1,0.002515,9.129868,[37 13] ; [93  8],[43.04635762  6.95364238] ; [86.95364238 14.04635762],0
a2,1,0.003299,8.634525,[ 4 48] ; [29 74],[11.07096774 40.92903226] ; [21.92903226 81.07096774],0
d4,1,0.008421,6.941667,[29 22] ; [79 23],[36. 15.] ; [72. 30.],0
d1,1,0.010237,6.593265,[15 37] ; [52 51],[22.47741935 29.52258065] ; [44.52258065 58.47741935],0
s2,1,0.018212,5.575678,[14 38] ; [48 55],[20.8 31.2] ; [41.2 61.8],0
b5,1,0.031324,4.635144,[25 27] ; [68 35],[31.2 20.8] ; [61.8 41.2],0
u1,1,0.044355,4.042985,[ 3 49] ; [18 85],[ 7.04516129 44.95483871] ; [13.95483871 89.04516129],0
v4,1,0.054196,3.706659,[37 14] ; [88 15],[41.3961039  9.6038961] ; [83.6038961 19.3961039],0
s3,1,0.063874,3.433831,[18 32] ; [53 49],[23.35526316 26.64473684] ; [47.64473684 54.35526316],0
n5,1,0.073241,3.208858,[37 15] ; [58 45],[31.87096774 20.12903226] ; [63.12903226 39.87096774],0
a3,1,0.083667,2.992196,[27 24] ; [68 33],[31.875 19.125] ; [63.125 37.875],0
n3,1,0.097066,2.753108,[12 15] ; [29 16],[15.375 11.625] ; [25.625 19.375],0
