Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,166.231877,[17 56] ; [302  29],[57.64108911 15.35891089] ; [261.35891089  69.64108911],1
p2,1,0.0,34.906863,[43 31] ; [289  42],[60.6617284 13.3382716] ; [271.3382716  59.6617284],1
r3,1,0.0,33.135536,[55 19] ; [314  16],[67.58910891  6.41089109] ; [301.41089109  28.58910891],1
p11,1,0.0,30.691416,[40 34] ; [278  55],[57.81818182 16.18181818] ; [260.18181818  72.81818182],1
s6,1,0.0,28.014722,[29 45] ; [234  93],[48.53366584 25.46633416] ; [214.46633416 112.53366584],1
v4,1,0.0,25.726764,[55 18] ; [312  19],[66.31435644  6.68564356] ; [300.68564356  30.31435644],1
r4,1,1e-06,25.078343,[49 25] ; [297  36],[62.90909091 11.09090909] ; [283.09090909  49.90909091],1
s8,1,5e-06,20.678226,[11 63] ; [144 189],[28.18181818 45.81818182] ; [126.81818182 206.18181818],1
p4,1,9e-06,19.656218,[26 48] ; [210 122],[43.01477833 30.98522167] ; [192.98522167 139.01477833],1
n6,1,1.5e-05,18.711896,[50 23] ; [293  38],[61.97772277 11.02227723] ; [281.02227723  49.97772277],1
p8,1,0.000114,14.889108,[21 53] ; [175 154],[35.99007444 38.00992556] ; [160.00992556 168.99007444],1
s2,1,0.000367,12.694761,[20 54] ; [165 166],[33.80246914 40.19753086] ; [151.19753086 179.80246914],1
p7,1,0.000521,12.040408,[31 43] ; [208 118],[44.215 29.785] ; [194.785 131.215],1
s7,1,0.000841,11.147483,[20 51] ; [160 160],[32.68542199 38.31457801] ; [147.31457801 172.68542199],1
p3,1,0.000906,11.010756,[21 52] ; [167 166],[33.80295567 39.19704433] ; [154.19704433 178.80295567],1
n3,1,0.001273,10.381363,[11 14] ; [55 15],[17.36842105  7.63157895] ; [48.63157895 21.36842105],0
b1,1,0.002054,9.500366,[41 33] ; [120 213],[29.27272727 44.72727273] ; [131.72727273 201.27272727],0
r2,1,0.002277,9.311809,[61 12] ; [306  19],[67.31407035  5.68592965] ; [299.68592965  25.31407035],0
a3,1,0.002332,9.26781,[40 33] ; [242  90],[50.82962963 22.17037037] ; [231.17037037 100.82962963],0
s5,1,0.002584,9.080283,[12 62] ; [108 208],[22.76923077 51.23076923] ; [ 97.23076923 218.76923077],0
v1,1,0.003514,8.519239,[22 52] ; [156 166],[33.26262626 40.73737374] ; [144.73737374 177.26262626],0
