Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,59.263238,[104  15] ; [ 7 27],[86.33333333 32.66666667] ; [24.66666667  9.33333333],1
p11,1,2.2e-05,18.005984,[97 23] ; [15 19],[87.27272727 32.72727273] ; [24.72727273  9.27272727],1
p2,1,2.2e-05,17.978535,[100  18] ; [17 17],[90.82894737 27.17105263] ; [26.17105263  7.82894737],1
r3,1,0.00279,8.939717,[116   4] ; [28  6],[112.20779221   7.79220779] ; [31.79220779  2.20779221],0
r4,1,0.003382,8.589107,[104  16] ; [22 12],[98.18181818 21.81818182] ; [27.81818182  6.18181818],0
a5,1,0.005079,7.85098,[78 42] ; [13 21],[70.90909091 49.09090909] ; [20.09090909 13.90909091],0
a6,1,0.009462,6.733545,[79 41] ; [14 20],[72.46753247 47.53246753] ; [20.53246753 13.46753247],0
v4,1,0.013769,6.067584,[114   4] ; [29  5],[111.01315789   6.98684211] ; [31.98684211  2.01315789],0
v1,1,0.018249,5.572056,[54 63] ; [ 8 26],[48.0397351 68.9602649] ; [13.9602649 20.0397351],0
d3,1,0.019409,5.464286,[85 34] ; [17 17],[79.33333333 39.66666667] ; [22.66666667 11.33333333],0
p8,1,0.023216,5.152241,[58 62] ; [ 9 25],[52.20779221 67.79220779] ; [14.79220779 19.20779221],0
s3,1,0.023623,5.122105,[57 61] ; [ 9 25],[51.23684211 66.76315789] ; [14.76315789 19.23684211],0
s8,1,0.051186,3.802161,[39 81] ; [ 5 28],[34.50980392 85.49019608] ; [ 9.49019608 23.50980392],0
a7,1,0.054518,3.696768,[90 29] ; [20 14],[85.55555556 33.44444444] ; [24.44444444  9.55555556],0
s1,1,0.060055,3.535874,[  1 119] ; [ 2 32],[  2.33766234 117.66233766] ; [ 0.66233766 33.33766234],0
s2,1,0.066877,3.358052,[54 66] ; [ 9 24],[49.41176471 70.58823529] ; [13.58823529 19.41176471],0
s6,1,0.069173,3.302529,[75 44] ; [15 18],[70.46052632 48.53947368] ; [19.53947368 13.46052632],0
n5,1,0.14398,2.134901,[52 68] ; [10 24],[48.31168831 71.68831169] ; [13.68831169 20.31168831],0
r1,1,0.153519,2.03693,[86 34] ; [20 14],[82.5974026 37.4025974] ; [23.4025974 10.5974026],0
a2,1,0.162695,1.948999,[ 18 102] ; [ 2 32],[ 15.58441558 104.41558442] ; [ 4.41558442 29.58441558],0
p7,1,0.16838,1.897311,[70 46] ; [16 18],[66.50666667 49.49333333] ; [19.49333333 14.50666667],0
d2,1,0.169338,1.888798,[41 79] ; [16 18],[44.41558442 75.58441558] ; [12.58441558 21.41558442],0
v2,1,0.180336,1.79485,[59 56] ; [13 21],[55.5704698 59.4295302] ; [16.4295302 17.5704698],0
b1,1,0.190419,1.714374,[32 88] ; [13 21],[35.06493506 84.93506494] ; [ 9.93506494 24.06493506],0
r2,1,0.202674,1.623,[110   9] ; [29  5],[108.11111111  10.88888889] ; [30.88888889  3.11111111],0
n1,1,0.212166,1.556584,[ 8 35] ; [ 6 12],[ 9.86885246 33.13114754] ; [ 4.13114754 13.86885246],0
p3,1,0.234155,1.415441,[45 75] ; [ 9 25],[42.07792208 77.92207792] ; [11.92207792 22.07792208],0
u2,1,0.260644,1.265332,[23 23] ; [ 5 10],[21.1147541 24.8852459] ; [6.8852459 8.1147541],0
n2,1,0.342013,0.902873,[33 10] ; [11  6],[31.53333333 11.46666667] ; [12.46666667  4.53333333],0
a4,1,0.360129,0.837443,[38 82] ; [ 8 26],[35.84415584 84.15584416] ; [10.15584416 23.84415584],0
v3,1,0.439089,0.598662,[31 83] ; [ 7 27],[29.27027027 84.72972973] ; [ 8.72972973 25.27027027],0
u1,1,0.460974,0.543529,[ 12 108] ; [ 2 32],[ 10.90909091 109.09090909] ; [ 3.09090909 30.90909091],0
b5,1,0.484877,0.487875,[75 45] ; [19 15],[73.24675325 46.75324675] ; [20.75324675 13.24675325],0
s7,1,0.528606,0.39707,[39 79] ; [ 9 24],[37.50993377 80.49006623] ; [10.49006623 22.50993377],0
s5,1,0.53682,0.381465,[40 78] ; [ 9 23],[38.54666667 79.45333333] ; [10.45333333 21.54666667],0
a3,1,0.566187,0.329103,[73 46] ; [19 15],[71.55555556 47.44444444] ; [20.44444444 13.55555556],0
p1,1,0.599291,0.276066,[  6 112] ; [ 1 33],[  5.43421053 112.56578947] ; [ 1.56578947 32.43421053],0
b4,1,0.603323,0.270012,[73 47] ; [19 15],[71.68831169 48.31168831] ; [20.31168831 13.68831169],0
s4,1,0.643797,0.21381,[33 87] ; [ 8 26],[31.94805195 88.05194805] ; [ 9.05194805 24.94805195],0
b2,1,0.688473,0.160743,[16 37] ; [ 4 12],[15.36231884 37.63768116] ; [ 4.63768116 11.36231884],0
b3,1,0.688473,0.160743,[16 37] ; [ 4 12],[15.36231884 37.63768116] ; [ 4.63768116 11.36231884],0
p4,1,0.691865,0.157073,[54 66] ; [14 20],[52.98701299 67.01298701] ; [15.01298701 18.98701299],0
u3,1,0.701926,0.146476,[25 21] ; [9 6],[25.63934426 20.36065574] ; [8.36065574 6.63934426],0
p6,1,0.718784,0.129661,[28 91] ; [ 7 27],[27.22222222 91.77777778] ; [ 7.77777778 26.22222222],0
d5,1,0.741518,0.108797,[84 35] ; [23 11],[83.22222222 35.77777778] ; [23.77777778 10.22222222],0
n3,1,0.775792,0.081115,[27 16] ; [10  7],[26.51666667 16.48333333] ; [10.48333333  6.51666667],0
a8,1,0.885292,0.020812,[  6 105] ; [ 2 31],[  6.16666667 104.83333333] ; [ 1.83333333 31.16666667],0
a1,1,0.886474,0.020382,[  3 117] ; [ 1 33],[  3.11688312 116.88311688] ; [ 0.88311688 33.11688312],0
d1,1,0.927233,0.008341,[54 66] ; [15 19],[53.76623377 66.23376623] ; [15.23376623 18.76623377],0
d4,1,0.980975,0.000569,[92 28] ; [26  8],[91.94805195 28.05194805] ; [26.05194805  7.94805195],0
