Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,32.995141,[50 35] ; [78  3],[65.54216867 19.45783133] ; [62.45783133 18.54216867],1
r2,1,0.0,31.861117,[45 37] ; [75  5],[60.74074074 21.25925926] ; [59.25925926 20.74074074],1
n6,1,2.1e-05,18.099152,[48 37] ; [70 11],[60.42168675 24.57831325] ; [57.57831325 23.42168675],1
p9,1,0.000188,13.947449,[48 34] ; [68 12],[58.71604938 23.28395062] ; [57.28395062 22.71604938],1
p10,1,0.000398,12.542734,[41 42] ; [61 19],[51.93865031 31.06134969] ; [50.06134969 29.93865031],1
p11,1,0.00086,11.106716,[47 39] ; [64 17],[57.16167665 28.83832335] ; [53.83832335 27.16167665],1
p2,1,0.00108,10.685829,[45 39] ; [63 18],[54.98181818 29.01818182] ; [53.01818182 27.98181818],0
b1,1,0.00116,10.553143,[48 38] ; [25 56],[37.59281437 48.40718563] ; [35.40718563 45.59281437],0
a7,1,0.002531,9.118194,[38 48] ; [54 26],[47.6626506 38.3373494] ; [44.3373494 35.6626506],0
b5,1,0.005251,7.790742,[47 39] ; [61 20],[55.61676647 30.38323353] ; [52.38323353 28.61676647],0
a1,1,0.006808,7.323064,[10 76] ; [ 1 80],[ 5.66467066 80.33532934] ; [ 5.33532934 75.66467066],0
p7,1,0.01268,6.213278,[33 51] ; [47 33],[40.97560976 43.02439024] ; [39.02439024 40.97560976],0
s6,1,0.014591,5.965183,[26 60] ; [39 41],[33.6746988 52.3253012] ; [31.3253012 48.6746988],0
p3,1,0.021541,5.282483,[22 62] ; [35 46],[29.01818182 54.98181818] ; [27.98181818 53.01818182],0
s8,1,0.024004,5.094367,[13 73] ; [24 57],[19.05389222 66.94610778] ; [17.94610778 63.05389222],0
n3,1,0.037788,4.314543,[22 15] ; [18  3],[25.51724138 11.48275862] ; [14.48275862  6.51724138],0
n2,1,0.04051,4.196416,[20 17] ; [17  4],[23.60344828 13.39655172] ; [13.39655172  7.60344828],0
a6,1,0.064091,3.428226,[43 43] ; [52 29],[48.92215569 37.07784431] ; [46.07784431 34.92215569],0
d5,1,0.082029,3.024242,[49 37] ; [56 24],[54.39759036 31.60240964] ; [50.60240964 29.39759036],0
v3,1,0.09149,2.847956,[18 68] ; [26 54],[22.79518072 63.20481928] ; [21.20481928 58.79518072],0
p4,1,0.11071,2.544054,[31 54] ; [39 41],[36.06060606 48.93939394] ; [33.93939394 46.06060606],0
u1,1,0.112023,2.525441,[ 5 81] ; [ 1 80],[ 3.08982036 82.91017964] ; [ 2.91017964 78.08982036],0
s3,1,0.124021,2.365785,[25 59] ; [33 47],[29.70731707 54.29268293] ; [28.29268293 51.70731707],0
p8,1,0.125455,2.347858,[27 57] ; [35 45],[31.75609756 52.24390244] ; [30.24390244 49.75609756],0
p6,1,0.149671,2.075596,[15 67] ; [22 57],[18.8447205 63.1552795] ; [18.1552795 60.8447205],0
a8,1,0.187966,1.733492,[ 5 79] ; [ 9 67],[ 7.35 76.65] ; [ 6.65 69.35],0
p12,1,0.22701,1.459499,[ 2 82] ; [ 5 76],[ 3.56363636 80.43636364] ; [ 3.43636364 77.56363636],0
b4,1,0.242646,1.365153,[40 46] ; [45 36],[43.77245509 42.22754491] ; [41.22754491 39.77245509],0
s4,1,0.332768,0.938097,[14 72] ; [ 9 72],[11.84431138 74.15568862] ; [11.15568862 69.84431138],0
s7,1,0.436582,0.605251,[19 63] ; [22 55],[21.14465409 60.85534591] ; [19.85534591 57.14465409],0
p1,1,0.45062,0.569091,[ 8 78] ; [ 5 76],[ 6.69461078 79.30538922] ; [ 6.30538922 74.69461078],0
v1,1,0.469508,0.523134,[26 57] ; [29 50],[28.17901235 54.82098765] ; [26.82098765 52.17901235],0
a5,1,0.478535,0.502199,[44 42] ; [37 44],[41.71257485 44.28742515] ; [39.28742515 41.71257485],0
d3,1,0.490517,0.475392,[39 46] ; [41 39],[41.21212121 43.78787879] ; [38.78787879 41.21212121],0
d4,1,0.5155,0.422887,[51 35] ; [52 29],[53.04191617 32.95808383] ; [49.95808383 31.04191617],0
b2,1,0.525461,0.403162,[18 33] ; [15 36],[16.5 34.5] ; [16.5 34.5],0
b3,1,0.525461,0.403162,[18 33] ; [15 36],[16.5 34.5] ; [16.5 34.5],0
u3,1,0.561738,0.336705,[11 26] ; [13 23],[12.16438356 24.83561644] ; [11.83561644 24.16438356],0
u2,1,0.566249,0.328999,[14 23] ; [16 20],[15.20547945 21.79452055] ; [14.79452055 21.20547945],0
n4,1,0.609867,0.260369,[53 33] ; [53 28],[54.58682635 31.41317365] ; [51.41317365 29.58682635],0
p5,1,0.662467,0.19054,[ 4 81] ; [ 5 75],[ 4.63636364 80.36363636] ; [ 4.36363636 75.63636364],0
s2,1,0.682116,0.167754,[22 64] ; [23 58],[23.17365269 62.82634731] ; [21.82634731 59.17365269],0
n1,1,0.71632,0.132046,[13 24] ; [ 8 12],[13.63157895 23.36842105] ; [ 7.36842105 12.63157895],0
a4,1,0.74759,0.103567,[25 60] ; [22 59],[24.06626506 60.93373494] ; [22.93373494 58.06626506],0
d1,1,0.777665,0.079729,[29 57] ; [29 52],[29.86826347 56.13173653] ; [28.13173653 52.86826347],0
d2,1,0.80537,0.060715,[32 53] ; [29 52],[31.23493976 53.76506024] ; [29.76506024 51.23493976],0
v2,1,0.821993,0.050617,[28 56] ; [28 52],[28.68292683 55.31707317] ; [27.31707317 52.68292683],0
a2,1,0.899959,0.015804,[ 9 77] ; [ 8 73],[ 8.75449102 77.24550898] ; [ 8.24550898 72.75449102],0
