Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000213,13.708765,[12  4] ; [11 36],[ 5.84126984 10.15873016] ; [17.15873016 29.84126984],1
s3,1,0.001333,10.29594,[10  6] ; [ 9 37],[ 4.90322581 11.09677419] ; [14.09677419 31.90322581],0
p4,1,0.009739,6.682011,[11  5] ; [15 32],[6.6031746 9.3968254] ; [19.3968254 27.6031746],0
a7,1,0.024941,5.027947,[ 4 12] ; [27 20],[7.87301587 8.12698413] ; [23.12698413 23.87301587],0
d4,1,0.047541,3.926124,[13  3] ; [25 22],[9.65079365 6.34920635] ; [28.34920635 18.65079365],0
b4,1,0.050066,3.839253,[ 5 11] ; [28 19],[8.38095238 7.61904762] ; [24.61904762 22.38095238],0
p3,1,0.05687,3.626403,[7 9] ; [ 9 37],[ 4.12903226 11.87096774] ; [11.87096774 34.12903226],0
d1,1,0.080253,3.059774,[7 9] ; [10 37],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
v1,1,0.080253,3.059774,[7 9] ; [10 37],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
p10,1,0.11128,2.535949,[11  5] ; [21 25],[8.25806452 7.74193548] ; [23.74193548 22.25806452],0
p7,1,0.125982,2.341326,[10  6] ; [19 28],[7.36507937 8.63492063] ; [21.63492063 25.36507937],0
v3,1,0.150122,2.071007,[ 5 11] ; [ 7 40],[ 3.04761905 12.95238095] ; [ 8.95238095 38.04761905],0
d3,1,0.16763,1.904014,[10  6] ; [20 27],[7.61904762 8.38095238] ; [22.38095238 24.61904762],0
n6,1,0.168691,1.894538,[11  4] ; [25 22],[8.70967742 6.29032258] ; [27.29032258 19.70967742],0
n4,1,0.169616,1.886333,[11  5] ; [23 24],[8.63492063 7.36507937] ; [25.36507937 21.63492063],0
s7,1,0.174107,1.847222,[ 5 10] ; [ 7 35],[ 3.15789474 11.84210526] ; [ 8.84210526 33.15789474],0
v2,1,0.176557,1.826366,[8 8] ; [14 31],[ 5.7704918 10.2295082] ; [16.2295082 28.7704918],0
s8,1,0.22446,1.475628,[ 5 11] ; [ 8 39],[ 3.3015873 12.6984127] ; [ 9.6984127 37.3015873],0
a3,1,0.245659,1.347826,[10  6] ; [21 25],[8. 8.] ; [23. 23.],0
s4,1,0.247405,1.337896,[ 4 12] ; [ 6 41],[ 2.53968254 13.46031746] ; [ 7.46031746 39.53968254],0
a6,1,0.271219,1.210572,[9 7] ; [19 28],[7.11111111 8.88888889] ; [20.88888889 26.11111111],0
p6,1,0.278959,1.172157,[ 4 12] ; [ 6 39],[ 2.62295082 13.37704918] ; [ 7.37704918 37.62295082],0
a4,1,0.314019,1.013697,[ 3 13] ; [15 32],[ 4.57142857 11.42857143] ; [13.42857143 33.57142857],0
n2,1,0.331567,0.942769,[2 3] ; [14  8],[2.96296296 2.03703704] ; [13.03703704  8.96296296],0
n3,1,0.331567,0.942769,[2 3] ; [14  8],[2.96296296 2.03703704] ; [13.03703704  8.96296296],0
p2,1,0.345921,0.888363,[11  5] ; [26 21],[9.3968254 6.6031746] ; [27.6031746 19.3968254],0
u2,1,0.36503,0.820513,[2 4] ; [14 12],[3. 3.] ; [13. 13.],0
b2,1,0.383281,0.760151,[2 9] ; [ 9 19],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
b3,1,0.383281,0.760151,[2 9] ; [ 9 19],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
d5,1,0.423526,0.64051,[7 9] ; [26 21],[8.38095238 7.61904762] ; [24.61904762 22.38095238],0
a1,1,0.434306,0.61128,[ 2 14] ; [ 3 44],[ 1.26984127 14.73015873] ; [ 3.73015873 43.26984127],0
r3,1,0.470895,0.519876,[12  4] ; [30 16],[10.83870968  5.16129032] ; [31.16129032 14.83870968],0
n5,1,0.513893,0.426133,[11  5] ; [28 19],[9.9047619 6.0952381] ; [29.0952381 17.9047619],0
p11,1,0.517495,0.418883,[10  6] ; [25 22],[8.88888889 7.11111111] ; [26.11111111 20.88888889],0
u3,1,0.600991,0.273504,[2 4] ; [ 6 20],[1.5 4.5] ; [ 6.5 19.5],0
n1,1,0.601389,0.272907,[1 4] ; [ 7 15],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
s1,1,0.638686,0.220465,[ 2 14] ; [ 4 43],[ 1.52380952 14.47619048] ; [ 4.47619048 42.52380952],0
p8,1,0.721774,0.126799,[ 6 10] ; [15 31],[ 5.41935484 10.58064516] ; [15.58064516 30.41935484],0
b5,1,0.722878,0.125752,[10  6] ; [27 20],[9.3968254 6.6031746] ; [27.6031746 19.3968254],0
p1,1,0.746236,0.104721,[ 1 15] ; [ 2 45],[ 0.76190476 15.23809524] ; [ 2.23809524 44.76190476],0
b1,1,0.802146,0.062786,[10  6] ; [31 16],[10.41269841  5.58730159] ; [30.58730159 16.41269841],0
a8,1,0.810636,0.057411,[ 2 13] ; [ 7 37],[ 2.28813559 12.71186441] ; [ 6.71186441 37.28813559],0
r4,1,0.829218,0.046528,[ 3 13] ; [10 37],[ 3.3015873 12.6984127] ; [ 9.6984127 37.3015873],0
d2,1,0.836003,0.042852,[ 4 12] ; [13 34],[ 4.31746032 11.68253968] ; [12.68253968 34.31746032],0
r1,1,0.837833,0.041888,[ 5 11] ; [16 31],[ 5.33333333 10.66666667] ; [15.66666667 31.33333333],0
p9,1,0.915473,0.011265,[9 7] ; [26 19],[9.18032787 6.81967213] ; [25.81967213 19.18032787],0
v4,1,0.933411,0.006981,[9 7] ; [27 20],[9.14285714 6.85714286] ; [26.85714286 20.14285714],0
a5,1,0.941394,0.005405,[8 8] ; [23 24],[7.87301587 8.12698413] ; [23.12698413 23.87301587],0
p5,1,0.9696,0.001452,[ 1 15] ; [ 3 43],[ 1.03225806 14.96774194] ; [ 2.96774194 43.03225806],0
