Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.3e-05,16.713178,[10 33] ; [30 15],[19.54545455 23.45454545] ; [20.45454545 24.54545455],1
a8,1,0.023318,5.144686,[ 2 39] ; [ 9 32],[ 5.5 35.5] ; [ 5.5 35.5],0
b5,1,0.039726,4.229558,[23 21] ; [33 12],[27.68539326 16.31460674] ; [28.31460674 16.68539326],0
v4,1,0.048863,3.880071,[38  6] ; [43  1],[40.5  3.5] ; [40.5  3.5],0
p1,1,0.085506,2.957009,[ 5 39] ; [ 1 44],[ 2.96629213 41.03370787] ; [ 3.03370787 41.96629213],0
s2,1,0.104592,2.634091,[29 15] ; [22 23],[25.21348315 18.78651685] ; [25.78651685 19.21348315],0
d4,1,0.112819,2.514286,[38  6] ; [32 12],[35.  9.] ; [35.  9.],0
s5,1,0.137382,2.207043,[17 26] ; [10 31],[13.82142857 29.17857143] ; [13.17857143 27.82142857],0
u1,1,0.147286,2.10014,[ 2 42] ; [ 6 39],[ 3.95505618 40.04494382] ; [ 4.04494382 40.95505618],0
p3,1,0.168397,1.897156,[22 22] ; [16 29],[18.78651685 25.21348315] ; [19.21348315 25.78651685],0
d2,1,0.193297,1.692308,[15 29] ; [21 23],[18. 26.] ; [18. 26.],0
p8,1,0.200607,1.637953,[22 20] ; [17 27],[19.04651163 22.95348837] ; [19.95348837 24.04651163],0
a7,1,0.204113,1.612696,[32 12] ; [27 18],[29.16853933 14.83146067] ; [29.83146067 15.16853933],0
a5,1,0.234049,1.416084,[26 18] ; [32 13],[28.6741573 15.3258427] ; [29.3258427 15.6741573],0
a6,1,0.256824,1.285798,[32 12] ; [27 17],[29.5 14.5] ; [29.5 14.5],0
u2,1,0.31218,1.021429,[13  5] ; [13  2],[14.18181818  3.81818182] ; [11.81818182  3.18181818],0
p11,1,0.335519,0.927478,[26 18] ; [31 14],[28.17977528 15.82022472] ; [28.82022472 16.17977528],0
a3,1,0.339052,0.914013,[25 19] ; [30 15],[27.19101124 16.80898876] ; [27.80898876 17.19101124],0
b3,1,0.35131,0.868718,[ 9 17] ; [ 7 23],[ 7.42857143 18.57142857] ; [ 8.57142857 21.42857143],0
b2,1,0.35131,0.868718,[ 9 17] ; [ 7 23],[ 7.42857143 18.57142857] ; [ 8.57142857 21.42857143],0
p2,1,0.405788,0.691107,[33 11] ; [37  8],[34.60674157  9.39325843] ; [35.39325843  9.60674157],0
v3,1,0.408557,0.682997,[ 9 32] ; [12 28],[10.62962963 30.37037037] ; [10.37037037 29.62962963],0
p9,1,0.416705,0.659589,[31 12] ; [35  9],[32.62068966 10.37931034] ; [33.37931034 10.62068966],0
p7,1,0.44395,0.586052,[24 17] ; [28 14],[25.68674699 15.31325301] ; [26.31325301 15.68674699],0
a2,1,0.448751,0.573804,[ 7 37] ; [10 35],[ 8.40449438 35.59550562] ; [ 8.59550562 36.40449438],0
d5,1,0.453094,0.5629,[35  9] ; [32 12],[33.5 10.5] ; [33.5 10.5],0
s3,1,0.488027,0.480874,[32 12] ; [29 15],[30.5 13.5] ; [30.5 13.5],0
d3,1,0.496278,0.462887,[31 13] ; [28 16],[29.5 14.5] ; [29.5 14.5],0
v1,1,0.517634,0.418605,[20 23] ; [23 20],[21.5 21.5] ; [21.5 21.5],0
a4,1,0.534059,0.386662,[12 32] ; [15 30],[13.34831461 30.65168539] ; [13.65168539 31.34831461],0
r1,1,0.538148,0.378984,[31 12] ; [35 10],[32.25 10.75] ; [33.75 11.25],0
p12,1,0.556901,0.345098,[ 1 43] ; [ 2 42],[ 1.5 42.5] ; [ 1.5 42.5],0
s4,1,0.572065,0.319239,[11 33] ; [ 9 36],[ 9.88764045 34.11235955] ; [10.11235955 34.88764045],0
