Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.3e-05,16.713178,[10 33] ; [30 15],[19.54545455 23.45454545] ; [20.45454545 24.54545455],1
p6,1,0.582329,0.302485,[13 29] ; [11 32],[11.85882353 30.14117647] ; [12.14117647 30.85882353],0
p4,1,0.589167,0.291646,[25 19] ; [23 22],[23.73033708 20.26966292] ; [24.26966292 20.73033708],0
b1,1,0.596892,0.279708,[21 23] ; [24 21],[22.24719101 21.75280899] ; [22.75280899 22.24719101],0
s8,1,0.599649,0.275526,[22 22] ; [20 25],[20.76404494 23.23595506] ; [21.23595506 23.76404494],0
b4,1,0.601678,0.272472,[23 21] ; [26 19],[24.2247191 19.7752809] ; [24.7752809 20.2247191],0
r3,1,0.607988,0.263115,[40  3] ; [43  2],[40.55681818  2.44318182] ; [42.44318182  2.55681818],0
p5,1,0.664142,0.188531,[ 2 41] ; [ 3 41],[ 2.47126437 40.52873563] ; [ 2.52873563 41.47126437],0
d1,1,0.741073,0.109186,[25 19] ; [24 21],[24.2247191 19.7752809] ; [24.7752809 20.2247191],0
r4,1,0.753576,0.098551,[34 10] ; [36  9],[34.60674157  9.39325843] ; [35.39325843  9.60674157],0
v2,1,0.753848,0.098326,[20 19] ; [23 19],[20.7037037 18.2962963] ; [22.2962963 19.7037037],0
p10,1,0.761692,0.091966,[28 15] ; [30 14],[28.66666667 14.33333333] ; [29.33333333 14.66666667],0
r2,1,0.778078,0.079425,[38  6] ; [38  5],[38.43678161  5.56321839] ; [37.56321839  5.43678161],0
s7,1,0.90958,0.012898,[20 23] ; [21 23],[20.26436782 22.73563218] ; [20.73563218 23.26436782],0
u3,1,0.943109,0.005093,[13  5] ; [11  4],[13.09090909  4.90909091] ; [10.90909091  4.09090909],0
a1,1,0.981653,0.000529,[ 2 42] ; [ 2 43],[ 1.97752809 42.02247191] ; [ 2.02247191 42.97752809],0
n1,1,1.0,0.0,[ 6 10] ; [ 6 10],[ 6. 10.] ; [ 6. 10.],0
n3,1,1.0,0.0,[11  5] ; [11  5],[11.  5.] ; [11.  5.],0
