Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4.3e-05,16.745169,[79  3] ; [6 4],[75.76086957  6.23913043] ; [9.23913043 0.76086957],1
d1,1,0.000424,12.424081,[56 27] ; [1 9],[50.87096774 32.12903226] ; [6.12903226 3.87096774],1
b4,1,0.003302,8.63287,[49 34] ; [1 9],[44.62365591 38.37634409] ; [5.37634409 4.62365591],0
s3,1,0.00363,8.460457,[72 11] ; [5 5],[68.72043011 14.27956989] ; [8.27956989 1.72043011],0
d2,1,0.005315,7.769142,[47 36] ; [1 9],[42.83870968 40.16129032] ; [5.16129032 4.83870968],0
n6,1,0.00601,7.547209,[71 12] ; [5 5],[67.82795699 15.17204301] ; [8.17204301 1.82795699],0
s8,1,0.015745,5.83109,[57 26] ; [3 7],[53.5483871 29.4516129] ; [6.4516129 3.5483871],0
s5,1,0.018649,5.534174,[53 26] ; [2 6],[49.94252874 29.05747126] ; [5.05747126 2.94252874],0
r4,1,0.019536,5.452877,[73 10] ; [6 4],[70.50537634 12.49462366] ; [8.49462366 1.50537634],0
s2,1,0.019536,5.452877,[73 10] ; [6 4],[70.50537634 12.49462366] ; [8.49462366 1.50537634],0
r1,1,0.049942,3.843392,[65 18] ; [5 5],[62.47311828 20.52688172] ; [7.52688172 2.47311828],0
v3,1,0.106213,2.609683,[29 53] ; [1 9],[26.73913043 55.26086957] ; [3.26086957 6.73913043],0
p4,1,0.122269,2.388006,[54 29] ; [4 6],[51.76344086 31.23655914] ; [6.23655914 3.76344086],0
a3,1,0.131863,2.270434,[67 16] ; [6 4],[65.15053763 17.84946237] ; [7.84946237 2.15053763],0
p11,1,0.163144,1.944836,[66 17] ; [6 4],[64.25806452 18.74193548] ; [7.74193548 2.25806452],0
p8,1,0.19788,1.657955,[49 31] ; [4 6],[47.11111111 32.88888889] ; [5.88888889 4.11111111],0
a1,1,0.199353,1.647108,[ 2 81] ; [1 9],[ 2.67741935 80.32258065] ; [0.32258065 9.67741935],0
p7,1,0.222156,1.490389,[59 20] ; [5 4],[57.45454545 21.54545455] ; [6.54545455 2.45454545],0
a4,1,0.275676,1.188284,[40 43] ; [3 7],[38.37634409 44.62365591] ; [4.62365591 5.37634409],0
a2,1,0.28209,1.156994,[21 62] ; [1 9],[19.6344086 63.3655914] ; [2.3655914 7.6344086],0
d4,1,0.310071,1.030375,[69 14] ; [7 3],[67.82795699 15.17204301] ; [8.17204301 1.82795699],0
d5,1,0.310071,1.030375,[69 14] ; [7 3],[67.82795699 15.17204301] ; [8.17204301 1.82795699],0
v2,1,0.310489,1.028593,[38 43] ; [3 7],[36.49450549 44.50549451] ; [4.50549451 5.49450549],0
p3,1,0.318233,0.996193,[47 36] ; [4 6],[45.51612903 37.48387097] ; [5.48387097 4.51612903],0
a8,1,0.330773,0.94587,[ 3 74] ; [1 8],[ 3.58139535 73.41860465] ; [0.41860465 8.58139535],0
a5,1,0.369053,0.80685,[61 22] ; [6 4],[59.79569892 23.20430108] ; [7.20430108 2.79569892],0
p9,1,0.415919,0.661818,[72  9] ; [8 2],[71.20879121  9.79120879] ; [8.79120879 1.20879121],0
b1,1,0.418143,0.65553,[36 47] ; [3 7],[34.80645161 48.19354839] ; [4.19354839 5.80645161],0
r2,1,0.429039,0.625423,[79  4] ; [8 1],[78.48913043  4.51086957] ; [8.51086957 0.48913043],0
n4,1,0.524041,0.405933,[58 25] ; [6 4],[57.11827957 25.88172043] ; [6.88172043 3.11827957],0
n5,1,0.524041,0.405933,[58 25] ; [6 4],[57.11827957 25.88172043] ; [6.88172043 3.11827957],0
v4,1,0.557154,0.344655,[78  5] ; [8 1],[77.58695652  5.41304348] ; [8.41304348 0.58695652],0
p6,1,0.575366,0.313786,[41 40] ; [6 4],[41.83516484 39.16483516] ; [5.16483516 4.83516484],0
u2,1,0.639207,0.21978,[10  6] ; [3 1],[10.4  5.6] ; [2.6 1.4],0
b5,1,0.648464,0.207842,[52 31] ; [7 3],[52.65591398 30.34408602] ; [6.34408602 3.65591398],0
u1,1,0.682704,0.167098,[20 63] ; [3 7],[20.52688172 62.47311828] ; [2.47311828 7.52688172],0
d3,1,0.682704,0.167098,[63 20] ; [7 3],[62.47311828 20.52688172] ; [7.52688172 2.47311828],0
a7,1,0.75204,0.099825,[54 29] ; [6 4],[53.5483871 29.4516129] ; [6.4516129 3.5483871],0
a6,1,0.75204,0.099825,[54 29] ; [6 4],[53.5483871 29.4516129] ; [6.4516129 3.5483871],0
p10,1,0.817678,0.053145,[68 14] ; [8 2],[67.73913043 14.26086957] ; [8.26086957 1.73913043],0
v1,1,0.856975,0.032482,[39 44] ; [5 5],[39.2688172 43.7311828] ; [4.7311828 5.2688172],0
b3,1,0.884946,0.020939,[13 37] ; [2 5],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
b2,1,0.884946,0.020939,[13 37] ; [2 5],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
u3,1,1.0,0.0,[12  4] ; [3 1],[12.  4.] ; [3. 1.],0
