Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-05,18.211327,[36 23] ; [145  22],[47.25221239 11.74778761] ; [133.74778761  33.25221239],1
p4,1,0.000252,13.398816,[15 46] ; [87 81],[27.17030568 33.82969432] ; [74.82969432 93.17030568],1
s4,1,0.00075,11.360594,[18 42] ; [ 19 149],[ 9.73684211 50.26315789] ; [ 27.26315789 140.73684211],1
p10,1,0.005859,7.593067,[38 22] ; [136  32],[45.78947368 14.21052632] ; [128.21052632  39.78947368],0
p11,1,0.007388,7.176211,[35 26] ; [127  41],[43.15283843 17.84716157] ; [118.84716157  49.15283843],0
b1,1,0.00747,7.156213,[31 30] ; [ 53 115],[22.37554585 38.62445415] ; [ 61.62445415 106.37554585],0
p7,1,0.008489,6.927316,[19 40] ; [87 80],[27.67256637 31.32743363] ; [78.32743363 88.67256637],0
n3,1,0.016938,5.702836,[13  9] ; [36  6],[16.84375  5.15625] ; [32.15625  9.84375],0
p6,1,0.018151,5.581551,[ 9 50] ; [ 52 115],[15.92477876 43.07522124] ; [ 45.07522124 121.92477876],0
a1,1,0.022313,5.221188,[ 7 54] ; [  6 162],[ 3.4628821 57.5371179] ; [  9.5371179 158.4628821],0
v4,1,0.035255,4.432773,[52  9] ; [156  10],[55.89427313  5.10572687] ; [152.10572687  13.89427313],0
v1,1,0.038604,4.278188,[28 32] ; [100  61],[34.75113122 25.24886878] ; [93.24886878 67.75113122],0
n5,1,0.04671,3.955808,[35 26] ; [117  47],[41.20888889 19.79111111] ; [110.79111111  53.20888889],0
p3,1,0.047621,3.92331,[16 44] ; [69 99],[22.36842105 37.63157895] ; [ 62.63157895 105.36842105],0
a6,1,0.049132,3.870851,[36 25] ; [122  46],[42.08733624 18.91266376] ; [115.91266376  52.08733624],0
n6,1,0.052485,3.760247,[45 16] ; [141  25],[49.98237885 11.01762115] ; [136.01762115  29.98237885],0
r3,1,0.066479,3.367886,[57  4] ; [163   3],[59.11894273  1.88105727] ; [160.88105727   5.11894273],0
r4,1,0.070095,3.280797,[47 14] ; [146  22],[51.41048035  9.58951965] ; [141.58951965  26.41048035],0
u4,1,0.114391,2.492482,[ 2 59] ; [  1 167],[ 0.79912664 60.20087336] ; [  2.20087336 165.79912664],0
a2,1,0.173102,1.855868,[11 50] ; [ 45 123],[14.91703057 46.08296943] ; [ 41.08296943 126.91703057],0
p5,1,0.177253,1.820504,[ 1 60] ; [ 10 158],[ 2.930131 58.069869] ; [  8.069869 159.930131],0
r2,1,0.226765,1.461039,[54  6] ; [156   9],[56.  4.] ; [154.  11.],0
d3,1,0.276503,1.184196,[39 22] ; [120  48],[42.35371179 18.64628821] ; [116.64628821  51.35371179],0
a8,1,0.277587,1.178868,[ 5 51] ; [ 22 128],[ 7.33980583 48.66019417] ; [ 19.66019417 130.33980583],0
n4,1,0.29429,1.099889,[43 18] ; [129  38],[46.01754386 14.98245614] ; [125.98245614  41.01754386],0
p12,1,0.305781,1.048812,[ 5 55] ; [  8 160],[ 3.42105263 56.57894737] ; [  9.57894737 158.42105263],0
r1,1,0.315418,1.00785,[46 15] ; [136  31],[48.69298246 12.30701754] ; [133.30701754  33.69298246],0
s1,1,0.325069,0.968441,[ 3 57] ; [  4 161],[ 1.86666667 58.13333333] ; [  5.13333333 159.86666667],0
a3,1,0.32543,0.966999,[41 20] ; [124  44],[43.95196507 17.04803493] ; [121.04803493  46.95196507],0
d4,1,0.326536,0.962589,[54  7] ; [139  28],[51.63596491  9.36403509] ; [141.36403509  25.63596491],0
a7,1,0.393797,0.727184,[43 18] ; [127  40],[45.48245614 15.51754386] ; [124.51754386  42.48245614],0
d2,1,0.396935,0.717591,[34 27] ; [82 84],[31.17180617 29.82819383] ; [84.82819383 81.17180617],0
v3,1,0.466735,0.529696,[25 34] ; [79 86],[27.39285714 31.60714286] ; [76.60714286 88.39285714],0
s2,1,0.488651,0.479496,[29 32] ; [87 78],[31.30973451 29.69026549] ; [84.69026549 80.30973451],0
a5,1,0.515537,0.422812,[42 19] ; [123  45],[43.95196507 17.04803493] ; [121.04803493  46.95196507],0
d5,1,0.524538,0.404961,[51 10] ; [146  22],[52.47598253  8.52401747] ; [144.52401747  23.47598253],0
a4,1,0.554628,0.349091,[26 35] ; [79 89],[27.96943231 33.03056769] ; [77.03056769 90.96943231],0
u2,1,0.56747,0.326934,[11  8] ; [21 21],[9.96721311 9.03278689] ; [22.03278689 19.96721311],0
s3,1,0.574811,0.314699,[34 27] ; [84 79],[32.13392857 28.86607143] ; [85.86607143 77.13392857],0
d1,1,0.704806,0.14352,[38 23] ; [100  68],[36.75982533 24.24017467] ; [101.24017467  66.75982533],0
s7,1,0.720661,0.127861,[30 29] ; [77 83],[28.82648402 30.17351598] ; [78.17351598 81.82648402],0
b2,1,0.728311,0.120668,[13 27] ; [37 67],[13.88888889 26.11111111] ; [36.11111111 67.88888889],0
b3,1,0.728311,0.120668,[13 27] ; [37 67],[13.88888889 26.11111111] ; [36.11111111 67.88888889],0
b5,1,0.763617,0.090441,[39 22] ; [111  57],[39.95633188 21.04366812] ; [110.04366812  57.95633188],0
s6,1,0.771174,0.084588,[39 21] ; [112  55],[39.91189427 20.08810573] ; [111.08810573  55.91189427],0
