Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,67.119947,[25 65] ; [132  33],[55.41176471 34.58823529] ; [101.58823529  63.41176471],1
p10,1,4.8e-05,16.537163,[47 39] ; [130  34],[60.888 25.112] ; [116.112  47.888],1
s6,1,6.2e-05,16.030634,[37 51] ; [111  52],[51.88844622 36.11155378] ; [96.11155378 66.88844622],1
n6,1,0.00012,14.799557,[58 32] ; [140  24],[70.15748031 19.84251969] ; [127.84251969  36.15748031],1
p9,1,0.000705,11.476299,[54 32] ; [134  29],[64.93172691 21.06827309] ; [123.06827309  39.93172691],1
p4,1,0.001816,9.726868,[31 59] ; [90 74],[42.87401575 47.12598425] ; [78.12598425 85.87401575],0
p5,1,0.002417,9.202557,[ 2 88] ; [ 23 140],[ 8.89328063 81.10671937] ; [ 16.10671937 146.89328063],0
p6,1,0.004103,8.237802,[18 68] ; [63 99],[28.08870968 57.91129032] ; [ 52.91129032 109.08870968],0
p7,1,0.004243,8.176703,[42 47] ; [104  54],[52.60728745 36.39271255] ; [93.39271255 64.60728745],0
s2,1,0.005519,7.701115,[29 61] ; [82 81],[39.48616601 50.51383399] ; [71.51383399 91.48616601],0
s3,1,0.007238,7.212991,[37 52] ; [96 66],[47.15936255 41.84063745] ; [85.84063745 76.15936255],0
p3,1,0.007517,7.145125,[25 65] ; [74 91],[34.94117647 55.05882353] ; [ 64.05882353 100.94117647],0
v1,1,0.00844,6.937603,[28 58] ; [81 81],[37.7983871 48.2016129] ; [71.2016129 90.7983871],0
p8,1,0.009265,6.770987,[30 60] ; [82 81],[39.84189723 50.15810277] ; [72.15810277 90.84189723],0
p2,1,0.015622,5.844979,[63 27] ; [137  28],[70.58823529 19.41176471] ; [129.41176471  35.58823529],0
v3,1,0.01576,5.829435,[19 66] ; [ 60 100],[27.40816327 57.59183673] ; [ 51.59183673 108.40816327],0
s7,1,0.016253,5.775264,[23 63] ; [66 90],[31.62809917 54.37190083] ; [57.37190083 98.62809917],0
p11,1,0.016967,5.69978,[56 34] ; [126  39],[64.23529412 25.76470588] ; [117.76470588  47.23529412],0
r4,1,0.035476,4.422126,[68 22] ; [142  23],[74.11764706 15.88235294] ; [135.88235294  29.11764706],0
r1,1,0.055721,3.660367,[53 37] ; [116  48],[59.88188976 30.11811024] ; [109.11811024  54.88188976],0
p12,1,0.065148,3.401236,[ 1 88] ; [ 10 155],[ 3.85433071 85.14566929] ; [  7.14566929 157.85433071],0
