Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,80.901495,[ 47 182] ; [206 147],[ 99.54810997 129.45189003] ; [153.45189003 199.54810997],1
v1,1,0.0,35.213582,[ 96 137] ; [235 121],[130.93887946 102.06112054] ; [200.06112054 155.93887946],1
p10,1,0.000157,14.290153,[168  67] ; [302  56],[186.25632378  48.74367622] ; [283.74367622  74.25632378],1
r3,1,0.000187,13.95922,[217  20] ; [353   7],[226.28140704  10.71859296] ; [343.71859296  16.28140704],1
a5,1,0.000508,12.086125,[164  73] ; [295  67],[181.60767947  55.39232053] ; [277.39232053  84.60767947],1
p9,1,0.00069,11.514765,[176  59] ; [306  50],[191.65820643  43.34179357] ; [290.34179357  65.65820643],1
p3,1,0.000729,11.412681,[ 95 140] ; [196 163],[115.12626263 119.87373737] ; [175.87373737 183.12626263],1
s1,1,0.001306,10.333552,[ 17 216] ; [  7 351],[  9.46192893 223.53807107] ; [ 14.53807107 343.46192893],0
b1,1,0.003299,8.634388,[110 127] ; [125 238],[ 92.825 144.175] ; [142.175 220.825],0
p11,1,0.006147,7.506636,[173  64] ; [299  64],[186.44  50.56] ; [285.56  77.44],0
p7,1,0.007878,7.06089,[133  98] ; [240 111],[148.04639175  82.95360825] ; [224.95360825 126.04639175],0
p8,1,0.011099,6.449419,[110 125] ; [204 151],[125.06779661 109.93220339] ; [188.93220339 166.06779661],0
a6,1,0.014544,5.970854,[148  88] ; [260 100],[161.55704698  74.44295302] ; [246.44295302 113.55704698],0
p12,1,0.018694,5.529872,[ 12 223] ; [ 38 321],[ 19.78114478 215.21885522] ; [ 30.21885522 328.78114478],0
a3,1,0.01886,5.514446,[157  77] ; [274  87],[169.50252101  64.49747899] ; [261.49747899  99.50252101],0
p4,1,0.019064,5.495645,[124 111] ; [223 134],[137.74493243  97.25506757] ; [209.25506757 147.74493243],0
p2,1,0.019718,5.436676,[186  50] ; [310  50],[196.40268456  39.59731544] ; [299.59731544  60.40268456],0
s7,1,0.026274,4.937865,[ 97 126] ; [183 162],[109.92957746 113.07042254] ; [170.07042254 174.92957746],0
a7,1,0.028679,4.786778,[164  73] ; [278  82],[175.46733668  61.53266332] ; [266.53266332  93.46733668],0
r2,1,0.034596,4.465004,[222  14] ; [349   9],[226.86195286   9.13804714] ; [344.13804714  13.86195286],0
d5,1,0.038952,4.262965,[183  52] ; [306  56],[192.48743719  42.51256281] ; [296.51256281  65.48743719],0
u1,1,0.045535,3.998729,[ 36 201] ; [ 79 284],[ 45.425 191.575] ; [ 69.575 293.425],0
n6,1,0.047674,3.921429,[187  49] ; [306  52],[195.87205387  40.12794613] ; [297.12794613  60.87205387],0
s8,1,0.049763,3.849422,[ 94 141] ; [173 186],[105.63131313 129.36868687] ; [161.36868687 197.63131313],0
d1,1,0.060262,3.530157,[134 103] ; [233 130],[144.965  92.035] ; [222.035 140.965],0
s2,1,0.060481,3.524158,[100 135] ; [181 178],[111.17003367 123.82996633] ; [169.82996633 189.17003367],0
n3,1,0.107713,2.58746,[41 26] ; [49 17],[45.33834586 21.66165414] ; [44.66165414 21.33834586],0
n2,1,0.120821,2.406645,[46 25] ; [50 15],[50.11764706 20.88235294] ; [45.88235294 19.11764706],0
n5,1,0.149127,2.081163,[171  65] ; [278  80],[178.39057239  57.60942761] ; [270.60942761  87.39057239],0
p6,1,0.174968,1.839858,[ 75 160] ; [133 223],[ 82.7072758 152.2927242] ; [125.2927242 230.7072758],0
d2,1,0.181252,1.787332,[112 124] ; [191 169],[119.97986577 116.02013423] ; [183.02013423 176.97986577],0
r4,1,0.183772,1.766854,[219  18] ; [345  18],[222.78  14.22] ; [341.22  21.78],0
u4,1,0.220713,1.49973,[  3 234] ; [ 10 353],[  5.135 231.865] ; [  7.865 355.135],0
a2,1,0.234967,1.410541,[ 55 182] ; [100 263],[ 61.225 175.775] ; [ 93.775 269.225],0
v4,1,0.253789,1.302325,[223  14] ; [346  14],[225.88442211  11.11557789] ; [343.11557789  16.88442211],0
s5,1,0.292439,1.108361,[ 69 163] ; [120 234],[ 74.82593857 157.17406143] ; [114.17406143 239.82593857],0
n4,1,0.326455,0.962908,[184  53] ; [293  69],[188.72954925  48.27045075] ; [288.27045075  73.72954925],0
d4,1,0.3443,0.894353,[195  40] ; [309  51],[199.05882353  35.94117647] ; [304.94117647  55.05882353],0
u3,1,0.401949,0.702489,[52 27] ; [53 36],[49.375 29.625] ; [55.625 33.375],0
d3,1,0.418876,0.653466,[158  78] ; [253 108],[162.47236181  73.52763819] ; [248.52763819 112.47236181],0
s6,1,0.491348,0.473574,[145  87] ; [235 125],[148.91891892  83.08108108] ; [231.08108108 128.91891892],0
n1,1,0.500424,0.454036,[29 40] ; [24 42],[27.08888889 41.91111111] ; [25.91111111 40.08888889],0
b2,1,0.561823,0.336558,[58 94] ; [ 95 136],[60.72062663 91.27937337] ; [ 92.27937337 138.72062663],0
b3,1,0.561823,0.336558,[58 94] ; [ 95 136],[60.72062663 91.27937337] ; [ 92.27937337 138.72062663],0
a1,1,0.571014,0.320989,[ 10 227] ; [ 19 344],[ 11.455 225.545] ; [ 17.545 345.455],0
b4,1,0.606165,0.265798,[136 101] ; [216 147],[139.04  97.96] ; [212.96 150.04],0
