Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.962719,[ 3 39] ; [107  56],[22.53658537 19.46341463] ; [87.46341463 75.53658537],1
p11,1,2e-06,23.067066,[14 28] ; [119  44],[27.24878049 14.75121951] ; [105.75121951  57.24878049],1
v4,1,3e-06,22.040767,[23 19] ; [141  21],[33.76470588  8.23529412] ; [130.23529412  31.76470588],1
n6,1,8e-06,20.038726,[19 23] ; [130  33],[30.52682927 11.47317073] ; [118.47317073  44.52682927],1
p9,1,2.9e-05,17.502711,[18 21] ; [127  33],[28.41708543 10.58291457] ; [116.58291457  43.41708543],1
p10,1,3.6e-05,17.058896,[15 26] ; [114  46],[26.31343284 14.68656716] ; [102.68656716  57.31343284],1
p2,1,0.000495,12.135154,[19 23] ; [119  43],[28.41176471 13.58823529] ; [109.58823529  52.41176471],1
n2,1,0.000743,11.378836,[ 6 10] ; [46 11],[11.39726027  4.60273973] ; [40.60273973 16.39726027],1
v2,1,0.001423,10.17557,[ 7 34] ; [70 88],[15.86432161 25.13567839] ; [61.13567839 96.86432161],0
s6,1,0.002365,9.242145,[11 31] ; [83 75],[19.74 22.26] ; [74.26 83.74],0
a1,1,0.004591,8.033825,[ 7 35] ; [  7 156],[ 2.86829268 39.13170732] ; [ 11.13170732 151.86829268],0
r2,1,0.006726,7.344597,[25 15] ; [130  28],[31.31313131  8.68686869] ; [123.68686869  34.31313131],0
n3,1,0.007035,7.26398,[ 6 10] ; [42 15],[10.52054795  5.47945205] ; [37.47945205 19.52054795],0
a7,1,0.009182,6.787165,[16 26] ; [98 64],[23.47058824 18.52941176] ; [90.52941176 71.47058824],0
s8,1,0.009901,6.652537,[ 5 37] ; [ 52 111],[11.67804878 30.32195122] ; [ 45.32195122 117.67804878],0
d5,1,0.013923,6.047909,[22 20] ; [117  45],[28.61764706 13.38235294] ; [110.38235294  51.61764706],0
s3,1,0.018491,5.549069,[11 29] ; [78 84],[17.62376238 22.37623762] ; [71.37623762 90.62376238],0
p3,1,0.019306,5.473553,[ 9 33] ; [66 95],[15.51724138 26.48275862] ; [ 59.48275862 101.51724138],0
d4,1,0.02065,5.356055,[22 20] ; [116  47],[28.27317073 13.72682927] ; [109.72682927  53.27317073],0
p7,1,0.021076,5.320487,[13 28] ; [83 77],[19.58208955 21.41791045] ; [76.41791045 83.58208955],0
b5,1,0.021255,5.305722,[20 22] ; [109  54],[26.42926829 15.57073171] ; [102.57073171  60.42926829],0
p8,1,0.034156,4.486875,[ 9 33] ; [62 97],[14.8358209 27.1641791] ; [ 56.1641791 102.8358209],0
b3,1,0.037012,4.349874,[14 14] ; [28 69],[ 9.408 18.592] ; [32.592 64.408],0
b2,1,0.037012,4.349874,[14 14] ; [28 69],[ 9.408 18.592] ; [32.592 64.408],0
p4,1,0.042224,4.126209,[12 30] ; [74 87],[17.79310345 24.20689655] ; [68.20689655 92.79310345],0
p6,1,0.047858,3.914955,[ 7 34] ; [ 52 106],[12.15577889 28.84422111] ; [ 46.84422111 111.15577889],0
s2,1,0.055858,3.656297,[11 31] ; [69 94],[16.3902439 25.6097561] ; [63.6097561 99.3902439],0
a8,1,0.066112,3.376996,[ 1 40] ; [ 19 137],[ 4.16243655 36.83756345] ; [ 15.83756345 140.16243655],0
b1,1,0.082247,3.019929,[23 19] ; [65 98],[18.02926829 23.97073171] ; [69.97073171 93.02926829],0
s7,1,0.108352,2.578098,[ 9 31] ; [ 56 100],[13.26530612 26.73469388] ; [ 51.73469388 104.26530612],0
d1,1,0.119375,2.425504,[12 30] ; [68 95],[16.3902439 25.6097561] ; [63.6097561 99.3902439],0
d3,1,0.131373,2.276201,[18 24] ; [90 71],[22.34482759 19.65517241] ; [85.65517241 75.34482759],0
b4,1,0.165079,1.927069,[20 22] ; [97 66],[23.97073171 18.02926829] ; [93.02926829 69.97073171],0
v3,1,0.19873,1.651682,[ 8 34] ; [ 46 113],[11.28358209 30.71641791] ; [ 42.71641791 116.28358209],0
a3,1,0.21897,1.511111,[21 21] ; [98 64],[24.5 17.5] ; [94.5 67.5],0
p1,1,0.26722,1.230961,[ 6 36] ; [ 14 149],[ 4.09756098 37.90243902] ; [ 15.90243902 147.09756098],0
n1,1,0.273014,1.201538,[ 4 12] ; [22 33],[ 5.85915493 10.14084507] ; [20.14084507 34.85915493],0
u3,1,0.386126,0.751108,[ 6 15] ; [25 39],[ 7.65882353 13.34117647] ; [23.34117647 40.65882353],0
v1,1,0.443227,0.587913,[13 29] ; [59 99],[15.12 26.88] ; [ 56.88 101.12],0
n4,1,0.480258,0.498277,[28 14] ; [99 64],[26.0195122 15.9804878] ; [100.9804878  62.0195122],0
n5,1,0.508787,0.436561,[29 13] ; [103  59],[27.17647059 14.82352941] ; [104.82352941  57.17647059],0
d2,1,0.558127,0.342958,[18 23] ; [63 99],[16.35960591 24.64039409] ; [64.64039409 97.35960591],0
s1,1,0.595028,0.28256,[ 2 40] ; [  5 157],[ 1.44117647 40.55882353] ; [  5.55882353 156.44117647],0
a6,1,0.636703,0.22308,[22 20] ; [92 71],[23.35609756 18.64390244] ; [90.64390244 72.35609756],0
a4,1,0.725533,0.123253,[14 27] ; [ 51 112],[13.06372549 27.93627451] ; [ 51.93627451 111.06372549],0
