Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.490499,[38 46] ; [101  19],[57.23529412 26.76470588] ; [81.76470588 38.23529412],1
v4,1,6e-05,16.098907,[58 25] ; [109  10],[68.61881188 14.38118812] ; [98.38118812 20.61881188],1
d4,1,0.000178,14.054716,[48 36] ; [96 22],[59.88118812 24.11881188] ; [84.11881188 33.88118812],1
d3,1,0.000338,12.844981,[36 46] ; [83 37],[48.30693069 33.69306931] ; [70.69306931 49.30693069],1
v2,1,0.000348,12.793749,[17 65] ; [51 61],[28.74226804 53.25773196] ; [39.25773196 72.74226804],1
r2,1,0.000382,12.616405,[59 22] ; [109  10],[68.04 12.96] ; [99.96 19.04],1
a5,1,0.000395,12.556913,[35 49] ; [80 40],[47.35294118 36.64705882] ; [67.64705882 52.35294118],1
r3,1,0.000712,11.458279,[58 26] ; [105  14],[67.44827586 16.55172414] ; [95.55172414 23.44827586],1
a7,1,0.00187,9.672571,[43 40] ; [87 32],[53.41584158 29.58415842] ; [76.58415842 42.41584158],0
u3,1,0.006704,7.350585,[ 9 30] ; [22 20],[14.92592593 24.07407407] ; [16.07407407 25.92592593],0
d1,1,0.012967,6.173551,[30 54] ; [64 56],[38.70588235 45.29411765] ; [55.29411765 64.70588235],0
p11,1,0.014929,5.92483,[44 40] ; [83 37],[52.29411765 31.70588235] ; [74.70588235 45.29411765],0
p10,1,0.017502,5.64537,[39 42] ; [78 42],[47.14925373 33.85074627] ; [69.85074627 50.14925373],0
a2,1,0.059,3.565286,[ 8 76] ; [23 97],[12.76470588 71.23529412] ; [ 18.23529412 101.76470588],0
p1,1,0.069668,3.290831,[10 73] ; [  6 113],[ 6.57425743 76.42574257] ; [  9.42574257 109.57425743],0
b2,1,0.072827,3.21813,[22 29] ; [18 48],[17.43589744 33.56410256] ; [22.56410256 43.43589744],0
b3,1,0.072827,3.21813,[22 29] ; [18 48],[17.43589744 33.56410256] ; [22.56410256 43.43589744],0
a3,1,0.085502,2.957079,[45 39] ; [78 41],[50.89655172 33.10344828] ; [72.10344828 46.89655172],0
a6,1,0.093171,2.818721,[47 37] ; [81 39],[52.70588235 31.29411765] ; [75.29411765 44.70588235],0
d5,1,0.105785,2.616082,[52 31] ; [88 32],[57.24137931 25.75862069] ; [82.75862069 37.24137931],0
u2,1,0.11436,2.492911,[15 24] ; [23 18],[18.525 20.475] ; [19.475 21.525],0
v3,1,0.115905,2.471805,[14 69] ; [30 84],[18.53807107 64.46192893] ; [25.46192893 88.53807107],0
s4,1,0.122551,2.384416,[10 74] ; [  7 113],[ 7. 77.] ; [ 10. 110.],0
a4,1,0.167632,1.903993,[26 57] ; [49 71],[30.66502463 52.33497537] ; [44.33497537 75.66502463],0
p7,1,0.17564,1.83413,[31 51] ; [56 62],[35.67 46.33] ; [51.33 66.67],0
s7,1,0.194338,1.684422,[12 68] ; [25 86],[15.4973822 64.5026178] ; [21.5026178 89.4973822],0
p2,1,0.219838,1.505429,[47 35] ; [79 41],[51.14851485 30.85148515] ; [74.85148515 45.14851485],0
p8,1,0.225715,1.46766,[24 58] ; [45 75],[28.00990099 53.99009901] ; [40.99009901 79.00990099],0
s5,1,0.25264,1.308646,[ 4 76] ; [ 11 106],[ 6.09137056 73.90862944] ; [  8.90862944 108.09137056],0
n4,1,0.275527,1.189021,[49 35] ; [79 41],[52.70588235 31.29411765] ; [75.29411765 44.70588235],0
b5,1,0.29021,1.118646,[49 35] ; [61 59],[45.29411765 38.70588235] ; [64.70588235 55.29411765],0
n5,1,0.333196,0.936437,[52 32] ; [65 53],[48.65346535 35.34653465] ; [68.34653465 49.65346535],0
a1,1,0.369986,0.803712,[ 5 79] ; [  4 116],[ 3.70588235 80.29411765] ; [  5.29411765 114.70588235],0
p6,1,0.381939,0.764453,[18 62] ; [21 99],[15.6 64.4] ; [23.4 96.6],0
u1,1,0.400679,0.706288,[ 5 79] ; [ 11 109],[ 6.58823529 77.41176471] ; [  9.41176471 110.58823529],0
p3,1,0.488522,0.479779,[21 63] ; [35 84],[23.17241379 60.82758621] ; [32.82758621 86.17241379],0
s1,1,0.493265,0.469397,[ 2 81] ; [  5 114],[ 2.87623762 80.12376238] ; [  4.12376238 114.87623762],0
b4,1,0.612229,0.256941,[46 38] ; [70 50],[47.76470588 36.23529412] ; [68.23529412 51.76470588],0
n3,1,0.615412,0.252369,[22 12] ; [23 16],[20.95890411 13.04109589] ; [24.04109589 14.95890411],0
p4,1,0.660599,0.192797,[25 58] ; [39 79],[26.4278607 56.5721393] ; [37.5721393 80.4278607],0
n1,1,0.687498,0.161808,[10 22] ; [15 27],[10.81081081 21.18918919] ; [14.18918919 27.81081081],0
p5,1,0.69881,0.149713,[ 2 80] ; [  2 118],[ 1.62376238 80.37623762] ; [  2.37623762 117.62376238],0
s3,1,0.702239,0.146153,[19 62] ; [31 89],[20.14925373 60.85074627] ; [29.85074627 90.14925373],0
d2,1,0.712002,0.136286,[33 49] ; [51 68],[34.26865672 47.73134328] ; [49.73134328 69.26865672],0
a8,1,0.713647,0.134661,[ 8 73] ; [ 9 99],[ 7.28571429 73.71428571] ; [ 9.71428571 98.28571429],0
b1,1,0.77292,0.083265,[36 48] ; [49 71],[35. 49.] ; [50. 70.],0
n2,1,0.784663,0.074664,[20 14] ; [26 16],[20.57894737 13.42105263] ; [25.42105263 16.57894737],0
p12,1,0.798879,0.064922,[ 1 83] ; [  1 119],[ 0.82352941 83.17647059] ; [  1.17647059 118.82352941],0
n6,1,0.860009,0.031104,[57 26] ; [81 39],[56.42364532 26.57635468] ; [81.57635468 38.42364532],0
s2,1,0.945542,0.004666,[13 71] ; [ 18 101],[12.82758621 71.17241379] ; [ 18.17241379 100.82758621],0
p9,1,0.952693,0.00352,[49 31] ; [74 46],[49.2 30.8] ; [73.8 46.2],0
s8,1,0.96061,0.002439,[11 73] ; [ 16 104],[11.11764706 72.88235294] ; [ 15.88235294 104.11764706],0
