Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.006072,7.528889,[6 2] ; [ 4 16],[2.85714286 5.14285714] ; [ 7.14285714 12.85714286],0
r1,1,0.014393,5.989305,[6 2] ; [ 5 15],[3.14285714 4.85714286] ; [ 7.85714286 12.14285714],0
v4,1,0.029604,4.732164,[3 5] ; [16  4],[5.42857143 2.57142857] ; [13.57142857  6.42857143],0
b1,1,0.055205,3.675897,[2 6] ; [13  7],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
u3,1,0.05778,3.6,[4 1] ; [1 4],[2.5 2.5] ; [2.5 2.5],0
a3,1,0.061369,3.5,[3 5] ; [15  5],[5.14285714 2.85714286] ; [12.85714286  7.14285714],0
s3,1,0.06399,3.430827,[4 3] ; [ 4 16],[2.07407407 4.92592593] ; [ 5.92592593 14.07407407],0
p4,1,0.066435,3.368984,[7 1] ; [10 10],[4.85714286 3.14285714] ; [12.14285714  7.85714286],0
p6,1,0.075426,3.160797,[5 3] ; [ 5 14],[2.96296296 5.03703704] ; [ 7.03703704 11.96296296],0
s7,1,0.10247,2.666667,[3 3] ; [ 3 15],[1.5 4.5] ; [ 4.5 13.5],0
n6,1,0.104935,2.628889,[7 1] ; [11  9],[5.14285714 2.85714286] ; [12.85714286  7.14285714],0
p9,1,0.14753,2.097605,[6 1] ; [11  9],[4.40740741 2.59259259] ; [12.59259259  7.40740741],0
b4,1,0.150449,2.067692,[6 2] ; [ 9 11],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
s6,1,0.227195,1.458333,[6 2] ; [10 10],[4.57142857 3.42857143] ; [11.42857143  8.57142857],0
p2,1,0.233815,1.4175,[7 1] ; [13  7],[5.71428571 2.28571429] ; [14.28571429  5.71428571],0
p8,1,0.280828,1.163077,[5 3] ; [ 8 12],[3.71428571 4.28571429] ; [ 9.28571429 10.71428571],0
a6,1,0.280828,1.163077,[3 5] ; [12  8],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
p12,1,0.305507,1.05,[2 6] ; [ 2 18],[1.14285714 6.85714286] ; [ 2.85714286 17.14285714],0
n5,1,0.333998,0.933333,[7 1] ; [14  6],[6. 2.] ; [15.  5.],0
n1,1,0.371093,0.8,[1 2] ; [1 8],[0.5 2.5] ; [1.5 7.5],0
b3,1,0.394344,0.725505,[1 5] ; [4 7],[1.76470588 4.23529412] ; [3.23529412 7.76470588],0
b2,1,0.394344,0.725505,[1 5] ; [4 7],[1.76470588 4.23529412] ; [3.23529412 7.76470588],0
d2,1,0.402784,0.7,[5 3] ; [ 9 11],[4. 4.] ; [10. 10.],0
d5,1,0.466479,0.530303,[7 1] ; [15  5],[6.28571429 1.71428571] ; [15.71428571  4.28571429],0
a8,1,0.470027,0.521912,[1 6] ; [ 1 17],[0.56 6.44] ; [ 1.44 16.56],0
u1,1,0.486339,0.484615,[1 7] ; [ 1 19],[0.57142857 7.42857143] ; [ 1.42857143 18.57142857],0
s1,1,0.486339,0.484615,[1 7] ; [ 1 19],[0.57142857 7.42857143] ; [ 1.42857143 18.57142857],0
d4,1,0.532528,0.389565,[6 2] ; [17  3],[6.57142857 1.42857143] ; [16.42857143  3.57142857],0
s5,1,0.532528,0.389565,[2 6] ; [ 3 17],[1.42857143 6.57142857] ; [ 3.57142857 16.42857143],0
s2,1,0.534561,0.385714,[3 4] ; [ 6 14],[2.33333333 4.66666667] ; [ 6.66666667 13.33333333],0
b5,1,0.549076,0.358974,[5 3] ; [10 10],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
p7,1,0.549076,0.358974,[5 3] ; [10 10],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
p3,1,0.56114,0.337734,[3 5] ; [ 5 14],[2.37037037 5.62962963] ; [ 5.62962963 13.37037037],0
p11,1,0.639703,0.21913,[7 1] ; [16  4],[6.57142857 1.42857143] ; [16.42857143  3.57142857],0
p5,1,0.639703,0.21913,[1 7] ; [ 4 16],[1.42857143 6.57142857] ; [ 3.57142857 16.42857143],0
r4,1,0.701063,0.147368,[3 5] ; [ 6 14],[2.57142857 5.42857143] ; [ 6.42857143 13.57142857],0
s4,1,0.770831,0.084848,[2 6] ; [ 4 16],[1.71428571 6.28571429] ; [ 4.28571429 15.71428571],0
a5,1,0.810595,0.057436,[4 4] ; [11  9],[4.28571429 3.71428571] ; [10.71428571  9.28571429],0
a2,1,0.846788,0.037333,[1 7] ; [ 2 18],[0.85714286 7.14285714] ; [ 2.14285714 17.85714286],0
d3,1,0.900744,0.015556,[5 3] ; [13  7],[5.14285714 2.85714286] ; [12.85714286  7.14285714],0
a7,1,0.90261,0.014973,[5 3] ; [12  8],[4.85714286 3.14285714] ; [12.14285714  7.85714286],0
a4,1,0.90261,0.014973,[3 5] ; [ 8 12],[3.14285714 4.85714286] ; [ 7.85714286 12.14285714],0
v1,1,0.90261,0.014973,[5 3] ; [12  8],[4.85714286 3.14285714] ; [12.14285714  7.85714286],0
d1,1,1.0,0.0,[4 4] ; [10 10],[4. 4.] ; [10. 10.],0
u2,1,1.0,0.0,[3 2] ; [3 2],[3. 2.] ; [3. 2.],0
n3,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
n2,1,1.0,0.0,[2 1] ; [6 3],[2. 1.] ; [6. 3.],0
