Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000836,11.160277,[ 7 46] ; [12 13],[12.91025641 40.08974359] ; [ 6.08974359 18.91025641],1
p11,1,0.001062,10.7162,[20 33] ; [20  6],[26.83544304 26.16455696] ; [13.16455696 12.83544304],0
p7,1,0.001595,9.965978,[12 37] ; [16 10],[18.29333333 30.70666667] ; [ 9.70666667 16.29333333],0
p8,1,0.001793,9.75,[10 42] ; [14 12],[16. 36.] ; [ 8. 18.],0
p3,1,0.004964,7.89249,[10 42] ; [13 13],[15.33333333 36.66666667] ; [ 7.66666667 18.33333333],0
p2,1,0.025205,5.009768,[25 26] ; [19  6],[29.52631579 21.47368421] ; [14.47368421 10.52631579],0
s8,1,0.026355,4.932554,[ 6 47] ; [ 8 17],[ 9.51282051 43.48717949] ; [ 4.48717949 20.51282051],0
n6,1,0.047256,3.936262,[27 26] ; [18  6],[30.97402597 22.02597403] ; [14.02597403  9.97402597],0
p5,1,0.069459,3.295753,[ 3 48] ; [ 5 21],[ 5.2987013 45.7012987] ; [ 2.7012987 23.2987013],0
v3,1,0.075206,3.165584,[18 34] ; [ 4 22],[14.66666667 37.33333333] ; [ 7.33333333 18.66666667],0
s7,1,0.086322,2.941666,[14 37] ; [11 12],[17.22972973 33.77027027] ; [ 7.77027027 15.22972973],0
r3,1,0.100166,2.702897,[25 27] ; [17  8],[28.36363636 23.63636364] ; [13.63636364 11.36363636],0
p9,1,0.101824,2.676733,[28 24] ; [19  7],[31.33333333 20.66666667] ; [15.66666667 10.33333333],0
a5,1,0.127375,2.324204,[25 28] ; [17  9],[28.17721519 24.82278481] ; [13.82278481 12.17721519],0
d5,1,0.131256,2.277587,[34 19] ; [21  5],[36.89873418 16.10126582] ; [18.10126582  7.89873418],0
s3,1,0.13241,2.264015,[26 27] ; [ 7 16],[23.01315789 29.98684211] ; [ 9.98684211 13.01315789],0
v2,1,0.157995,1.993315,[16 35] ; [12 13],[18.78947368 32.21052632] ; [ 9.21052632 15.78947368],0
u3,1,0.179452,1.802153,[ 6 14] ; [6 5],[ 7.74193548 12.25806452] ; [4.25806452 6.74193548],0
p10,1,0.192858,1.695652,[28 24] ; [18  8],[30.66666667 21.33333333] ; [15.33333333 10.66666667],0
