Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.040447,[17 30] ; [58 14],[29.62184874 17.37815126] ; [45.37815126 26.62184874],1
a5,1,0.013088,6.157179,[14 34] ; [37 34],[20.57142857 27.42857143] ; [30.42857143 40.57142857],0
p1,1,0.017164,5.679561,[ 1 47] ; [11 60],[ 4.84033613 43.15966387] ; [ 7.15966387 63.84033613],0
v3,1,0.018164,5.580251,[ 6 41] ; [22 47],[11.34482759 35.65517241] ; [16.65517241 52.34482759],0
s7,1,0.035284,4.43137,[ 9 36] ; [26 41],[14.0625 30.9375] ; [20.9375 46.0625],0
b3,1,0.075927,3.15,[ 3 18] ; [15 27],[ 6. 15.] ; [12. 30.],0
b2,1,0.075927,3.15,[ 3 18] ; [15 27],[ 6. 15.] ; [12. 30.],0
a4,1,0.088909,2.894024,[ 5 43] ; [16 55],[ 8.47058824 39.52941176] ; [12.52941176 58.47058824],0
p3,1,0.091038,2.855922,[13 35] ; [30 41],[17.34453782 30.65546218] ; [25.65546218 45.34453782],0
b5,1,0.100292,2.700893,[30 18] ; [34 38],[25.6 22.4] ; [38.4 33.6],0
n6,1,0.101038,2.689076,[30 18] ; [55 17],[34. 14.] ; [51. 21.],0
p12,1,0.115899,2.471877,[ 2 46] ; [ 9 62],[ 4.43697479 43.56302521] ; [ 6.56302521 64.43697479],0
p10,1,0.154039,2.031787,[25 23] ; [45 24],[28.71794872 19.28205128] ; [41.28205128 27.71794872],0
d2,1,0.168669,1.894737,[ 7 41] ; [18 54],[10. 38.] ; [15. 57.],0
r2,1,0.168669,1.894737,[35 13] ; [60 12],[38. 10.] ; [57. 15.],0
r1,1,0.174783,1.841432,[24 24] ; [45 27],[27.6 20.4] ; [41.4 30.6],0
s6,1,0.205128,1.605483,[19 29] ; [36 34],[22.37288136 25.62711864] ; [32.62711864 37.37288136],0
s5,1,0.212814,1.552181,[ 9 38] ; [20 48],[11.85217391 35.14782609] ; [17.14782609 50.85217391],0
a2,1,0.231316,1.432749,[ 1 47] ; [ 5 67],[ 2.4 45.6] ; [ 3.6 68.4],0
p7,1,0.235566,1.406937,[26 19] ; [33 38],[22.88793103 22.11206897] ; [36.11206897 34.88793103],0
r4,1,0.290409,1.117725,[31 17] ; [53 19],[33.6 14.4] ; [50.4 21.6],0
v4,1,0.292077,1.110022,[37 10] ; [62 10],[39.10084034  7.89915966] ; [59.89915966 12.10084034],0
b4,1,0.293409,1.103914,[24 24] ; [43 29],[26.8 21.2] ; [40.2 31.8],0
n1,1,0.300299,1.072866,[ 5 13] ; [10 13],[ 6.58536585 11.41463415] ; [ 8.41463415 14.58536585],0
d3,1,0.301638,1.066939,[20 28] ; [23 48],[17.34453782 30.65546218] ; [25.65546218 45.34453782],0
p2,1,0.318323,0.995824,[34 14] ; [44 27],[31.46218487 16.53781513] ; [46.53781513 24.46218487],0
a6,1,0.324254,0.97171,[24 24] ; [42 29],[26.62184874 21.37815126] ; [39.37815126 31.62184874],0
a3,1,0.335334,0.928188,[17 31] ; [31 39],[19.52542373 28.47457627] ; [28.47457627 41.52542373],0
r3,1,0.456057,0.555556,[40  8] ; [56 16],[38.4  9.6] ; [57.6 14.4],0
a7,1,0.45629,0.55498,[27 21] ; [35 36],[25.00840336 22.99159664] ; [36.99159664 34.00840336],0
n2,1,0.508332,0.4375,[11  7] ; [17  7],[12.  6.] ; [16.  8.],0
u1,1,0.533389,0.387931,[ 1 47] ; [ 3 69],[ 1.6 46.4] ; [ 2.4 69.6],0
s3,1,0.555855,0.346931,[21 27] ; [34 35],[22.56410256 25.43589744] ; [32.43589744 36.56410256],0
n3,1,0.56409,0.332671,[13  5] ; [14  8],[12.15  5.85] ; [14.85  7.15],0
s8,1,0.570757,0.321418,[13 35] ; [16 55],[11.69747899 36.30252101] ; [17.30252101 53.69747899],0
s4,1,0.592318,0.286738,[12 36] ; [15 57],[10.8 37.2] ; [16.2 55.8],0
s2,1,0.600973,0.27353,[16 32] ; [27 44],[17.34453782 30.65546218] ; [25.65546218 45.34453782],0
u2,1,0.610858,0.258928,[15 15] ; [18 23],[13.94366197 16.05633803] ; [19.05633803 21.94366197],0
a8,1,0.62013,0.245686,[ 6 39] ; [ 7 61],[ 5.17699115 39.82300885] ; [ 7.82300885 60.17699115],0
d4,1,0.625619,0.238049,[22 25] ; [30 41],[20.71186441 26.28813559] ; [31.28813559 39.71186441],0
p11,1,0.630735,0.231065,[34 14] ; [48 24],[32.8 15.2] ; [49.2 22.8],0
p4,1,0.666691,0.185497,[20 27] ; [27 43],[18.88034188 28.11965812] ; [28.11965812 41.88034188],0
d1,1,0.677975,0.172414,[ 2 46] ; [ 2 70],[ 1.6 46.4] ; [ 2.4 69.6],0
p8,1,0.67903,0.171219,[19 28] ; [31 39],[20.08547009 26.91452991] ; [29.91452991 40.08547009],0
s1,1,0.719728,0.128753,[ 2 46] ; [ 4 67],[ 2.42016807 45.57983193] ; [ 3.57983193 67.42016807],0
p9,1,0.730836,0.118346,[31 17] ; [46 22],[31.86206897 16.13793103] ; [45.13793103 22.86206897],0
a1,1,0.732356,0.116959,[ 2 46] ; [ 4 68],[ 2.4 45.6] ; [ 3.6 68.4],0
u3,1,0.769703,0.085711,[12 18] ; [15 26],[11.4084507 18.5915493] ; [15.5915493 25.4084507],0
v2,1,0.8426,0.039429,[12 33] ; [17 51],[11.54867257 33.45132743] ; [17.45132743 50.54867257],0
p6,1,0.922445,0.009478,[14 34] ; [21 49],[14.23728814 33.76271186] ; [20.76271186 49.23728814],0
b1,1,0.94005,0.005656,[21 27] ; [31 41],[20.8 27.2] ; [31.2 40.8],0
p5,1,0.990869,0.000131,[ 4 43] ; [ 6 65],[ 3.98305085 43.01694915] ; [ 6.01694915 64.98305085],0
