Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001565,9.999943,[116 165] ; [42 25],[127.58045977 153.41954023] ; [30.41954023 36.58045977],0
b3,1,0.002931,8.849923,[ 98 110] ; [ 9 32],[ 89.3815261 118.6184739] ; [17.6184739 23.3815261],0
b2,1,0.002931,8.849923,[ 98 110] ; [ 9 32],[ 89.3815261 118.6184739] ; [17.6184739 23.3815261],0
s2,1,0.008298,6.968107,[203  85] ; [61 10],[211.78830084  76.21169916] ; [52.21169916 18.78830084],0
n4,1,0.011458,6.392876,[253  35] ; [54 17],[246.28412256  41.71587744] ; [60.71587744 10.28412256],0
a8,1,0.012331,6.262662,[ 54 201] ; [ 5 60],[ 47.015625 207.984375] ; [11.984375 53.015625],0
v2,1,0.017733,5.622307,[183  97] ; [35 35],[174.4 105.6] ; [43.6 26.4],0
v3,1,0.041316,4.162994,[138 137] ; [26 45],[130.34682081 144.65317919] ; [33.65317919 37.34682081],0
s6,1,0.043215,4.086959,[239  48] ; [65  5],[244.39215686  42.60784314] ; [59.60784314 10.39215686],0
n1,1,0.054055,3.711005,[31 28] ; [ 3 10],[27.86111111 31.13888889] ; [6.13888889 6.86111111],0
s3,1,0.064045,3.429418,[211  74] ; [60 11],[216.95224719  68.04775281] ; [54.04775281 16.95224719],0
n5,1,0.068411,3.320745,[240  46] ; [53 18],[234.72829132  51.27170868] ; [58.27170868 12.72829132],0
d3,1,0.138445,2.195154,[210  77] ; [58 13],[214.84916201  72.15083799] ; [53.15083799 17.84916201],0
p6,1,0.152304,2.049021,[124 162] ; [37 33],[129.34269663 156.65730337] ; [31.65730337 38.34269663],0
u4,1,0.227589,1.455864,[ 13 276] ; [ 1 70],[ 11.23888889 277.76111111] ; [ 2.76111111 68.23888889],0
a7,1,0.228956,1.447334,[212  77] ; [47 24],[207.91944444  81.08055556] ; [51.08055556 19.91944444],0
p5,1,0.265129,1.241775,[ 52 233] ; [ 9 62],[ 48.83426966 236.16573034] ; [12.16573034 58.83426966],0
p7,1,0.290216,1.118619,[196  84] ; [52 16],[199.54022989  80.45977011] ; [48.45977011 19.54022989],0
v4,1,0.2911,1.114527,[282   6] ; [67  3],[280.75977654   7.24022346] ; [68.24022346  1.75977654],0
n3,1,0.365713,0.818179,[37 21] ; [10  3],[38.3943662 19.6056338] ; [8.6056338 4.3943662],0
