Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00015,14.370577,[6 3] ; [59  1],[8.47826087 0.52173913] ; [56.52173913  3.47826087],1
n6,1,0.000207,13.764156,[3 6] ; [52  8],[7.17391304 1.82608696] ; [47.82608696 12.17391304],1
r1,1,0.00054,11.970561,[2 7] ; [47 13],[6.39130435 2.60869565] ; [42.60869565 17.39130435],1
r2,1,0.004805,7.951263,[7 2] ; [59  1],[8.60869565 0.39130435] ; [57.39130435  2.60869565],0
n2,1,0.019046,5.497284,[2 3] ; [16  2],[3.91304348 1.08695652] ; [14.08695652  3.91304348],0
r3,1,0.023746,5.113077,[7 2] ; [58  2],[8.47826087 0.52173913] ; [56.52173913  3.47826087],0
u3,1,0.050694,3.818346,[1 4] ; [13  6],[2.91666667 2.08333333] ; [11.08333333  7.91666667],0
p10,1,0.064609,3.41494,[4 5] ; [44 15],[6.35294118 2.64705882] ; [41.64705882 17.35294118],0
n5,1,0.079021,3.084921,[4 5] ; [44 16],[6.26086957 2.73913043] ; [41.73913043 18.26086957],0
p9,1,0.082074,3.02335,[5 4] ; [48 11],[7.01470588 1.98529412] ; [45.98529412 13.01470588],0
s6,1,0.090802,2.860099,[3 6] ; [36 21],[5.31818182 3.68181818] ; [33.68181818 23.31818182],0
b1,1,0.108319,2.578578,[6 3] ; [23 37],[3.7826087 5.2173913] ; [25.2173913 34.7826087],0
v1,1,0.132184,2.266667,[2 6] ; [32 28],[4. 4.] ; [30. 30.],0
a3,1,0.139031,2.188655,[4 5] ; [41 18],[5.95588235 3.04411765] ; [39.04411765 19.95588235],0
p11,1,0.160571,1.968843,[4 5] ; [41 19],[5.86956522 3.13043478] ; [39.13043478 20.86956522],0
n4,1,0.223322,1.482895,[5 4] ; [45 15],[6.52173913 2.47826087] ; [43.47826087 16.52173913],0
u2,1,0.26939,1.21985,[4 1] ; [10  9],[2.91666667 2.08333333] ; [11.08333333  7.91666667],0
d3,1,0.326499,0.962736,[3 5] ; [33 26],[4.29850746 3.70149254] ; [31.70149254 27.29850746],0
a5,1,0.326514,0.962674,[4 5] ; [37 23],[5.34782609 3.65217391] ; [35.65217391 24.34782609],0
b4,1,0.35062,0.871212,[3 6] ; [30 30],[4.30434783 4.69565217] ; [28.69565217 31.30434783],0
s8,1,0.375808,0.784369,[3 6] ; [29 30],[4.23529412 4.76470588] ; [27.76470588 31.23529412],0
s4,1,0.393034,0.729534,[2 7] ; [ 7 52],[1.19117647 7.80882353] ; [ 7.80882353 51.19117647],0
d1,1,0.400087,0.708066,[3 6] ; [29 31],[4.17391304 4.82608696] ; [27.82608696 32.17391304],0
d4,1,0.439321,0.598054,[6 3] ; [47 13],[6.91304348 2.08695652] ; [46.08695652 13.91304348],0
a4,1,0.448279,0.575,[2 7] ; [21 39],[3. 6.] ; [20. 40.],0
a1,1,0.464432,0.535192,[1 8] ; [ 3 57],[0.52173913 8.47826087] ; [ 3.47826087 56.52173913],0
s1,1,0.484163,0.489471,[1 8] ; [ 3 55],[0.53731343 8.46268657] ; [ 3.46268657 54.53731343],0
p8,1,0.484229,0.489325,[3 6] ; [27 32],[3.97058824 5.02941176] ; [26.02941176 32.97058824],0
a6,1,0.485526,0.486427,[7 2] ; [39 20],[6.08823529 2.91176471] ; [39.91176471 19.08823529],0
n3,1,0.566501,0.328571,[4 1] ; [12  6],[3.47826087 1.52173913] ; [12.52173913  5.47826087],0
a2,1,0.68178,0.168129,[2 7] ; [10 50],[1.56521739 7.43478261] ; [10.43478261 49.56521739],0
d2,1,0.702357,0.146032,[3 6] ; [24 36],[3.52173913 5.47826087] ; [23.47826087 36.52173913],0
a7,1,0.745275,0.105544,[6 3] ; [36 23],[5.55882353 3.44117647] ; [36.44117647 22.55882353],0
s3,1,0.830657,0.045736,[5 4] ; [35 24],[5.29411765 3.70588235] ; [34.70588235 24.29411765],0
s7,1,0.848296,0.036593,[4 3] ; [32 28],[3.76119403 3.23880597] ; [32.23880597 27.76119403],0
p7,1,0.855798,0.033024,[6 2] ; [41 16],[5.78461538 2.21538462] ; [41.21538462 15.78461538],0
p2,1,0.856885,0.032523,[7 2] ; [45 15],[6.7826087 2.2173913] ; [45.2173913 14.7826087],0
d5,1,0.864334,0.029193,[6 3] ; [41 18],[6.22058824 2.77941176] ; [40.77941176 18.22058824],0
v3,1,0.894868,0.017463,[3 6] ; [21 38],[3.17647059 5.82352941] ; [20.82352941 38.17647059],0
s2,1,0.906821,0.013701,[5 4] ; [34 25],[5.16176471 3.83823529] ; [33.83823529 25.16176471],0
p3,1,0.920306,0.01001,[3 6] ; [19 41],[2.86956522 6.13043478] ; [19.13043478 40.86956522],0
v2,1,0.982842,0.000463,[5 4] ; [32 26],[4.97014925 4.02985075] ; [32.02985075 25.97014925],0
