Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000276,13.229598,[3 5] ; [ 2 63],[0.54794521 7.45205479] ; [ 4.45205479 60.54794521],1
p3,1,0.008426,6.940539,[3 6] ; [53 17],[6.37974684 2.62025316] ; [49.62025316 20.37974684],0
b5,1,0.022509,5.205986,[8 1] ; [34 36],[4.78481013 4.21518987] ; [37.21518987 32.78481013],0
p6,1,0.037495,4.327771,[3 6] ; [48 22],[5.81012658 3.18987342] ; [45.18987342 24.81012658],0
p4,1,0.038579,4.279297,[5 4] ; [59 11],[7.29113924 1.70886076] ; [56.70886076 13.29113924],0
s5,1,0.048989,3.875738,[1 5] ; [38 27],[3.29577465 2.70422535] ; [35.70422535 29.29577465],0
s7,1,0.092804,2.825047,[4 5] ; [49 19],[6.19480519 2.80519481] ; [46.80519481 21.19480519],0
r1,1,0.099816,2.70848,[5 4] ; [56 14],[6.94936709 2.05063291] ; [54.05063291 15.94936709],0
a3,1,0.107677,2.587982,[3 6] ; [43 27],[5.24050633 3.75949367] ; [40.75949367 29.24050633],0
b1,1,0.180291,1.795224,[2 7] ; [32 38],[3.87341772 5.12658228] ; [30.12658228 39.87341772],0
n4,1,0.264369,1.245732,[8 1] ; [50 20],[6.60759494 2.39240506] ; [51.39240506 18.60759494],0
d3,1,0.297794,1.084045,[8 1] ; [51 19],[6.72151899 2.27848101] ; [52.27848101 17.72151899],0
u2,1,0.324534,0.970588,[4 2] ; [12 15],[2.90909091 3.09090909] ; [13.09090909 13.90909091],0
r3,1,0.386942,0.748531,[8 1] ; [66  3],[8.53846154 0.46153846] ; [65.46153846  3.53846154],0
d4,1,0.468464,0.525597,[8 1] ; [55 15],[7.17721519 1.82278481] ; [55.82278481 14.17721519],0
s8,1,0.47036,0.52113,[4 5] ; [40 30],[5.01265823 3.98734177] ; [38.98734177 31.01265823],0
v3,1,0.501708,0.451321,[2 7] ; [23 46],[2.88461538 6.11538462] ; [22.11538462 46.88461538],0
s1,1,0.531365,0.39178,[1 8] ; [ 4 66],[0.56962025 8.43037975] ; [ 4.43037975 65.56962025],0
b4,1,0.532191,0.390205,[6 3] ; [39 31],[5.12658228 3.87341772] ; [39.87341772 30.12658228],0
d5,1,0.581139,0.304397,[8 1] ; [57 13],[7.40506329 1.59493671] ; [57.59493671 12.40506329],0
p2,1,0.672291,0.178934,[8 1] ; [65  5],[8.3164557 0.6835443] ; [64.6835443  5.3164557],0
d2,1,0.693221,0.155621,[5 4] ; [34 36],[4.44303797 4.55696203] ; [34.55696203 35.44303797],0
s3,1,0.69654,0.152096,[6 3] ; [51 19],[6.49367089 2.50632911] ; [50.50632911 19.49367089],0
a6,1,0.699823,0.148656,[6 3] ; [42 28],[5.46835443 3.53164557] ; [42.53164557 27.46835443],0
a2,1,0.707184,0.141106,[2 7] ; [12 58],[1.59493671 7.40506329] ; [12.40506329 57.59493671],0
n5,1,0.707184,0.141106,[7 2] ; [58 12],[7.40506329 1.59493671] ; [57.59493671 12.40506329],0
u1,1,0.707184,0.141106,[2 7] ; [12 58],[1.59493671 7.40506329] ; [12.40506329 57.59493671],0
p11,1,0.707184,0.141106,[7 2] ; [58 12],[7.40506329 1.59493671] ; [57.59493671 12.40506329],0
u3,1,0.736956,0.112821,[4 2] ; [16 11],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
s6,1,0.755678,0.096821,[6 1] ; [60  7],[6.24324324 0.75675676] ; [59.75675676  7.24324324],0
d1,1,0.760527,0.092896,[6 3] ; [43 27],[5.58227848 3.41772152] ; [43.41772152 26.58227848],0
s2,1,0.768903,0.086324,[6 2] ; [49 21],[5.64102564 2.35897436] ; [49.35897436 20.64102564],0
p5,1,0.795671,0.067057,[1 8] ; [10 60],[1.25316456 7.74683544] ; [ 9.74683544 60.25316456],0
p10,1,0.80075,0.063694,[8 1] ; [64  6],[8.20253165 0.79746835] ; [63.79746835  6.20253165],0
v1,1,0.848459,0.036514,[5 4] ; [36 33],[4.73076923 4.26923077] ; [36.26923077 32.73076923],0
a4,1,0.862897,0.029821,[4 5] ; [29 41],[3.75949367 5.24050633] ; [29.24050633 40.75949367],0
r4,1,0.882114,0.02199,[8 1] ; [61  9],[7.86075949 1.13924051] ; [61.13924051  8.86075949],0
p9,1,0.882114,0.02199,[8 1] ; [61  9],[7.86075949 1.13924051] ; [61.13924051  8.86075949],0
v2,1,0.890278,0.019031,[4 5] ; [29 40],[3.80769231 5.19230769] ; [29.19230769 39.80769231],0
r2,1,0.917163,0.010818,[8 1] ; [63  7],[8.08860759 0.91139241] ; [62.91139241  7.08860759],0
a5,1,0.977169,0.000819,[6 3] ; [47 23],[6.03797468 2.96202532] ; [46.96202532 23.03797468],0
