Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,20.747198,[80 43] ; [28 57],[63.86538462 59.13461538] ; [44.13461538 40.86538462],1
a6,1,0.0001,15.132002,[86 38] ; [36 49],[72.38277512 51.61722488] ; [49.61722488 35.38277512],1
d5,1,0.000312,12.995155,[94 30] ; [44 41],[81.87559809 42.12440191] ; [56.12440191 28.87559809],1
b5,1,0.000666,11.581636,[88 37] ; [40 45],[76.19047619 48.80952381] ; [51.80952381 33.19047619],1
d4,1,0.000803,11.234812,[97 27] ; [48 37],[86.02870813 37.97129187] ; [58.97129187 26.02870813],1
a2,1,0.010044,6.627012,[29 96] ; [ 8 77],[ 22.02380952 102.97619048] ; [14.97619048 70.02380952],0
u3,1,0.01109,6.450883,[26 19] ; [11 26],[20.30487805 24.69512195] ; [16.69512195 20.30487805],0
d1,1,0.01345,6.108899,[58 67] ; [25 60],[49.4047619 75.5952381] ; [33.5952381 51.4047619],0
r3,1,0.01412,6.023126,[105  19] ; [60 25],[97.89473684 26.10526316] ; [67.10526316 17.89473684],0
u2,1,0.022003,5.245516,[26 19] ; [12 25],[20.85365854 24.14634146] ; [17.14634146 19.85365854],0
p9,1,0.036916,4.354289,[85 35] ; [47 36],[78.02955665 41.97044335] ; [53.97044335 29.02955665],0
r4,1,0.040237,4.207847,[97 28] ; [55 30],[90.47619048 34.52380952] ; [61.52380952 23.47619048],0
n5,1,0.047904,3.91335,[73 52] ; [61 24],[79.76190476 45.23809524] ; [54.23809524 30.76190476],0
p8,1,0.0655,3.392335,[44 80] ; [20 65],[37.97129187 86.02870813] ; [26.02870813 58.97129187],0
p10,1,0.084715,2.97204,[77 46] ; [43 42],[70.96153846 52.03846154] ; [49.03846154 35.96153846],0
r1,1,0.088203,2.906862,[83 41] ; [47 38],[77.1291866 46.8708134] ; [52.8708134 32.1291866],0
s4,1,0.10279,2.661706,[ 16 108] ; [18 66],[ 20.26923077 103.73076923] ; [13.73076923 70.26923077],0
n1,1,0.114947,2.484848,[20 21] ; [13 28],[16.5 24.5] ; [16.5 24.5],0
r2,1,0.126335,2.336976,[111  13] ; [69 15],[107.30769231  16.69230769] ; [72.69230769 11.30769231],0
v4,1,0.133763,2.248275,[106  18] ; [65 19],[101.94230769  22.05769231] ; [69.05769231 14.94230769],0
b1,1,0.151327,2.058824,[45 80] ; [39 46],[50. 75.] ; [34. 51.],0
s2,1,0.169498,1.88738,[44 81] ; [22 62],[39.47368421 85.52631579] ; [26.52631579 57.47368421],0
u1,1,0.182376,1.778155,[ 16 109] ; [ 6 79],[ 13.0952381 111.9047619] ; [ 8.9047619 76.0952381],0
a1,1,0.194329,1.684492,[  5 120] ; [ 7 78],[  7.14285714 117.85714286] ; [ 4.85714286 80.14285714],0
a8,1,0.199581,1.645437,[ 16 103] ; [ 6 73],[ 13.22222222 105.77777778] ; [ 8.77777778 70.22222222],0
a3,1,0.250726,1.319256,[80 43] ; [48 36],[76.05797101 46.94202899] ; [51.94202899 32.05797101],0
b4,1,0.286446,1.136252,[74 51] ; [44 41],[70.23809524 54.76190476] ; [47.76190476 37.23809524],0
s6,1,0.328769,0.953742,[60 64] ; [34 48],[56.58252427 67.41747573] ; [37.41747573 44.58252427],0
p2,1,0.331708,0.942219,[82 42] ; [50 34],[78.69230769 45.30769231] ; [53.30769231 30.69230769],0
n4,1,0.355571,0.853476,[76 49] ; [57 28],[79.16666667 45.83333333] ; [53.83333333 31.16666667],0
p5,1,0.362456,0.829365,[  8 116] ; [ 3 81],[  6.55769231 117.44230769] ; [ 4.44230769 79.55769231],0
n3,1,0.386161,0.750996,[27 14] ; [22 17],[25.1125 15.8875] ; [23.8875 15.1125],0
p3,1,0.431283,0.619365,[ 20 105] ; [17 67],[ 22.1291866 102.8708134] ; [14.8708134 69.1291866],0
b3,1,0.44075,0.594328,[20 47] ; [19 33],[21.95798319 45.04201681] ; [17.04201681 34.95798319],0
b2,1,0.44075,0.594328,[20 47] ; [19 33],[21.95798319 45.04201681] ; [17.04201681 34.95798319],0
n6,1,0.443211,0.587956,[83 42] ; [60 24],[85.52631579 39.47368421] ; [57.47368421 26.52631579],0
p6,1,0.575078,0.31426,[ 16 108] ; [13 70],[ 17.37198068 106.62801932] ; [11.62801932 71.37198068],0
p12,1,0.579984,0.306261,[  4 119] ; [ 4 80],[  4.75362319 118.24637681] ; [ 3.24637681 80.75362319],0
d2,1,0.618722,0.247669,[48 76] ; [35 48],[49.71980676 74.28019324] ; [33.28019324 49.71980676],0
p1,1,0.69992,0.148555,[  7 115] ; [ 6 79],[  7.66183575 114.33816425] ; [ 5.33816425 79.66183575],0
p11,1,0.731551,0.117692,[75 50] ; [53 32],[76.19047619 48.80952381] ; [51.80952381 33.19047619],0
s5,1,0.742247,0.108162,[26 98] ; [19 64],[26.95652174 97.04347826] ; [18.04347826 64.95652174],0
n2,1,0.756155,0.096431,[29 13] ; [27 14],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
s3,1,0.800454,0.063888,[52 71] ; [37 47],[52.88405797 70.11594203] ; [36.11594203 47.88405797],0
a4,1,0.886805,0.020263,[44 80] ; [29 55],[43.51923077 80.48076923] ; [29.48076923 54.51923077],0
s8,1,0.897357,0.016641,[29 95] ; [19 65],[28.61538462 95.38461538] ; [19.38461538 64.61538462],0
a5,1,0.913563,0.011782,[73 52] ; [49 36],[72.61904762 52.38095238] ; [49.38095238 35.61904762],0
v1,1,0.939027,0.005851,[36 87] ; [25 59],[36.24637681 86.75362319] ; [24.75362319 59.24637681],0
s1,1,0.94228,0.005242,[  7 117] ; [ 5 80],[  7.11961722 116.88038278] ; [ 4.88038278 80.11961722],0
s7,1,0.944429,0.004859,[34 84] ; [24 58],[34.22 83.78] ; [23.78 58.22],0
p7,1,0.946205,0.004553,[43 75] ; [31 53],[43.22772277 74.77227723] ; [30.77227723 53.22772277],0
v3,1,0.969242,0.001487,[ 21 102] ; [14 69],[ 20.89805825 102.10194175] ; [14.10194175 68.89805825],0
