Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.005393,7.742585,[ 5 23] ; [24 24],[10.68421053 17.31578947] ; [18.31578947 29.68421053],0
v4,1,0.016716,5.725955,[15 13] ; [36  9],[19.56164384  8.43835616] ; [31.43835616 13.56164384],0
d2,1,0.021846,5.257974,[ 6 22] ; [23 25],[10.68421053 17.31578947] ; [18.31578947 29.68421053],0
d5,1,0.02669,4.910769,[14 14] ; [36 12],[18.42105263  9.57894737] ; [31.57894737 16.42105263],0
b1,1,0.091706,2.844171,[19  9] ; [23 25],[15.47368421 12.52631579] ; [26.52631579 21.47368421],0
b4,1,0.104556,2.634629,[14 14] ; [33 15],[17.31578947 10.68421053] ; [29.68421053 18.31578947],0
n5,1,0.129815,2.294721,[22  6] ; [29 18],[19.04  8.96] ; [31.96 15.04],0
a2,1,0.131316,2.276873,[ 1 27] ; [ 7 41],[ 2.94736842 25.05263158] ; [ 5.05263158 42.94736842],0
p4,1,0.160421,1.970256,[16 12] ; [19 28],[13.06666667 14.93333333] ; [21.93333333 25.06666667],0
p6,1,0.165809,1.920434,[ 5 23] ; [15 31],[ 7.56756757 20.43243243] ; [12.43243243 33.56756757],0
a6,1,0.21057,1.567502,[11 17] ; [26 22],[13.63157895 14.36842105] ; [23.36842105 24.63157895],0
s5,1,0.226788,1.460896,[ 3 25] ; [10 36],[ 4.91891892 23.08108108] ; [ 8.08108108 37.91891892],0
s8,1,0.250784,1.318932,[10 18] ; [11 36],[ 7.84 20.16] ; [13.16 33.84],0
u1,1,0.266721,1.233535,[ 3 25] ; [ 2 46],[ 1.84210526 26.15789474] ; [ 3.15789474 44.84210526],0
s3,1,0.269981,1.216843,[10 18] ; [22 23],[12.2739726 15.7260274] ; [19.7260274 25.2739726],0
s1,1,0.274533,1.193955,[ 2 26] ; [ 1 47],[ 1.10526316 26.89473684] ; [ 1.89473684 46.10526316],0
s4,1,0.303154,1.060268,[ 6 22] ; [ 6 42],[ 4.42105263 23.57894737] ; [ 7.57894737 40.42105263],0
v3,1,0.327922,0.957085,[ 6 22] ; [15 32],[ 7.84 20.16] ; [13.16 33.84],0
d3,1,0.354894,0.855881,[13 15] ; [27 20],[14.93333333 13.06666667] ; [25.06666667 21.93333333],0
r3,1,0.364815,0.82125,[20  7] ; [30 17],[18.24324324  8.75675676] ; [31.75675676 15.24324324],0
a3,1,0.38041,0.769377,[15 13] ; [30 17],[16.8 11.2] ; [28.2 18.8],0
a5,1,0.388756,0.74283,[18 10] ; [26 22],[16.21052632 11.78947368] ; [27.78947368 20.21052632],0
a4,1,0.428689,0.626374,[ 8 20] ; [18 30],[ 9.57894737 18.42105263] ; [16.42105263 31.57894737],0
s2,1,0.473189,0.51452,[ 9 19] ; [19 28],[10.45333333 17.54666667] ; [17.54666667 29.45333333],0
n3,1,0.513919,0.426079,[6 5] ; [12  6],[6.82758621 4.17241379] ; [11.17241379  6.82758621],0
a7,1,0.515021,0.423852,[13 15] ; [26 22],[14.36842105 13.63157895] ; [24.63157895 23.36842105],0
v1,1,0.536572,0.381931,[11 17] ; [21 24],[12.2739726 15.7260274] ; [19.7260274 25.2739726],0
p8,1,0.559549,0.340485,[11 17] ; [15 31],[ 9.83783784 18.16216216] ; [16.16216216 29.83783784],0
p7,1,0.571363,0.320407,[14 14] ; [19 25],[12.83333333 15.16666667] ; [20.16666667 23.83333333],0
p5,1,0.582638,0.30199,[ 3 25] ; [ 7 39],[ 3.78378378 24.21621622] ; [ 6.21621622 39.78378378],0
n4,1,0.608579,0.26225,[18 10] ; [28 20],[16.94736842 11.05263158] ; [29.05263158 18.94736842],0
p1,1,0.614729,0.253346,[ 2 26] ; [ 5 42],[ 2.61333333 25.38666667] ; [ 4.38666667 42.61333333],0
r1,1,0.618717,0.247675,[ 8 20] ; [11 36],[ 7.09333333 20.90666667] ; [11.90666667 35.09333333],0
u3,1,0.641039,0.217385,[4 9] ; [ 7 11],[4.61290323 8.38709677] ; [ 6.38709677 11.61290323],0
n6,1,0.669331,0.182385,[18  9] ; [29 18],[17.14864865  9.85135135] ; [29.85135135 17.14864865],0
p10,1,0.68705,0.162298,[23  5] ; [36 10],[22.32432432  5.67567568] ; [36.67567568  9.32432432],0
v2,1,0.714237,0.134082,[10 18] ; [18 27],[10.73972603 17.26027397] ; [17.26027397 27.73972603],0
n2,1,0.732122,0.117172,[8 3] ; [12  6],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
p11,1,0.806307,0.06012,[20  8] ; [33 15],[19.52631579  8.47368421] ; [33.47368421 14.52631579],0
d4,1,0.806307,0.06012,[20  8] ; [33 15],[19.52631579  8.47368421] ; [33.47368421 14.52631579],0
p2,1,0.824807,0.049003,[21  7] ; [34 10],[21.38888889  6.61111111] ; [33.61111111 10.38888889],0
n1,1,0.89183,0.018493,[4 7] ; [ 7 11],[4.17241379 6.82758621] ; [ 6.82758621 11.17241379],0
s6,1,0.895536,0.01724,[12 16] ; [19 27],[11.72972973 16.27027027] ; [19.27027027 26.72972973],0
p3,1,0.914267,0.01159,[10 18] ; [17 29],[10.21621622 17.78378378] ; [16.78378378 29.21621622],0
b5,1,0.919235,0.010281,[16 12] ; [28 20],[16.21052632 11.78947368] ; [27.78947368 20.21052632],0
u2,1,0.924813,0.008906,[6 7] ; [ 8 10],[5.87096774 7.12903226] ; [8.12903226 9.87096774],0
s7,1,0.949883,0.003951,[10 17] ; [17 28],[10.125 16.875] ; [16.875 28.125],0
b3,1,0.953788,0.003358,[ 6 13] ; [ 8 18],[ 5.91111111 13.08888889] ; [ 8.08888889 17.91111111],0
b2,1,0.953788,0.003358,[ 6 13] ; [ 8 18],[ 5.91111111 13.08888889] ; [ 8.08888889 17.91111111],0
a1,1,0.96747,0.001663,[ 3 25] ; [ 5 43],[ 2.94736842 25.05263158] ; [ 5.05263158 42.94736842],0
