Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,43.514132,[22  6] ; [15 86],[ 8.03100775 19.96899225] ; [28.96899225 72.03100775],1
a4,1,0.799636,0.064424,[12 16] ; [41 61],[11.41538462 16.58461538] ; [41.58461538 60.41538462],0
b1,1,0.827507,0.04748,[13 15] ; [45 57],[12.49230769 15.50769231] ; [45.50769231 56.49230769],0
v2,1,0.860024,0.031097,[16 12] ; [59 41],[16.40625 11.59375] ; [58.59375 41.40625],0
p2,1,0.881699,0.022146,[23  5] ; [85 17],[23.26153846  4.73846154] ; [84.73846154 17.26153846],0
b5,1,0.900316,0.015691,[15 13] ; [56 46],[15.29230769 12.70769231] ; [55.70769231 46.29230769],0
p6,1,0.900722,0.015562,[10 18] ; [37 63],[10.28125 17.71875] ; [36.71875 63.28125],0
n3,1,0.904552,0.014379,[4 1] ; [14  3],[4.09090909 0.90909091] ; [13.90909091  3.09090909],0
n6,1,0.908546,0.013196,[23  5] ; [82 19],[22.79069767  5.20930233] ; [82.20930233 18.79069767],0
p11,1,0.925857,0.00866,[23  5] ; [83 19],[22.83076923  5.16923077] ; [83.16923077 18.83076923],0
a8,1,0.941471,0.005391,[ 3 24] ; [10 76],[ 3.10619469 23.89380531] ; [ 9.89380531 76.10619469],0
d1,1,0.952798,0.003504,[15 13] ; [54 48],[14.86153846 13.13846154] ; [54.13846154 47.86153846],0
a3,1,0.957733,0.002809,[19  9] ; [68 33],[18.88372093  9.11627907] ; [68.11627907 32.88372093],0
a7,1,0.957897,0.002787,[21  7] ; [76 26],[20.89230769  7.10769231] ; [76.10769231 25.89230769],0
a5,1,0.957897,0.002787,[21  7] ; [76 26],[20.89230769  7.10769231] ; [76.10769231 25.89230769],0
