Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,71.483157,[81  4] ; [13 37],[59.18518519 25.81481481] ; [34.81481481 15.18518519],1
r2,1,0.0,42.772802,[84  1] ; [26 22],[70.30075188 14.69924812] ; [39.69924812  8.30075188],1
v4,1,0.0,41.228628,[82  4] ; [24 26],[67.02941176 18.97058824] ; [38.97058824 11.02941176],1
s6,1,0.0,34.65271,[54 30] ; [ 6 44],[37.6119403 46.3880597] ; [22.3880597 27.6119403],1
r1,1,0.0,29.24677,[65 19] ; [15 35],[50.14925373 33.85074627] ; [29.85074627 20.14925373],1
n6,1,2.2e-05,17.989263,[65 21] ; [19 30],[53.51111111 32.48888889] ; [30.48888889 18.51111111],1
d5,1,0.000113,14.908199,[66 18] ; [23 27],[55.79104478 28.20895522] ; [33.20895522 16.79104478],1
p2,1,0.000187,13.96202,[60 26] ; [18 31],[49.68888889 36.31111111] ; [28.31111111 20.68888889],1
u3,1,0.000231,13.561301,[20 11] ; [ 3 19],[13.45283019 17.54716981] ; [ 9.54716981 12.45283019],1
a7,1,0.000261,13.333789,[64 21] ; [22 28],[54.14814815 30.85185185] ; [31.85185185 18.14814815],1
s8,1,0.00065,11.627241,[29 56] ; [ 4 46],[20.77777778 64.22222222] ; [12.22222222 37.77777778],1
p4,1,0.000696,11.499618,[42 43] ; [10 40],[32.74074074 52.25925926] ; [19.25925926 30.74074074],1
s5,1,0.0011,10.651146,[27 54] ; [ 4 45],[19.31538462 61.68461538] ; [11.68461538 37.31538462],0
a1,1,0.00159,9.970999,[ 3 83] ; [10 40],[ 8.22058824 77.77941176] ; [ 4.77941176 45.22058824],0
p7,1,0.003723,8.414019,[43 43] ; [12 37],[35.03703704 50.96296296] ; [19.96296296 29.03703704],0
s2,1,0.00443,8.098661,[38 48] ; [10 40],[30.35294118 55.64705882] ; [17.64705882 32.35294118],0
n3,1,0.007247,7.210809,[23  9] ; [10 17],[17.89830508 14.10169492] ; [15.10169492 11.89830508],0
p3,1,0.007774,7.084748,[35 51] ; [ 9 40],[28.02962963 57.97037037] ; [15.97037037 33.02962963],0
s3,1,0.008501,6.924724,[46 39] ; [15 34],[38.69402985 46.30597015] ; [22.30597015 26.69402985],0
p6,1,0.009451,6.735584,[23 63] ; [ 4 45],[17.2 68.8] ; [ 9.8 39.2],0
b5,1,0.01178,6.343654,[60 26] ; [24 26],[53.11764706 32.88235294] ; [30.88235294 19.11764706],0
p8,1,0.015065,5.908884,[31 55] ; [ 8 41],[24.84444444 61.15555556] ; [14.15555556 34.84444444],0
p9,1,0.015648,5.841985,[51 32] ; [19 29],[44.35114504 38.64885496] ; [25.64885496 22.35114504],0
s7,1,0.018947,5.506408,[33 46] ; [10 37],[26.96031746 52.03968254] ; [16.03968254 30.96031746],0
d1,1,0.022972,5.170645,[43 43] ; [15 35],[36.67647059 49.32352941] ; [21.32352941 28.67647059],0
n2,1,0.031747,4.612098,[25 10] ; [12 15],[20.88709677 14.11290323] ; [16.11290323 10.88709677],0
p5,1,0.037407,4.331802,[11 75] ; [ 1 47],[ 7.70149254 78.29850746] ; [ 4.29850746 43.70149254],0
u1,1,0.046002,3.981527,[13 73] ; [ 2 48],[ 9.48529412 76.51470588] ; [ 5.51470588 44.48529412],0
b2,1,0.050844,3.813407,[11 35] ; [14 17],[14.93506494 31.06493506] ; [10.06493506 20.93506494],0
b3,1,0.050844,3.813407,[11 35] ; [14 17],[14.93506494 31.06493506] ; [10.06493506 20.93506494],0
u2,1,0.057572,3.605983,[15 16] ; [ 5 17],[11.69811321 19.30188679] ; [ 8.30188679 13.69811321],0
d3,1,0.069338,3.298611,[53 31] ; [23 26],[48. 36.] ; [28. 21.],0
s4,1,0.080019,3.064522,[21 65] ; [ 6 44],[17.07352941 68.92647059] ; [ 9.92647059 40.07352941],0
p10,1,0.082841,3.008264,[41 42] ; [17 33],[36.19548872 46.80451128] ; [21.80451128 28.19548872],0
d4,1,0.119115,2.428924,[62 23] ; [30 20],[57.92592593 27.07407407] ; [34.07407407 15.92592593],0
b1,1,0.126163,2.339088,[47 39] ; [34 16],[51.22058824 34.77941176] ; [29.77941176 20.22058824],0
a5,1,0.133142,2.255481,[51 35] ; [23 27],[46.79411765 39.20588235] ; [27.20588235 22.79411765],0
n1,1,0.157385,1.999177,[17 16] ; [ 9 18],[14.3 18.7] ; [11.7 15.3],0
a8,1,0.183742,1.767094,[11 70] ; [ 3 46],[ 8.72307692 72.27692308] ; [ 5.27692308 43.72307692],0
d2,1,0.186557,1.7446,[43 42] ; [19 30],[39.32835821 45.67164179] ; [22.67164179 26.32835821],0
b4,1,0.26927,1.22046,[48 38] ; [23 27],[44.89705882 41.10294118] ; [26.10294118 23.89705882],0
a2,1,0.313199,1.017137,[16 70] ; [ 6 44],[13.91176471 72.08823529] ; [ 8.08823529 41.91176471],0
a6,1,0.340762,0.907563,[48 37] ; [24 26],[45.33333333 39.66666667] ; [26.66666667 23.33333333],0
n4,1,0.386972,0.748437,[54 31] ; [28 22],[51.62962963 33.37037037] ; [30.37037037 19.62962963],0
s1,1,0.487958,0.481026,[ 7 77] ; [ 6 44],[ 8.14925373 75.85074627] ; [ 4.85074627 45.14925373],0
a3,1,0.497657,0.45993,[54 30] ; [28 20],[52.18181818 31.81818182] ; [29.81818182 18.18181818],0
a4,1,0.542342,0.371215,[34 51] ; [17 32],[32.35074627 52.64925373] ; [18.64925373 30.35074627],0
n5,1,0.550737,0.355998,[56 30] ; [30 20],[54.38235294 31.61764706] ; [31.61764706 18.38235294],0
v3,1,0.585117,0.298035,[18 64] ; [ 9 41],[16.77272727 65.22727273] ; [10.22727273 39.77272727],0
