Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,27.080414,[75 52] ; [ 46 115],[53.35763889 73.64236111] ; [67.64236111 93.35763889],1
p10,1,0.000738,11.389948,[103  29] ; [99 67],[89.47651007 42.52348993] ; [112.52348993  53.47651007],1
r2,1,0.001023,10.784952,[122  10] ; [133  36],[111.82724252  20.17275748] ; [143.17275748  25.82724252],0
p9,1,0.001139,10.586138,[107  26] ; [105  61],[94.30100334 38.69899666] ; [117.69899666  48.30100334],0
r1,1,0.001685,9.8643,[99 34] ; [97 73],[86.0330033 46.9669967] ; [109.9669967  60.0330033],0
v3,1,0.003279,8.645065,[50 82] ; [ 37 129],[38.53691275 93.46308725] ; [ 48.46308725 117.53691275],0
s6,1,0.003498,8.527392,[76 57] ; [ 68 101],[63.41721854 69.58278146] ; [80.58278146 88.41721854],0
s7,1,0.004258,8.170533,[51 75] ; [ 40 122],[39.8125 86.1875] ; [ 51.1875 110.8125],0
n5,1,0.00845,6.935563,[101  31] ; [104  63],[90.50167224 41.49832776] ; [114.49832776  52.50167224],0
r4,1,0.015199,5.893197,[110  24] ; [119  51],[100.94078947  33.05921053] ; [128.05921053  41.94078947],0
u3,1,0.016986,5.697798,[31 21] ; [32 51],[24.26666667 27.73333333] ; [38.73333333 44.26666667],0
p2,1,0.019307,5.473476,[108  25] ; [118  52],[99.20132013 33.79867987] ; [126.79867987  43.20132013],0
n6,1,0.024048,5.091199,[104  28] ; [114  56],[95.28476821 36.71523179] ; [122.71523179  47.28476821],0
p4,1,0.024588,5.05267,[70 64] ; [ 66 102],[60.34437086 73.65562914] ; [75.65562914 92.34437086],0
a2,1,0.027299,4.871829,[ 13 121] ; [  6 164],[  8.375 125.625] ; [ 10.625 159.375],0
s8,1,0.031236,4.639941,[43 91] ; [ 36 134],[34.82236842 99.17763158] ; [ 44.17763158 125.82236842],0
r3,1,0.03514,4.438343,[119  12] ; [140  30],[112.72093023  18.27906977] ; [146.27906977  23.72093023],0
a3,1,0.038253,4.293719,[82 51] ; [84 85],[73.10596026 59.89403974] ; [92.89403974 76.10596026],0
a5,1,0.039227,4.251022,[79 55] ; [80 90],[70.08552632 63.91447368] ; [88.91447368 81.08552632],0
p3,1,0.047781,3.917662,[59 75] ; [ 56 114],[50.69078947 83.30921053] ; [ 64.30921053 105.69078947],0
n4,1,0.062084,3.480829,[94 39] ; [102  67],[86.31788079 46.68211921] ; [109.68211921  59.31788079],0
p5,1,0.070171,3.279013,[ 10 123] ; [  5 164],[  6.60596026 126.39403974] ; [  8.39403974 160.60596026],0
b1,1,0.07086,3.262987,[50 84] ; [81 89],[57.74342105 76.25657895] ; [73.25657895 96.74342105],0
u1,1,0.074229,3.18694,[  6 128] ; [  2 168],[  3.52631579 130.47368421] ; [  4.47368421 165.52631579],0
p11,1,0.079561,3.073838,[100  34] ; [111  59],[93.00657895 40.99342105] ; [117.99342105  52.00657895],0
n3,1,0.107738,2.587099,[21  4] ; [38 19],[17.98780488  7.01219512] ; [41.01219512 15.98780488],0
p7,1,0.133332,2.253278,[77 52] ; [84 81],[70.64285714 58.35714286] ; [90.35714286 74.64285714],0
b2,1,0.133717,2.248808,[33 55] ; [24 65],[28.33898305 59.66101695] ; [28.66101695 60.33898305],0
b3,1,0.133717,2.248808,[33 55] ; [24 65],[28.33898305 59.66101695] ; [28.66101695 60.33898305],0
v4,1,0.192643,1.697289,[117  14] ; [143  27],[113.15614618  17.84385382] ; [146.84385382  23.15614618],0
b5,1,0.193946,1.687382,[84 50] ; [94 76],[78.46052632 55.53947368] ; [99.53947368 70.46052632],0
p6,1,0.200132,1.64141,[36 94] ; [ 36 133],[31.30434783 98.69565217] ; [ 40.69565217 128.30434783],0
p1,1,0.209868,1.572335,[ 12 121] ; [  9 160],[  9.24834437 123.75165563] ; [ 11.75165563 157.24834437],0
a4,1,0.225995,1.46589,[35 97] ; [ 35 135],[ 30.59602649 101.40397351] ; [ 39.40397351 130.59602649],0
a7,1,0.245055,1.351276,[86 46] ; [99 70],[81.12956811 50.87043189] ; [103.87043189  65.12956811],0
n1,1,0.313846,1.014421,[12 13] ; [21 37],[ 9.93975904 15.06024096] ; [23.06024096 34.93975904],0
n2,1,0.323387,0.975198,[20  5] ; [41 18],[18.1547619  6.8452381] ; [42.8452381 16.1547619],0
d5,1,0.339445,0.912528,[74 60] ; [84 85],[69.87458746 64.12541254] ; [88.12541254 80.87458746],0
d3,1,0.387232,0.747616,[56 78] ; [ 62 106],[52.35761589 81.64238411] ; [ 65.64238411 102.35761589],0
s1,1,0.449297,0.572426,[  7 124] ; [  6 163],[  5.67666667 125.32333333] ; [  7.32333333 161.67666667],0
s2,1,0.482212,0.493857,[43 89] ; [ 49 121],[40.21192053 91.78807947] ; [ 51.78807947 118.21192053],0
a6,1,0.503555,0.447436,[80 54] ; [95 75],[77.13815789 56.86184211] ; [97.86184211 72.13815789],0
a8,1,0.568061,0.325937,[ 12 112] ; [ 19 142],[ 13.4877193 110.5122807] ; [ 17.5122807 143.4877193],0
u2,1,0.579155,0.307603,[26 24] ; [40 45],[24.44444444 25.55555556] ; [41.55555556 43.44444444],0
