Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,54.746302,[94  9] ; [ 7 21],[79.41221374 23.58778626] ; [21.58778626  6.41221374],1
s1,1,0.527476,0.399252,[ 7 96] ; [ 1 27],[ 6.29007634 96.70992366] ; [ 1.70992366 26.29007634],0
v4,1,0.618047,0.248622,[95  8] ; [25  3],[94.35114504  8.64885496] ; [25.64885496  2.35114504],0
a4,1,0.62326,0.241313,[50 54] ; [12 16],[48.84848485 55.15151515] ; [13.15151515 14.84848485],0
b1,1,0.670242,0.181319,[53 51] ; [13 15],[52. 52.] ; [14. 14.],0
a2,1,0.686239,0.163187,[10 94] ; [ 2 26],[ 9.45454545 94.54545455] ; [ 2.54545455 25.45454545],0
b5,1,0.764952,0.089392,[45 59] ; [13 15],[45.6969697 58.3030303] ; [12.3030303 15.6969697],0
s5,1,0.795861,0.066929,[49 51] ; [12 14],[48.41269841 51.58730159] ; [12.58730159 13.41269841],0
n3,1,0.817941,0.052989,[15 11] ; [8 5],[15.33333333 10.66666667] ; [7.66666667 5.33333333],0
u3,1,0.879072,0.023148,[11  7] ; [7 5],[10.8  7.2] ; [7.2 4.8],0
a8,1,0.885767,0.020639,[12 87] ; [ 3 24],[11.78571429 87.21428571] ; [ 3.21428571 23.78571429],0
n1,1,0.909285,0.012982,[13 12] ; [6 6],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
a6,1,0.913741,0.011733,[36 68] ; [10 18],[36.24242424 67.75757576] ; [ 9.75757576 18.24242424],0
r3,1,0.938791,0.005897,[97  7] ; [26  2],[96.90909091  7.09090909] ; [26.09090909  1.90909091],0
