Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,175.658243,[219  35] ; [ 65 174],[146.32048682 107.67951318] ; [137.67951318 101.32048682],1
s7,1,0.0,83.28464,[172  75] ; [ 64 166],[122.20545073 124.79454927] ; [113.79454927 116.20545073],1
s6,1,0.0,74.393169,[212  38] ; [116 125],[167.00610998  82.99389002] ; [160.99389002  80.00610998],1
s8,1,0.0,59.21454,[156  99] ; [ 65 177],[113.39034205 141.60965795] ; [107.60965795 134.39034205],1
s5,1,0.0,43.042406,[116 132] ; [ 46 197],[ 81.82484725 166.17515275] ; [ 80.17515275 162.82484725],1
s4,1,0.000315,12.980085,[ 61 189] ; [ 29 215],[ 45.5465587 204.4534413] ; [ 44.4534413 199.5465587],1
p10,1,0.001168,10.540748,[224  30] ; [186  55],[210.38383838  43.61616162] ; [199.61616162  41.38383838],0
a2,1,0.003076,8.762123,[ 76 179] ; [ 45 199],[ 61.83366733 193.16633267] ; [ 59.16633267 184.83366733],0
u1,1,0.009548,6.717426,[ 56 199] ; [ 32 212],[ 44.96993988 210.03006012] ; [ 43.03006012 200.96993988],0
n5,1,0.01489,5.929382,[197  54] ; [168  76],[185.08080808  65.91919192] ; [179.91919192  64.08080808],0
p6,1,0.016262,5.774321,[126 129] ; [ 92 146],[112.75862069 142.24137931] ; [105.24137931 132.75862069],0
a3,1,0.01988,5.422408,[193  61] ; [161  81],[181.28225806  72.71774194] ; [172.71774194  69.28225806],0
d4,1,0.022619,5.197557,[215  38] ; [187  56],[205.05241935  47.94758065] ; [196.94758065  46.05241935],0
a4,1,0.043767,4.065523,[123 132] ; [ 95 147],[111.85110664 143.14889336] ; [106.14889336 135.85110664],0
p9,1,0.049985,3.841972,[222  32] ; [196  46],[214.05645161  39.94354839] ; [203.94354839  38.05645161],0
s1,1,0.061187,3.504923,[ 10 244] ; [  3 238],[  6.67070707 247.32929293] ; [  6.32929293 234.67070707],0
r2,1,0.064638,3.414182,[241  10] ; [221  19],[236.17515275  14.82484725] ; [225.82484725  14.17515275],0
n6,1,0.067459,3.343802,[217  33] ; [197  47],[209.51417004  40.48582996] ; [204.48582996  39.51417004],0
p4,1,0.080815,3.048436,[173  82] ; [146  96],[163.67203219  91.32796781] ; [155.32796781  86.67203219],0
a1,1,0.084416,2.977751,[ 14 241] ; [  6 238],[ 10.22044088 244.77955912] ; [  9.77955912 234.22044088],0
a8,1,0.084651,2.973258,[ 45 196] ; [ 27 185],[ 38.30463576 202.69536424] ; [ 33.69536424 178.30463576],0
d3,1,0.095991,2.77092,[185  68] ; [161  82],[176.48790323  76.51209677] ; [169.51209677  73.48790323],0
p12,1,0.107408,2.591944,[ 15 240] ; [  7 234],[ 11.31048387 243.68951613] ; [ 10.68951613 230.31048387],0
