Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,43.616484,[ 9 27] ; [109  24],[25.13609467 10.86390533] ; [92.86390533 40.13609467],1
d3,1,1e-06,23.889809,[10 26] ; [96 37],[22.57988166 13.42011834] ; [83.42011834 49.57988166],1
a5,1,4.4e-05,16.679175,[10 27] ; [86 47],[20.89411765 16.10588235] ; [75.10588235 57.89411765],1
a4,1,0.000615,11.729207,[ 3 34] ; [50 83],[11.53529412 25.46470588] ; [41.46470588 91.53529412],1
d2,1,0.002802,8.932223,[ 5 32] ; [53 80],[12.62352941 24.37647059] ; [45.37647059 87.62352941],0
p1,1,0.005623,7.667316,[ 6 30] ; [  5 127],[ 2.35714286 33.64285714] ; [  8.64285714 123.35714286],0
a7,1,0.006585,7.382753,[19 17] ; [101  32],[25.56213018 10.43786982] ; [94.43786982 38.56213018],0
a3,1,0.009786,6.673394,[13 24] ; [78 54],[19.92307692 17.07692308] ; [71.07692308 60.92307692],0
r1,1,0.01033,6.577011,[19 18] ; [97 35],[25.3964497 11.6035503] ; [90.6035503 41.3964497],0
v2,1,0.043724,4.067182,[12 24] ; [67 61],[17.34146341 18.65853659] ; [61.65853659 66.34146341],0
p10,1,0.045174,4.012136,[15 20] ; [82 51],[20.20833333 14.79166667] ; [76.79166667 56.20833333],0
p9,1,0.053549,3.726713,[19 17] ; [93 40],[23.85798817 12.14201183] ; [88.14201183 44.85798817],0
s6,1,0.072352,3.228828,[11 25] ; [62 69],[15.73652695 20.26347305] ; [57.26347305 73.73652695],0
u2,1,0.10449,2.635636,[ 9 15] ; [31 23],[12.30769231 11.69230769] ; [27.69230769 26.30769231],0
v1,1,0.109728,2.55814,[ 8 28] ; [47 82],[12. 24.] ; [43. 86.],0
r4,1,0.120566,2.409952,[25 12] ; [106  27],[28.51176471  8.48823529] ; [102.48823529  30.51176471],0
a6,1,0.131732,2.271969,[18 19] ; [83 50],[21.98235294 15.01764706] ; [79.01764706 53.98235294],0
s5,1,0.13795,2.200673,[ 4 31] ; [29 98],[ 7.12962963 27.87037037] ; [ 25.87037037 101.12962963],0
b1,1,0.165616,1.922185,[18 19] ; [48 85],[14.36470588 22.63529412] ; [51.63529412 81.36470588],0
n3,1,0.21308,1.550378,[11  2] ; [28 14],[9.21818182 3.78181818] ; [29.78181818 12.21818182],0
a8,1,0.253937,1.301514,[ 3 31] ; [  5 120],[ 1.71069182 32.28930818] ; [  6.28930818 118.71069182],0
r3,1,0.255486,1.293054,[32  5] ; [123  10],[33.73529412  3.26470588] ; [121.26470588  11.73529412],0
s1,1,0.269218,1.220726,[ 3 34] ; [  5 128],[ 1.74117647 35.25882353] ; [  6.25882353 126.74117647],0
b3,1,0.338126,0.917524,[ 4 18] ; [18 45],[ 5.69411765 16.30588235] ; [16.30588235 46.69411765],0
b2,1,0.338126,0.917524,[ 4 18] ; [18 45],[ 5.69411765 16.30588235] ; [16.30588235 46.69411765],0
s4,1,0.342033,0.902798,[ 6 31] ; [ 14 119],[ 4.35294118 32.64705882] ; [ 15.64705882 117.35294118],0
p8,1,0.375309,0.786011,[17 20] ; [50 82],[14.66863905 22.33136095] ; [52.33136095 79.66863905],0
p6,1,0.377311,0.779445,[ 9 28] ; [ 23 106],[ 7.13253012 29.86746988] ; [ 24.86746988 104.13253012],0
p7,1,0.381817,0.764845,[20 16] ; [62 69],[17.67664671 18.32335329] ; [64.32335329 66.67664671],0
a2,1,0.407245,0.68683,[ 2 35] ; [ 13 120],[ 3.26470588 33.73529412] ; [ 11.73529412 121.26470588],0
b4,1,0.505121,0.444161,[20 17] ; [80 53],[21.76470588 15.23529412] ; [78.23529412 54.76470588],0
a1,1,0.515351,0.423186,[ 1 36] ; [  7 126],[ 1.74117647 35.25882353] ; [  6.25882353 126.74117647],0
p4,1,0.554449,0.349408,[16 21] ; [50 82],[14.44970414 22.55029586] ; [51.55029586 80.44970414],0
s3,1,0.669042,0.182724,[12 24] ; [48 81],[13.09090909 22.90909091] ; [46.90909091 82.09090909],0
p11,1,0.680478,0.169589,[25 12] ; [85 48],[23.94117647 13.05882353] ; [86.05882353 46.94117647],0
v4,1,0.688568,0.16064,[33  3] ; [118  14],[32.35714286  3.64285714] ; [118.64285714  13.35714286],0
v3,1,0.714292,0.134028,[ 8 28] ; [32 95],[ 8.83435583 27.16564417] ; [31.16564417 95.83435583],0
r2,1,0.744073,0.106579,[32  5] ; [115  15],[32.56886228  4.43113772] ; [114.43113772  15.56886228],0
n1,1,0.750952,0.100733,[ 3 10] ; [ 8 34],[ 2.6 10.4] ; [ 8.4 33.6],0
n2,1,0.776495,0.080594,[8 5] ; [27 14],[8.42592593 4.57407407] ; [26.57407407 14.42592593],0
p5,1,0.777672,0.079724,[ 1 35] ; [  5 128],[ 1.27810651 34.72189349] ; [  4.72189349 128.27810651],0
s2,1,0.788763,0.07178,[10 26] ; [40 93],[10.65088757 25.34911243] ; [39.34911243 93.65088757],0
u3,1,0.817908,0.053009,[12 12] ; [28 25],[12.46753247 11.53246753] ; [27.53246753 25.46753247],0
p12,1,0.820293,0.051605,[ 2 35] ; [  6 127],[ 1.74117647 35.25882353] ; [  6.25882353 126.74117647],0
s8,1,0.833444,0.04422,[ 7 30] ; [ 23 109],[ 6.56804734 30.43195266] ; [ 23.43195266 108.56804734],0
n4,1,0.873041,0.025535,[12 25] ; [45 88],[12.40588235 24.59411765] ; [44.59411765 88.40588235],0
p2,1,0.951966,0.003629,[26 10] ; [96 36],[26.14285714  9.85714286] ; [95.85714286 36.14285714],0
n6,1,0.955146,0.003164,[23 14] ; [82 51],[22.85294118 14.14705882] ; [82.14705882 50.85294118],0
b5,1,0.978397,0.000733,[23 14] ; [83 50],[23.07058824 13.92941176] ; [82.92941176 50.07058824],0
p3,1,0.98688,0.00027,[12 25] ; [43 89],[12.04142012 24.95857988] ; [42.95857988 89.04142012],0
