Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.5e-05,16.659788,[58  5] ; [2 4],[54.7826087  8.2173913] ; [5.2173913 0.7826087],1
r3,1,0.00011,14.957265,[61  2] ; [4 3],[58.5  4.5] ; [6.5 0.5],1
p3,1,0.001717,9.830063,[54  9] ; [2 4],[51.13043478 11.86956522] ; [4.86956522 1.13043478],0
p7,1,0.019953,5.416024,[53  8] ; [3 3],[50.98507463 10.01492537] ; [5.01492537 0.98507463],0
r4,1,0.04632,3.969907,[59  4] ; [5 2],[57.6  5.4] ; [6.4 0.6],0
a3,1,0.057065,3.62069,[54  9] ; [4 3],[52.2 10.8] ; [5.8 1.2],0
p10,1,0.088487,2.901681,[57  5] ; [5 2],[55.71014493  6.28985507] ; [6.28985507 0.71014493],0
b4,1,0.092113,2.837055,[33 30] ; [6 1],[35.1 27.9] ; [3.9 3.1],0
v2,1,0.124417,2.36082,[36 25] ; [2 5],[34.08823529 26.91176471] ; [3.91176471 3.08823529],0
a4,1,0.127523,2.322397,[26 37] ; [5 2],[27.9 35.1] ; [3.1 3.9],0
s1,1,0.13292,2.258065,[ 6 57] ; [2 5],[ 7.2 55.8] ; [0.8 6.2],0
d4,1,0.17007,1.882324,[55  8] ; [4 2],[53.86956522  9.13043478] ; [5.13043478 0.86956522],0
n6,1,0.233123,1.421703,[60  3] ; [5 1],[59.34782609  3.65217391] ; [5.65217391 0.34782609],0
b1,1,0.248351,1.332556,[22 41] ; [4 3],[23.4 39.6] ; [2.6 4.4],0
b5,1,0.287314,1.132166,[23 40] ; [4 3],[24.3 38.7] ; [2.7 4.3],0
p9,1,0.303077,1.060606,[60  3] ; [6 1],[59.4  3.6] ; [6.6 0.4],0
u2,1,0.310494,1.028571,[6 3] ; [1 2],[5.25 3.75] ; [1.75 1.25],0
v1,1,0.315629,1.006974,[41 20] ; [6 1],[42.16176471 18.83823529] ; [4.83823529 2.16176471],0
p8,1,0.3245,0.970724,[54  9] ; [5 2],[53.1  9.9] ; [5.9 1.1],0
p1,1,0.3389,0.914588,[20 43] ; [1 6],[18.9 44.1] ; [2.1 4.9],0
a2,1,0.397724,0.715198,[10 53] ; [2 5],[10.8 52.2] ; [1.2 5.8],0
d2,1,0.457033,0.553151,[32 31] ; [4 2],[32.86956522 30.13043478] ; [3.13043478 2.86956522],0
v3,1,0.474327,0.511877,[35 26] ; [5 2],[35.88235294 25.11764706] ; [4.11764706 2.88235294],0
p6,1,0.530515,0.393406,[42 19] ; [4 3],[41.26470588 19.73529412] ; [4.73529412 2.26470588],0
s5,1,0.650345,0.205465,[37 22] ; [5 2],[37.54545455 21.45454545] ; [4.45454545 2.54545455],0
b2,1,0.669764,0.181878,[25 25] ; [2 3],[24.54545455 25.45454545] ; [2.45454545 2.54545455],0
b3,1,0.669764,0.181878,[25 25] ; [2 3],[24.54545455 25.45454545] ; [2.45454545 2.54545455],0
d3,1,0.672268,0.17896,[47 16] ; [4 2],[46.56521739 16.43478261] ; [4.43478261 1.56521739],0
s6,1,0.701873,0.146531,[56  6] ; [6 1],[55.71014493  6.28985507] ; [6.28985507 0.71014493],0
d1,1,0.737067,0.112721,[41 22] ; [5 2],[41.4 21.6] ; [4.6 2.4],0
u1,1,0.758573,0.094467,[12 51] ; [1 6],[11.7 51.3] ; [1.3 5.7],0
s8,1,0.817351,0.05334,[50 13] ; [5 1],[50.2173913 12.7826087] ; [4.7826087 1.2173913],0
n3,1,0.866815,0.028125,[9 7] ; [1 1],[8.88888889 7.11111111] ; [1.11111111 0.88888889],0
d5,1,0.886675,0.02031,[51 12] ; [5 1],[51.13043478 11.86956522] ; [4.86956522 1.13043478],0
p12,1,0.910007,0.012776,[19 43] ; [2 5],[18.86956522 43.13043478] ; [2.13043478 4.86956522],0
s2,1,0.930719,0.007559,[44 19] ; [5 2],[44.1 18.9] ; [4.9 2.1],0
u3,1,1.0,0.0,[6 3] ; [2 1],[6. 3.] ; [2. 1.],0
a7,1,1.0,0.0,[45 18] ; [5 2],[45. 18.] ; [5. 2.],0
p11,1,1.0,0.0,[54  9] ; [6 1],[54.  9.] ; [6. 1.],0
