Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,25.087208,[51 16] ; [14 34],[37.86956522 29.13043478] ; [27.13043478 20.86956522],1
r2,1,0.530336,0.393747,[40 25] ; [25 20],[38.40909091 26.59090909] ; [26.59090909 18.40909091],0
s7,1,0.537228,0.380701,[13 50] ; [ 7 37],[11.77570093 51.22429907] ; [ 8.22429907 35.77570093],0
u2,1,0.550978,0.355567,[10 17] ; [10 12],[11.02040816 15.97959184] ; [ 8.97959184 13.02040816],0
b4,1,0.578681,0.308372,[37 30] ; [29 19],[38.45217391 28.54782609] ; [27.54782609 20.45217391],0
v3,1,0.579212,0.30751,[14 52] ; [ 8 39],[12.84955752 53.15044248] ; [ 9.15044248 37.84955752],0
p8,1,0.580449,0.30551,[15 50] ; [13 34],[16.25 48.75] ; [11.75 35.25],0
d5,1,0.5953,0.282144,[40 27] ; [31 17],[41.36521739 25.63478261] ; [29.63478261 18.36521739],0
v4,1,0.611911,0.257401,[37 29] ; [28 18],[38.30357143 27.69642857] ; [26.69642857 19.30357143],0
p4,1,0.680975,0.169031,[18 47] ; [15 33],[18.98230088 46.01769912] ; [14.01769912 33.98230088],0
a3,1,0.689315,0.159828,[39 27] ; [26 21],[37.96460177 28.03539823] ; [27.03539823 19.96460177],0
p12,1,0.74536,0.105471,[ 2 63] ; [ 1 47],[ 1.72566372 63.27433628] ; [ 1.27433628 46.72566372],0
b2,1,0.748753,0.102582,[14 25] ; [ 8 17],[13.40625 25.59375] ; [ 8.59375 16.40625],0
b3,1,0.748753,0.102582,[14 25] ; [ 8 17],[13.40625 25.59375] ; [ 8.59375 16.40625],0
a2,1,0.799142,0.064749,[ 8 59] ; [ 5 43],[ 7.57391304 59.42608696] ; [ 5.42608696 42.57391304],0
a4,1,0.814549,0.055019,[22 44] ; [15 33],[21.42105263 44.57894737] ; [15.57894737 32.42105263],0
u3,1,0.855688,0.033075,[ 7 21] ; [ 6 16],[ 7.28 20.72] ; [ 5.72 16.28],0
s1,1,0.863889,0.029387,[ 5 62] ; [ 4 44],[ 5.24347826 61.75652174] ; [ 3.75652174 44.24347826],0
b1,1,0.913022,0.011931,[37 30] ; [27 21],[37.28695652 29.71304348] ; [26.71304348 21.28695652],0
a8,1,0.924006,0.009099,[ 3 59] ; [ 2 43],[ 2.89719626 59.10280374] ; [ 2.10280374 42.89719626],0
