Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,47.228017,[123  14] ; [15 24],[107.42045455  29.57954545] ; [30.57954545  8.42045455],1
a5,1,0.000268,13.283858,[111  26] ; [21 19],[102.16949153  34.83050847] ; [29.83050847 10.16949153],1
p11,1,0.000422,12.432641,[110  27] ; [21 19],[101.39548023  35.60451977] ; [29.60451977 10.39548023],1
a3,1,0.00065,11.626093,[109  28] ; [21 19],[100.62146893  36.37853107] ; [29.37853107 10.62146893],1
r1,1,0.001024,10.783181,[119  17] ; [26 14],[112.04545455  23.95454545] ; [32.95454545  7.04545455],0
s7,1,0.001312,10.324935,[67 61] ; [ 9 30],[58.25149701 69.74850299] ; [17.74850299 21.25149701],0
n4,1,0.001453,10.136826,[107  30] ; [21 19],[99.07344633 37.92655367] ; [28.92655367 11.07344633],0
a7,1,0.002989,8.814365,[112  25] ; [23 16],[105.08522727  31.91477273] ; [29.91477273  9.08522727],0
d3,1,0.004536,8.055751,[101  36] ; [20 20],[93.65536723 43.34463277] ; [27.34463277 12.65536723],0
r4,1,0.005764,7.622704,[123  14] ; [29 11],[117.64971751  19.35028249] ; [34.35028249  5.64971751],0
n5,1,0.005865,7.59138,[93 42] ; [18 22],[85.62857143 49.37142857] ; [25.37142857 14.62857143],0
s8,1,0.009302,6.763922,[58 78] ; [ 8 32],[51. 85.] ; [15. 25.],0
r3,1,0.01435,5.994585,[131   4] ; [34  5],[128.01724138   6.98275862] ; [36.98275862  2.01724138],0
n6,1,0.016294,5.770886,[115  21] ; [27 13],[109.72727273  26.27272727] ; [32.27272727  7.72727273],0
s6,1,0.017088,5.687331,[89 46] ; [18 22],[82.54285714 52.45714286] ; [24.45714286 15.54285714],0
u3,1,0.020377,5.379299,[17 11] ; [ 5 14],[13.10638298 14.89361702] ; [ 8.89361702 10.10638298],0
a6,1,0.023665,5.11904,[101  36] ; [22 18],[95.20338983 41.79661017] ; [27.79661017 12.20338983],0
s3,1,0.03417,4.486173,[80 56] ; [15 23],[74.25287356 61.74712644] ; [20.74712644 17.25287356],0
v3,1,0.036351,4.380555,[69 67] ; [12 26],[63.31034483 72.68965517] ; [17.68965517 20.31034483],0
p3,1,0.050232,3.833697,[65 72] ; [12 28],[59.59887006 77.40112994] ; [17.40112994 22.59887006],0
p2,1,0.074769,3.175082,[105  32] ; [25 15],[100.62146893  36.37853107] ; [29.37853107 10.62146893],0
s2,1,0.079693,3.071145,[69 67] ; [14 26],[64.13636364 71.86363636] ; [18.86363636 21.13636364],0
p7,1,0.08575,2.95241,[87 49] ; [19 20],[82.37714286 53.62285714] ; [23.62285714 15.37714286],0
d2,1,0.086529,2.937787,[74 63] ; [15 24],[69.27840909 67.72159091] ; [19.72159091 19.27840909],0
v4,1,0.09821,2.734375,[126   9] ; [34  6],[123.42857143  11.57142857] ; [36.57142857  3.42857143],0
a2,1,0.164191,1.935199,[ 35 102] ; [ 6 34],[ 31.73446328 105.26553672] ; [ 9.26553672 30.73446328],0
d5,1,0.188144,1.732091,[118  19] ; [31  9],[115.32768362  21.67231638] ; [33.67231638  6.32768362],0
a8,1,0.219348,1.50863,[ 16 108] ; [ 2 34],[ 13.95 110.05] ; [ 4.05 31.95],0
u2,1,0.220671,1.5,[14 13] ; [ 6 12],[12. 15.] ; [ 8. 10.],0
r2,1,0.270466,1.21438,[128   7] ; [36  4],[126.51428571   8.48571429] ; [37.48571429  2.51428571],0
d1,1,0.278601,1.173902,[85 52] ; [21 19],[82.04519774 54.95480226] ; [23.95480226 16.04519774],0
u1,1,0.342953,0.899363,[ 26 111] ; [ 5 35],[ 23.99435028 113.00564972] ; [ 7.00564972 32.99435028],0
p8,1,0.34343,0.897585,[65 70] ; [15 23],[62.42774566 72.57225434] ; [17.57225434 20.42774566],0
s1,1,0.343527,0.897226,[  1 135] ; [ 1 38],[  1.55428571 134.44571429] ; [ 0.44571429 38.55428571],0
n1,1,0.468541,0.525415,[ 7 24] ; [4 8],[ 7.93023256 23.06976744] ; [3.06976744 8.93023256],0
d4,1,0.513959,0.425998,[115  22] ; [31  8],[113.64772727  23.35227273] ; [32.35227273  6.64772727],0
s5,1,0.551857,0.354,[44 85] ; [11 27],[42.48502994 86.51497006] ; [12.51497006 25.48502994],0
p1,1,0.564537,0.331909,[  7 130] ; [ 3 37],[  7.74011299 129.25988701] ; [ 2.25988701 37.74011299],0
s4,1,0.565178,0.330817,[ 26 111] ; [ 6 34],[ 24.76836158 112.23163842] ; [ 7.23163842 32.76836158],0
n3,1,0.589263,0.291496,[24  7] ; [11  2],[24.65909091  6.34090909] ; [10.34090909  2.65909091],0
b4,1,0.641882,0.21629,[80 57] ; [25 15],[81.27118644 55.72881356] ; [23.72881356 16.27118644],0
p6,1,0.680519,0.169542,[ 37 100] ; [ 9 29],[ 36.01142857 100.98857143] ; [ 9.98857143 28.01142857],0
p4,1,0.793495,0.068526,[70 66] ; [21 18],[70.72 65.28] ; [20.28 18.72],0
b3,1,0.808661,0.058639,[26 55] ; [ 8 15],[26.48076923 54.51923077] ; [ 7.51923077 15.48076923],0
b2,1,0.808661,0.058639,[26 55] ; [ 8 15],[26.48076923 54.51923077] ; [ 7.51923077 15.48076923],0
b5,1,0.812168,0.056468,[69 68] ; [21 19],[69.66101695 67.33898305] ; [20.33898305 19.66101695],0
b1,1,0.815139,0.054663,[52 85] ; [16 24],[52.63276836 84.36723164] ; [15.36723164 24.63276836],0
n2,1,0.825642,0.048529,[25  7] ; [9 3],[24.72727273  7.27272727] ; [9.27272727 2.72727273],0
a1,1,0.839682,0.040925,[  8 129] ; [ 2 38],[  7.74011299 129.25988701] ; [ 2.25988701 37.74011299],0
a4,1,0.920968,0.009844,[56 81] ; [16 24],[55.72881356 81.27118644] ; [16.27118644 23.72881356],0
