Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,51.302195,[106  32] ; [ 66 115],[74.40752351 63.59247649] ; [97.59247649 83.40752351],1
p8,1,0.0,32.003127,[95 43] ; [ 65 112],[70.0952381 67.9047619] ; [89.9047619 87.0952381],1
p7,1,1e-06,24.875158,[99 37] ; [80 99],[77.28253968 58.71746032] ; [101.71746032  77.28253968],1
p6,1,7e-06,20.152081,[54 83] ; [ 30 148],[ 36.53333333 100.46666667] ; [ 47.46666667 130.53333333],1
v2,1,0.002611,9.061023,[83 50] ; [77 94],[70. 63.] ; [90. 81.],0
p11,1,0.00274,8.973301,[117  21] ; [129  54],[105.75700935  32.24299065] ; [140.24299065  42.75700935],0
s8,1,0.003224,8.676124,[40 98] ; [ 28 154],[ 29.325 108.675] ; [ 38.675 143.325],0
p2,1,0.006644,7.366744,[118  19] ; [134  48],[108.22570533  28.77429467] ; [143.77429467  38.22570533],0
p10,1,0.007469,7.156508,[115  22] ; [128  52],[105.01892744  31.98107256] ; [137.98107256  42.01892744],0
p9,1,0.008048,7.022766,[118  20] ; [131  48],[108.39747634  29.60252366] ; [140.60252366  38.39747634],0
p5,1,0.016093,5.79263,[ 16 122] ; [  8 173],[ 10.38244514 127.61755486] ; [ 13.61755486 167.38244514],0
b1,1,0.018915,5.509396,[63 75] ; [ 60 123],[52.87850467 85.12149533] ; [ 70.12149533 112.87850467],0
v1,1,0.024099,5.087503,[77 56] ; [81 99],[67.13738019 65.86261981] ; [90.86261981 89.13738019],0
u1,1,0.029116,4.760748,[ 29 109] ; [ 22 161],[ 21.92523364 116.07476636] ; [ 29.07476636 153.92523364],0
s5,1,0.049486,3.858806,[41 92] ; [ 37 139],[33.57281553 99.42718447] ; [ 44.42718447 131.57281553],0
u3,1,0.067297,3.34775,[24 13] ; [25 30],[19.70652174 17.29347826] ; [29.29347826 25.70652174],0
r4,1,0.076099,3.146304,[126  12] ; [155  28],[120.80373832  17.19626168] ; [160.19626168  22.80373832],0
p1,1,0.109656,2.559169,[ 15 122] ; [ 11 172],[ 11.13125 125.86875] ; [ 14.86875 168.13125],0
s3,1,0.114345,2.493119,[55 81] ; [ 57 122],[48.35555556 87.64444444] ; [ 63.64444444 115.35555556],0
s2,1,0.12658,2.333952,[46 91] ; [ 46 133],[39.88607595 97.11392405] ; [ 52.11392405 126.88607595],0
r1,1,0.16961,1.886387,[113  23] ; [139  42],[108.11356467  27.88643533] ; [143.88643533  37.11356467],0
n3,1,0.20386,1.614499,[17  4] ; [37 19],[14.72727273  6.27272727] ; [39.27272727 16.72727273],0
n4,1,0.234051,1.416072,[106  32] ; [129  53],[101.34375  36.65625] ; [133.65625  48.34375],0
b5,1,0.252284,1.31061,[78 60] ; [115  68],[82.97196262 55.02803738] ; [110.02803738  72.97196262],0
p12,1,0.265903,1.237761,[ 10 127] ; [  8 174],[  7.73040752 129.26959248] ; [ 10.26959248 171.73040752],0
v3,1,0.27985,1.167819,[48 85] ; [ 52 120],[43.60655738 89.39344262] ; [ 56.39344262 115.60655738],0
s6,1,0.30361,1.058271,[73 61] ; [87 92],[68.49840256 65.50159744] ; [91.50159744 87.49840256],0
d4,1,0.306639,1.045098,[121  17] ; [153  30],[117.79439252  20.20560748] ; [156.20560748  26.79439252],0
a2,1,0.318661,0.994435,[40 98] ; [ 44 139],[ 36.11214953 101.88785047] ; [ 47.88785047 135.11214953],0
b4,1,0.335865,0.926151,[88 50] ; [107  76],[83.8317757 54.1682243] ; [111.1682243  71.8317757],0
a4,1,0.340604,0.908156,[73 65] ; [86 95],[68.78369906 69.21630094] ; [90.21630094 90.78369906],0
r2,1,0.347937,0.880968,[128   7] ; [164  14],[125.94249201   9.05750799] ; [166.05750799  11.94249201],0
v4,1,0.362941,0.82769,[128   9] ; [164  17],[125.79874214  11.20125786] ; [166.20125786  14.79874214],0
n1,1,0.367913,0.8107,[ 5 16] ; [19 36],[ 6.63157895 14.36842105] ; [17.36842105 37.63157895],0
d1,1,0.439632,0.597243,[91 47] ; [113  70],[87.70093458 50.29906542] ; [116.29906542  66.70093458],0
r3,1,0.456311,0.554929,[128   9] ; [165  16],[126.22955975  10.77044025] ; [166.77044025  14.22955975],0
d5,1,0.481812,0.494758,[120  18] ; [154  29],[117.79439252  20.20560748] ; [156.20560748  26.79439252],0
n6,1,0.54276,0.370448,[110  27] ; [141  41],[107.79623824  29.20376176] ; [143.20376176  38.79623824],0
s1,1,0.596812,0.279831,[  2 136] ; [  4 172],[  2.63694268 135.36305732] ; [  3.36305732 172.63694268],0
a3,1,0.600552,0.274164,[100  38] ; [127  55],[97.89375 40.10625] ; [129.10625  52.89375],0
u4,1,0.738847,0.111143,[  1 136] ; [  2 181],[  1.284375 135.715625] ; [  1.715625 181.284375],0
u2,1,0.795858,0.066932,[19 19] ; [26 29],[18.38709677 19.61290323] ; [26.61290323 28.38709677],0
n5,1,0.818464,0.05268,[97 40] ; [126  55],[96.07232704 40.92767296] ; [126.92767296  54.07232704],0
b2,1,0.828832,0.046742,[31 54] ; [35 57],[31.69491525 53.30508475] ; [34.30508475 57.69491525],0
b3,1,0.828832,0.046742,[31 54] ; [35 57],[31.69491525 53.30508475] ; [34.30508475 57.69491525],0
d2,1,0.835694,0.043017,[72 65] ; [93 88],[71.08490566 65.91509434] ; [93.91509434 87.08490566],0
s4,1,0.84668,0.037387,[ 17 118] ; [ 24 156],[ 17.57142857 117.42857143] ; [ 23.42857143 156.57142857],0
a7,1,0.866898,0.02809,[105  33] ; [137  45],[104.3625  33.6375] ; [137.6375  44.3625],0
a6,1,0.888633,0.019609,[105  33] ; [138  45],[104.46728972  33.53271028] ; [138.53271028  44.46728972],0
d3,1,0.891119,0.018738,[96 42] ; [126  57],[95.43925234 42.56074766] ; [126.56074766  56.43925234],0
a8,1,0.929584,0.007809,[ 12 107] ; [ 17 157],[ 11.778157 107.221843] ; [ 17.221843 156.778157],0
n2,1,0.931226,0.007448,[15  6] ; [42 16],[15.15189873  5.84810127] ; [41.84810127 16.15189873],0
a1,1,0.949813,0.003962,[  7 131] ; [  9 174],[  6.87850467 131.12149533] ; [  9.12149533 173.87850467],0
