Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,73.628803,[37 70] ; [205  48],[71.92777778 35.07222222] ; [170.07222222  82.92777778],1
d3,1,0.0,41.816954,[58 49] ; [218  36],[81.80609418 25.19390582] ; [194.19390582  59.80609418],1
a2,1,0.0,25.941091,[13 94] ; [100 154],[33.49307479 73.50692521] ; [ 79.50692521 174.49307479],1
u1,1,2e-06,23.043596,[11 96] ; [ 89 165],[29.6398892 77.3601108] ; [ 70.3601108 183.6398892],1
b5,1,0.000369,12.685059,[47 60] ; [163  91],[62.24376731 44.75623269] ; [147.75623269 106.24376731],1
d1,1,0.002582,9.081369,[68 39] ; [200  54],[79.43490305 27.56509695] ; [188.56509695  65.43490305],0
n1,1,0.008974,6.828023,[20  9] ; [21 33],[14.3253012 14.6746988] ; [26.6746988 27.3253012],0
b1,1,0.010043,6.627187,[53 54] ; [ 89 165],[42.08864266 64.91135734] ; [ 99.91135734 154.08864266],0
v2,1,0.016773,5.719921,[56 49] ; [165  82],[65.92329545 39.07670455] ; [155.07670455  91.92329545],0
r4,1,0.036884,4.355758,[92 15] ; [236  18],[97.21883657  9.78116343] ; [230.78116343  23.21883657],0
b3,1,0.049302,3.865041,[40 39] ; [ 68 113],[32.81538462 46.18461538] ; [ 75.18461538 105.81538462],0
b2,1,0.049302,3.865041,[40 39] ; [ 68 113],[32.81538462 46.18461538] ; [ 75.18461538 105.81538462],0
d4,1,0.052099,3.772575,[92 15] ; [235  19],[96.92243767 10.07756233] ; [230.07756233  23.92243767],0
b4,1,0.070947,3.260975,[53 54] ; [152 102],[60.76177285 46.23822715] ; [144.23822715 109.76177285],0
p11,1,0.09027,2.869558,[91 16] ; [196  58],[85.06648199 21.93351801] ; [201.93351801  52.06648199],0
r1,1,0.091344,2.850528,[85 22] ; [218  34],[90.3091922 16.6908078] ; [212.6908078  39.3091922],0
s4,1,0.163254,1.943824,[28 78] ; [ 50 203],[23.03064067 82.96935933] ; [ 54.96935933 198.03064067],0
u3,1,0.180978,1.789573,[7 6] ; [33 12],[8.96551724 4.03448276] ; [31.03448276 13.96551724],0
v4,1,0.183169,1.771722,[100   6] ; [245   7],[102.15083799   3.84916201] ; [242.84916201   9.15083799],0
p3,1,0.2267,1.461447,[67 40] ; [141 112],[61.82222222 45.17777778] ; [146.17777778 106.82222222],0
p6,1,0.235185,1.409228,[53 52] ; [109 141],[47.91549296 57.08450704] ; [114.08450704 135.91549296],0
a3,1,0.240517,1.377562,[94 13] ; [209  43],[90.3091922 16.6908078] ; [212.6908078  39.3091922],0
n5,1,0.291197,1.114077,[88 18] ; [196  55],[84.32492997 21.67507003] ; [199.67507003  51.32492997],0
r3,1,0.311498,1.024312,[105   2] ; [242  10],[103.42339833   3.57660167] ; [243.57660167   8.42339833],0
s1,1,0.312831,1.018685,[  3 104] ; [ 13 236],[  4.80898876 102.19101124] ; [ 11.19101124 237.80898876],0
n2,1,0.33108,0.944669,[25  5] ; [40 14],[23.21428571  6.78571429] ; [41.78571429 12.21428571],0
d2,1,0.356105,0.851582,[61 46] ; [158  96],[64.91135734 42.08864266] ; [154.08864266  99.91135734],0
a8,1,0.358494,0.843161,[15 88] ; [ 41 178],[17.91304348 85.08695652] ; [ 38.08695652 180.91304348],0
r2,1,0.363209,0.826768,[101   5] ; [242   7],[102.41690141   3.58309859] ; [240.58309859   8.41690141],0
v3,1,0.366536,0.815375,[53 51] ; [111 132],[49.15273775 54.84726225] ; [114.84726225 128.15273775],0
p12,1,0.381643,0.765402,[ 8 97] ; [ 27 227],[10.2367688 94.7632312] ; [ 24.7632312 229.2367688],0
n4,1,0.418931,0.653311,[92 14] ; [211  42],[89.46518106 16.53481894] ; [213.53481894  39.46518106],0
a4,1,0.424507,0.637805,[62 45] ; [135 118],[58.55277778 48.44722222] ; [138.44722222 114.55277778],0
