Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000889,11.045753,[19  8] ; [27 53],[11.60747664 15.39252336] ; [34.39252336 45.60747664],1
s6,1,0.001579,9.983515,[22  4] ; [39 40],[15.1047619 10.8952381] ; [45.8952381 33.1047619],0
a1,1,0.002788,8.941435,[ 6 21] ; [ 3 77],[ 2.27102804 24.72897196] ; [ 6.72897196 73.27102804],0
p6,1,0.006314,7.458493,[17 10] ; [25 51],[11.00970874 15.99029126] ; [30.99029126 45.00970874],0
s7,1,0.010047,6.626533,[16 11] ; [23 51],[10.42574257 16.57425743] ; [28.57425743 45.42574257],0
d4,1,0.016626,5.735443,[23  4] ; [48 32],[17.91588785  9.08411215] ; [53.08411215 26.91588785],0
b5,1,0.019402,5.464932,[11 16] ; [53 27],[16.14953271 10.85046729] ; [47.85046729 32.14953271],0
p5,1,0.023759,5.11213,[ 7 20] ; [ 7 72],[ 3.56603774 23.43396226] ; [10.43396226 68.56603774],0
b4,1,0.029299,4.749934,[20  7] ; [40 40],[15.14018692 11.85981308] ; [44.85981308 35.14018692],0
r4,1,0.032828,4.554706,[22  5] ; [47 33],[17.41121495  9.58878505] ; [51.58878505 28.41121495],0
a5,1,0.039443,4.241691,[19  8] ; [38 42],[14.38317757 12.61682243] ; [42.61682243 37.38317757],0
d1,1,0.072319,3.229593,[14 13] ; [26 54],[10.09345794 16.90654206] ; [29.90654206 50.09345794],0
b2,1,0.077497,3.116629,[ 8 11] ; [11 41],[ 5.08450704 13.91549296] ; [13.91549296 38.08450704],0
b3,1,0.077497,3.116629,[ 8 11] ; [11 41],[ 5.08450704 13.91549296] ; [13.91549296 38.08450704],0
s3,1,0.082568,3.013612,[17 10] ; [34 44],[13.11428571 13.88571429] ; [37.88571429 40.11428571],0
n3,1,0.10065,2.695221,[6 5] ; [21  5],[8.02702703 2.97297297] ; [18.97297297  7.02702703],0
v2,1,0.11466,2.48879,[15 11] ; [32 48],[11.52830189 14.47169811] ; [35.47169811 44.52830189],0
v4,1,0.116238,2.467294,[26  1] ; [67 12],[23.68867925  3.31132075] ; [69.31132075  9.68867925],0
u3,1,0.126373,2.336508,[6 4] ; [12 24],[3.91304348 6.08695652] ; [14.08695652 21.91304348],0
p1,1,0.165611,1.922228,[ 4 23] ; [ 5 75],[ 2.27102804 24.72897196] ; [ 6.72897196 73.27102804],0
s4,1,0.177503,1.818407,[ 8 19] ; [14 66],[ 5.55140187 21.44859813] ; [16.44859813 63.55140187],0
d3,1,0.20303,1.620444,[18  9] ; [41 37],[15.17142857 11.82857143] ; [43.82857143 34.17142857],0
d5,1,0.203879,1.614365,[21  6] ; [51 28],[18.33962264  8.66037736] ; [53.66037736 25.33962264],0
p12,1,0.274659,1.193332,[ 3 24] ; [ 4 75],[ 1.78301887 25.21698113] ; [ 5.21698113 73.78301887],0
v1,1,0.289918,1.12,[13 12] ; [32 48],[10.71428571 14.28571429] ; [34.28571429 45.71428571],0
n1,1,0.298488,1.080935,[6 5] ; [ 9 16],[4.58333333 6.41666667] ; [10.41666667 14.58333333],0
n2,1,0.317497,0.99923,[9 2] ; [17  9],[7.72972973 3.27027027] ; [18.27027027  7.72972973],0
a4,1,0.32729,0.95959,[ 9 18] ; [19 61],[ 7.06542056 19.93457944] ; [20.93457944 59.06542056],0
p4,1,0.348535,0.878783,[19  8] ; [47 31],[16.97142857 10.02857143] ; [49.02857143 28.97142857],0
a3,1,0.352015,0.866179,[17  9] ; [44 36],[14.96226415 11.03773585] ; [46.03773585 33.96226415],0
a7,1,0.362735,0.828404,[13 14] ; [46 33],[15.02830189 11.97169811] ; [43.97169811 35.02830189],0
a6,1,0.390808,0.736426,[14 13] ; [49 31],[15.89719626 11.10280374] ; [47.10280374 32.89719626],0
s1,1,0.436223,0.606197,[ 2 25] ; [ 3 77],[ 1.26168224 25.73831776] ; [ 3.73831776 76.26168224],0
s8,1,0.436299,0.605997,[11 16] ; [26 54],[ 9.3364486 17.6635514] ; [27.6635514 52.3364486],0
n6,1,0.472565,0.515972,[22  5] ; [59 20],[20.63207547  6.36792453] ; [60.36792453 18.63207547],0
r2,1,0.480721,0.497227,[22  4] ; [61 17],[20.75  5.25] ; [62.25 15.75],0
p10,1,0.488012,0.480907,[21  6] ; [56 23],[19.61320755  7.38679245] ; [57.38679245 21.61320755],0
p9,1,0.491325,0.473622,[22  5] ; [60 20],[20.69158879  6.30841121] ; [61.30841121 18.69158879],0
r3,1,0.51734,0.419194,[24  3] ; [67 13],[22.96261682  4.03738318] ; [68.03738318 11.96261682],0
p3,1,0.582837,0.30167,[16 11] ; [42 37],[14.77358491 12.22641509] ; [43.22641509 35.77358491],0
p8,1,0.597211,0.279223,[17 10] ; [44 33],[15.83653846 11.16346154] ; [45.16346154 31.83653846],0
u2,1,0.748428,0.102857,[6 4] ; [19 16],[5.55555556 4.44444444] ; [19.44444444 15.55555556],0
d2,1,0.781792,0.076721,[ 8 19] ; [26 54],[ 8.57943925 18.42056075] ; [25.42056075 54.57943925],0
n4,1,0.84833,0.036577,[17 10] ; [52 28],[17.41121495  9.58878505] ; [51.58878505 28.41121495],0
a2,1,0.869433,0.02702,[ 3 24] ; [ 8 72],[ 2.77570093 24.22429907] ; [ 8.22429907 71.77570093],0
a8,1,0.870453,0.026596,[ 2 25] ; [ 5 72],[ 1.81730769 25.18269231] ; [ 5.18269231 71.81730769],0
p11,1,0.873582,0.025316,[20  7] ; [58 22],[19.68224299  7.31775701] ; [58.31775701 21.68224299],0
p2,1,0.935257,0.006599,[22  5] ; [63 15],[21.85714286  5.14285714] ; [63.14285714 14.85714286],0
b1,1,0.959973,0.002519,[12 15] ; [36 44],[12.11214953 14.88785047] ; [35.88785047 44.11214953],0
v3,1,0.963315,0.002115,[ 8 18] ; [25 55],[ 8.09433962 17.90566038] ; [24.90566038 55.09433962],0
n5,1,0.968395,0.00157,[18  9] ; [53 27],[17.91588785  9.08411215] ; [53.08411215 26.91588785],0
