Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000144,14.454015,[4 6] ; [ 1 45],[0.89285714 9.10714286] ; [ 4.10714286 41.89285714],1
v3,1,0.013409,6.114362,[5 5] ; [ 7 40],[2.10526316 7.89473684] ; [ 9.89473684 37.10526316],0
v4,1,0.023542,5.128071,[9 1] ; [24 23],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
d5,1,0.031207,4.641544,[9 1] ; [25 22],[5.96491228 4.03508772] ; [28.03508772 18.96491228],0
a2,1,0.060097,3.534693,[3 7] ; [ 4 43],[1.22807018 8.77192982] ; [ 5.77192982 41.22807018],0
b5,1,0.066572,3.365577,[7 3] ; [18 29],[4.38596491 5.61403509] ; [20.61403509 26.38596491],0
u3,1,0.126598,2.333733,[2 1] ; [ 5 16],[0.875 2.125] ; [ 6.125 14.875],0
p4,1,0.14143,2.162333,[4 5] ; [10 37],[2.25 6.75] ; [11.75 35.25],0
p12,1,0.219239,1.509342,[1 9] ; [ 1 46],[0.35087719 9.64912281] ; [ 1.64912281 45.35087719],0
b3,1,0.237256,1.396825,[4 3] ; [11 22],[2.625 4.375] ; [12.375 20.625],0
b2,1,0.237256,1.396825,[4 3] ; [11 22],[2.625 4.375] ; [12.375 20.625],0
p8,1,0.24306,1.362756,[4 6] ; [10 35],[2.54545455 7.45454545] ; [11.45454545 33.54545455],0
d1,1,0.276526,1.184086,[5 5] ; [15 32],[3.50877193 6.49122807] ; [16.49122807 30.50877193],0
n6,1,0.281096,1.161784,[6 4] ; [19 27],[4.46428571 5.53571429] ; [20.53571429 25.46428571],0
n2,1,0.285049,1.142857,[3 1] ; [13 15],[2. 2.] ; [14. 14.],0
a4,1,0.32167,0.982143,[5 5] ; [15 30],[3.63636364 6.36363636] ; [16.36363636 28.63636364],0
b1,1,0.324627,0.970213,[8 2] ; [30 17],[6.66666667 3.33333333] ; [31.33333333 15.66666667],0
n1,1,0.348632,0.878431,[1 3] ; [14 14],[1.875 2.125] ; [13.125 14.875],0
p11,1,0.355183,0.854852,[4 6] ; [12 35],[2.80701754 7.19298246] ; [13.19298246 33.80701754],0
p7,1,0.359015,0.841335,[4 5] ; [13 32],[2.83333333 6.16666667] ; [14.16666667 30.83333333],0
p2,1,0.367649,0.811594,[5 5] ; [16 30],[3.75 6.25] ; [17.25 28.75],0
a5,1,0.378315,0.77617,[4 6] ; [26 21],[5.26315789 4.73684211] ; [24.73684211 22.26315789],0
d4,1,0.393195,0.729038,[7 3] ; [26 21],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
p5,1,0.445525,0.582011,[2 8] ; [ 5 40],[1.27272727 8.72727273] ; [ 5.72727273 39.27272727],0
n5,1,0.454543,0.559299,[8 2] ; [32 15],[7.01754386 2.98245614] ; [32.98245614 14.01754386],0
s6,1,0.466092,0.531225,[3 7] ; [ 9 37],[2.14285714 7.85714286] ; [ 9.85714286 36.14285714],0
a3,1,0.47546,0.509259,[7 3] ; [26 19],[6. 4.] ; [27. 18.],0
r2,1,0.494678,0.466335,[5 4] ; [31 15],[5.89090909 3.10909091] ; [30.10909091 15.89090909],0
s4,1,0.549819,0.357642,[2 8] ; [ 6 41],[1.40350877 8.59649123] ; [ 6.59649123 40.40350877],0
n4,1,0.57763,0.310082,[5 5] ; [28 19],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
a1,1,0.58032,0.305718,[1 9] ; [ 8 39],[1.57894737 8.42105263] ; [ 7.42105263 39.57894737],0
d3,1,0.607308,0.264113,[4 6] ; [23 24],[4.73684211 5.26315789] ; [22.26315789 24.73684211],0
d2,1,0.614535,0.253623,[5 5] ; [19 27],[4.28571429 5.71428571] ; [19.71428571 26.28571429],0
s7,1,0.668238,0.18367,[2 7] ; [ 7 36],[1.55769231 7.44230769] ; [ 7.44230769 35.55769231],0
s1,1,0.6843,0.165325,[1 9] ; [ 3 44],[0.70175439 9.29824561] ; [ 3.29824561 43.70175439],0
s5,1,0.685808,0.163662,[1 9] ; [ 7 40],[1.40350877 8.59649123] ; [ 6.59649123 40.40350877],0
a7,1,0.694668,0.154078,[4 6] ; [22 25],[4.56140351 5.43859649] ; [21.43859649 25.56140351],0
a6,1,0.694668,0.154078,[4 6] ; [22 25],[4.56140351 5.43859649] ; [21.43859649 25.56140351],0
v1,1,0.770772,0.084894,[3 7] ; [12 35],[2.63157895 7.36842105] ; [12.36842105 34.63157895],0
p3,1,0.790522,0.070561,[2 8] ; [11 35],[2.32142857 7.67857143] ; [10.67857143 35.32142857],0
n3,1,0.834941,0.043417,[2 2] ; [12 15],[1.80645161 2.19354839] ; [12.19354839 14.80645161],0
p9,1,0.854267,0.033737,[4 6] ; [19 25],[4.25925926 5.74074074] ; [18.74074074 25.25925926],0
r1,1,0.881953,0.02205,[4 6] ; [20 27],[4.21052632 5.78947368] ; [19.78947368 27.21052632],0
r4,1,0.952375,0.003567,[1 9] ; [ 5 42],[1.05263158 8.94736842] ; [ 4.94736842 42.05263158],0
b4,1,0.980129,0.00062,[6 4] ; [28 19],[5.96491228 4.03508772] ; [28.03508772 18.96491228],0
p10,1,0.980129,0.00062,[4 6] ; [19 28],[4.03508772 5.96491228] ; [18.96491228 28.03508772],0
