Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002739,8.973986,[13 21] ; [22  7],[18.88888889 15.11111111] ; [16.11111111 12.88888889],0
a4,1,0.00834,6.958869,[ 6 27] ; [14 14],[10.81967213 22.18032787] ; [ 9.18032787 18.81967213],0
d3,1,0.009322,6.760041,[10 24] ; [18 11],[15.11111111 18.88888889] ; [12.88888889 16.11111111],0
a3,1,0.010981,6.46838,[17 17] ; [22  5],[21.73770492 12.26229508] ; [17.26229508  9.73770492],0
s7,1,0.01269,6.211802,[ 3 28] ; [10 17],[ 6.94827586 24.05172414] ; [ 6.05172414 20.94827586],0
d1,1,0.020147,5.399087,[ 7 27] ; [14 15],[11.33333333 22.66666667] ; [ 9.66666667 19.33333333],0
a6,1,0.027406,4.865056,[14 20] ; [20  9],[18.34920635 15.65079365] ; [15.65079365 13.34920635],0
p5,1,0.037666,4.320043,[ 2 31] ; [ 7 21],[ 4.86885246 28.13114754] ; [ 4.13114754 23.86885246],0
d5,1,0.047899,3.91354,[15 19] ; [20  9],[18.88888889 15.11111111] ; [16.11111111 12.88888889],0
r4,1,0.059596,3.548604,[ 4 30] ; [ 9 20],[ 7.01587302 26.98412698] ; [ 5.98412698 23.01587302],0
n1,1,0.059902,3.540108,[ 7 12] ; [11  5],[9.77142857 9.22857143] ; [8.22857143 7.77142857],0
p8,1,0.083921,2.987279,[ 8 26] ; [12 15],[11.14754098 22.85245902] ; [ 8.85245902 18.14754098],0
p3,1,0.085679,2.95374,[ 7 26] ; [12 17],[10.11290323 22.88709677] ; [ 8.88709677 20.11290323],0
b5,1,0.106361,2.607477,[13 21] ; [17 12],[16.19047619 17.80952381] ; [13.80952381 15.19047619],0
s5,1,0.110942,2.540747,[ 4 30] ; [ 8 21],[ 6.47619048 27.52380952] ; [ 5.52380952 23.47619048],0
s1,1,0.112232,2.522512,[ 1 33] ; [ 4 25],[ 2.6984127 31.3015873] ; [ 2.3015873 26.6984127],0
r1,1,0.11351,2.504665,[12 22] ; [16 13],[15.11111111 18.88888889] ; [12.88888889 16.11111111],0
v1,1,0.127665,2.320675,[ 9 25] ; [13 16],[11.87301587 22.12698413] ; [10.12698413 18.87301587],0
d4,1,0.141678,2.159635,[16 18] ; [19 10],[18.88888889 15.11111111] ; [16.11111111 12.88888889],0
u3,1,0.194835,1.680672,[ 3 14] ; [3 4],[ 4.25 12.75] ; [1.75 5.25],0
s3,1,0.20015,1.64128,[ 7 25] ; [10 17],[ 9.22033898 22.77966102] ; [ 7.77966102 19.22033898],0
n6,1,0.21059,1.567367,[20 14] ; [12 16],[17.5483871 16.4516129] ; [14.4516129 13.5483871],0
d2,1,0.231402,1.432221,[11 22] ; [14 15],[13.30645161 19.69354839] ; [11.69354839 17.30645161],0
p9,1,0.232224,1.427184,[14 17] ; [17 11],[16.28813559 14.71186441] ; [14.71186441 13.28813559],0
b4,1,0.259403,1.27194,[20 14] ; [21  8],[22.12698413 11.87301587] ; [18.87301587 10.12698413],0
v4,1,0.286505,1.135971,[19 15] ; [20  9],[21.04761905 12.95238095] ; [17.95238095 11.04761905],0
s6,1,0.292847,1.106485,[ 8 26] ; [10 18],[ 9.87096774 24.12903226] ; [ 8.12903226 19.87096774],0
r2,1,0.297471,1.085499,[21 12] ; [22  7],[22.88709677 10.11290323] ; [20.11290323  8.88709677],0
s8,1,0.307252,1.042451,[ 5 29] ; [ 7 21],[ 6.58064516 27.41935484] ; [ 5.41935484 22.58064516],0
p1,1,0.333934,0.933583,[ 4 30] ; [ 6 23],[ 5.3968254 28.6031746] ; [ 4.6031746 24.3968254],0
v3,1,0.37782,0.777782,[ 7 26] ; [ 9 20],[ 8.51612903 24.48387097] ; [ 7.48387097 21.51612903],0
