Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000399,12.537465,[34 24] ; [ 8 29],[25.64210526 32.35789474] ; [16.35789474 20.64210526],1
r4,1,0.003204,8.687557,[58  3] ; [30 10],[53.14851485  7.85148515] ; [34.85148515  5.14851485],0
p9,1,0.004717,7.984881,[55  5] ; [28 12],[49.8 10.2] ; [33.2  6.8],0
p10,1,0.020496,5.369172,[52  7] ; [27 12],[47.56122449 11.43877551] ; [31.43877551  7.56122449],0
r1,1,0.023691,5.117105,[51  8] ; [27 13],[46.48484848 12.51515152] ; [31.51515152  8.48484848],0
p7,1,0.023844,5.105942,[40 19] ; [18 22],[34.56565657 24.43434343] ; [23.43434343 16.56565657],0
r3,1,0.032903,4.550831,[59  2] ; [34  6],[56.16831683  4.83168317] ; [36.83168317  3.16831683],0
p2,1,0.053314,3.734037,[50 11] ; [26 14],[45.9009901 15.0990099] ; [30.0990099  9.9009901],0
n3,1,0.080123,3.062402,[12  1] ; [9 5],[10.11111111  2.88888889] ; [10.88888889  3.11111111],0
n2,1,0.080123,3.062402,[12  1] ; [9 5],[10.11111111  2.88888889] ; [10.88888889  3.11111111],0
b3,1,0.081263,3.039468,[ 4 30] ; [ 8 19],[ 6.68852459 27.31147541] ; [ 5.31147541 21.68852459],0
b2,1,0.081263,3.039468,[ 4 30] ; [ 8 19],[ 6.68852459 27.31147541] ; [ 5.31147541 21.68852459],0
v1,1,0.089224,2.888313,[31 27] ; [14 25],[26.90721649 31.09278351] ; [18.09278351 20.90721649],0
u3,1,0.11112,2.538225,[19 10] ; [ 9 12],[16.24 12.76] ; [11.76  9.24],0
a8,1,0.124456,2.360331,[ 6 51] ; [ 8 28],[ 8.58064516 48.41935484] ; [ 5.41935484 30.58064516],0
a5,1,0.142487,2.150891,[38 23] ; [19 21],[34.42574257 26.57425743] ; [22.57425743 17.42574257],0
n1,1,0.147758,2.095249,[ 3 10] ; [7 7],[4.81481481 8.18518519] ; [5.18518519 8.81481481],0
r2,1,0.155386,2.018568,[58  3] ; [34  5],[56.12  4.88] ; [35.88  3.12],0
d2,1,0.160733,1.967319,[11 50] ; [12 28],[13.89108911 47.10891089] ; [ 9.10891089 30.89108911],0
p8,1,0.163769,1.939077,[31 29] ; [15 25],[27.6 32.4] ; [18.4 21.6],0
d3,1,0.199552,1.645652,[21 40] ; [ 9 31],[18.11881188 42.88118812] ; [11.88118812 28.11881188],0
d5,1,0.223153,1.483981,[35 26] ; [18 22],[32.00990099 28.99009901] ; [20.99009901 19.00990099],0
p11,1,0.231155,1.433741,[44 17] ; [33  7],[46.5049505 14.4950495] ; [30.4950495  9.5049505],0
p3,1,0.24806,1.334199,[30 31] ; [15 25],[27.17821782 33.82178218] ; [17.82178218 22.17821782],0
a4,1,0.27718,1.180867,[10 50] ; [10 29],[12.12121212 47.87878788] ; [ 7.87878788 31.12121212],0
b1,1,0.285758,1.139501,[21 40] ; [18 22],[23.55445545 37.44554455] ; [15.44554455 24.55445545],0
s1,1,0.300662,1.071255,[ 3 57] ; [ 4 34],[ 4.28571429 55.71428571] ; [ 2.71428571 35.28571429],0
n5,1,0.307434,1.041667,[46 14] ; [34  6],[48. 12.] ; [32.  8.],0
n6,1,0.319815,0.989702,[52  9] ; [31  9],[50.12871287 10.87128713] ; [32.87128713  7.12871287],0
p12,1,0.33704,0.921659,[ 3 57] ; [ 4 36],[ 4.2 55.8] ; [ 2.8 37.2],0
a6,1,0.412694,0.671027,[40 21] ; [23 17],[38.04950495 22.95049505] ; [24.95049505 15.04950495],0
b5,1,0.417527,0.657266,[37 24] ; [21 19],[35.02970297 25.97029703] ; [22.97029703 17.02970297],0
s3,1,0.513105,0.427731,[38 20] ; [23 16],[36.4742268 21.5257732] ; [24.5257732 14.4742268],0
a2,1,0.530952,0.39257,[ 4 57] ; [ 4 36],[ 4.83168317 56.16831683] ; [ 3.16831683 36.83168317],0
s5,1,0.533577,0.387575,[21 39] ; [11 27],[19.59183673 40.40816327] ; [12.40816327 25.59183673],0
s2,1,0.540794,0.37407,[33 27] ; [19 20],[31.51515152 28.48484848] ; [20.48484848 18.51515152],0
a3,1,0.567551,0.326797,[32 28] ; [19 21],[30.6 29.4] ; [20.4 19.6],0
v4,1,0.568827,0.324649,[58  3] ; [36  3],[57.34  3.66] ; [36.66  2.34],0
p5,1,0.627271,0.23578,[ 7 53] ; [ 6 34],[ 7.8 52.2] ; [ 5.2 34.8],0
s4,1,0.637352,0.222222,[14 46] ; [11 29],[15. 45.] ; [10. 30.],0
n4,1,0.637352,0.222222,[44 16] ; [31  9],[45. 15.] ; [30. 10.],0
u1,1,0.664427,0.188191,[ 2 59] ; [ 2 38],[ 2.41584158 58.58415842] ; [ 1.58415842 38.41584158],0
v3,1,0.726968,0.121914,[21 39] ; [12 26],[20.20408163 39.79591837] ; [12.79591837 25.20408163],0
p6,1,0.78723,0.072851,[18 42] ; [11 29],[17.4 42.6] ; [11.6 28.4],0
s7,1,0.817896,0.053016,[30 27] ; [22 18],[30.55670103 26.44329897] ; [21.44329897 18.55670103],0
d1,1,0.821631,0.050827,[ 2 59] ; [ 1 39],[ 1.81188119 59.18811881] ; [ 1.18811881 38.81188119],0
b4,1,0.861322,0.030517,[34 27] ; [23 17],[34.42574257 26.57425743] ; [22.57425743 17.42574257],0
p4,1,0.87485,0.024807,[33 28] ; [21 19],[32.61386139 28.38613861] ; [21.38613861 18.61386139],0
p1,1,0.876317,0.024224,[ 7 54] ; [ 5 35],[ 7.24752475 53.75247525] ; [ 4.75247525 35.24752475],0
s8,1,0.935776,0.006493,[30 31] ; [20 20],[30.1980198 30.8019802] ; [19.8019802 20.1980198],0
u2,1,0.963404,0.002105,[15 14] ; [11 10],[15.08 13.92] ; [10.92 10.08],0
