Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.125295,[73 36] ; [31 61],[56.39800995 52.60199005] ; [47.60199005 44.39800995],1
s2,1,8.7e-05,15.398932,[71 43] ; [32 60],[57. 57.] ; [46. 46.],1
v3,1,0.000499,12.121212,[56 54] ; [24 66],[44. 66.] ; [36. 54.],1
s8,1,0.003708,8.421726,[63 50] ; [33 60],[52.66019417 60.33980583] ; [43.33980583 49.66019417],0
p10,1,0.004875,7.925069,[92 18] ; [62 31],[83.44827586 26.55172414] ; [70.55172414 22.44827586],0
p9,1,0.005266,7.785584,[97 14] ; [66 26],[89.12807882 21.87192118] ; [73.87192118 18.12807882],0
p7,1,0.006069,7.529794,[78 31] ; [48 43],[68.67 40.33] ; [57.33 33.67],0
n5,1,0.014732,5.94824,[90 22] ; [60 32],[82.35294118 29.64705882] ; [67.64705882 24.35294118],0
v4,1,0.01488,5.930603,[105   9] ; [75 18],[99.13043478 14.86956522] ; [80.86956522 12.13043478],0
s6,1,0.023401,5.138472,[77 33] ; [49 41],[69.3 40.7] ; [56.7 33.3],0
b3,1,0.029863,4.71716,[44 35] ; [21 36],[37.75735294 41.24264706] ; [27.24264706 29.75735294],0
b2,1,0.029863,4.71716,[44 35] ; [21 36],[37.75735294 41.24264706] ; [27.24264706 29.75735294],0
b5,1,0.031251,4.639115,[60 54] ; [35 58],[52.31884058 61.68115942] ; [42.68115942 50.31884058],0
r1,1,0.031994,4.598813,[91 23] ; [62 31],[84.26086957 29.73913043] ; [68.73913043 24.26086957],0
p2,1,0.041229,4.16656,[88 22] ; [62 30],[81.68316832 28.31683168] ; [68.31683168 23.68316832],0
s5,1,0.041729,4.146154,[52 58] ; [29 59],[45. 65.] ; [36. 52.],0
r3,1,0.057604,3.605064,[107   7] ; [80 13],[102.98550725  11.01449275] ; [84.01449275  8.98550725],0
s3,1,0.061659,3.492197,[70 44] ; [44 47],[63.39512195 50.60487805] ; [50.60487805 40.39512195],0
a3,1,0.071957,3.237794,[93 21] ; [66 27],[87.56521739 26.43478261] ; [71.43478261 21.56521739],0
p11,1,0.096692,2.759272,[90 24] ; [64 29],[84.8115942 29.1884058] ; [69.1884058 23.8115942],0
r4,1,0.109546,2.560756,[97 17] ; [71 22],[92.52173913 21.47826087] ; [75.47826087 17.52173913],0
p5,1,0.115966,2.470978,[16 94] ; [ 7 86],[12.46305419 97.53694581] ; [10.53694581 82.46305419],0
a1,1,0.13986,2.179496,[ 11 103] ; [ 4 89],[  8.26086957 105.73913043] ; [ 6.73913043 86.26086957],0
u3,1,0.145729,2.116402,[13  8] ; [11 16],[10.5 10.5] ; [13.5 13.5],0
p1,1,0.146366,2.109717,[  6 107] ; [10 83],[  8.77669903 104.22330097] ; [ 7.22330097 85.77669903],0
p12,1,0.146816,2.105025,[  7 102] ; [ 2 90],[  4.88059701 104.11940299] ; [ 4.11940299 87.88059701],0
n1,1,0.181105,1.788537,[13 11] ; [12 21],[10.52631579 13.47368421] ; [14.47368421 18.52631579],0
a8,1,0.190651,1.712583,[12 99] ; [ 5 84],[  9.435 101.565] ; [ 7.565 81.435],0
n4,1,0.202162,1.626686,[90 23] ; [67 26],[86.12135922 26.87864078] ; [70.87864078 22.12135922],0
r2,1,0.231074,1.434239,[102  10] ; [78 13],[99.31034483 12.68965517] ; [80.68965517 10.31034483],0
p8,1,0.264068,1.247302,[56 53] ; [40 52],[52.05970149 56.94029851] ; [43.94029851 48.05970149],0
s1,1,0.314367,1.012238,[  3 110] ; [ 5 88],[  4.38834951 108.61165049] ; [ 3.61165049 89.38834951],0
s7,1,0.316473,1.003466,[61 49] ; [42 45],[57.51269036 52.48730964] ; [45.48730964 41.51269036],0
p3,1,0.325099,0.968323,[59 52] ; [43 50],[55.5 55.5] ; [46.5 46.5],0
u2,1,0.339949,0.910625,[10 11] ; [16 10],[11.61702128  9.38297872] ; [14.38297872 11.61702128],0
s4,1,0.355557,0.853526,[19 95] ; [20 72],[21.58252427 92.41747573] ; [17.41747573 74.58252427],0
p6,1,0.498762,0.45757,[39 68] ; [29 62],[36.74747475 70.25252525] ; [31.25252525 59.74747475],0
b4,1,0.531073,0.392338,[60 54] ; [53 40],[62.23188406 51.76811594] ; [50.76811594 42.23188406],0
d3,1,0.589901,0.290499,[57 57] ; [50 43],[58.92753623 55.07246377] ; [48.07246377 44.92753623],0
d5,1,0.630526,0.231348,[94 20] ; [79 14],[95.27536232 18.72463768] ; [77.72463768 15.27536232],0
n6,1,0.646139,0.210802,[90 21] ; [73 20],[88.69117647 22.30882353] ; [74.30882353 18.69117647],0
a4,1,0.663249,0.189601,[58 56] ; [44 48],[56.44660194 57.55339806] ; [45.55339806 46.44660194],0
d1,1,0.690378,0.158676,[68 46] ; [58 35],[69.39130435 44.60869565] ; [56.60869565 36.39130435],0
a2,1,0.745532,0.105324,[ 10 104] ; [ 7 86],[  9.36231884 104.63768116] ; [ 7.63768116 85.36231884],0
a5,1,0.794989,0.067516,[84 30] ; [70 23],[84.8115942 29.1884058] ; [69.1884058 23.8115942],0
a6,1,0.804236,0.061439,[41 73] ; [35 58],[41.85507246 72.14492754] ; [34.14492754 58.85507246],0
n3,1,0.812688,0.05615,[15  9] ; [19 13],[14.57142857  9.42857143] ; [19.42857143 12.57142857],0
u4,1,0.822576,0.050281,[  3 111] ; [ 2 91],[  2.75362319 111.24637681] ; [ 2.24637681 90.75362319],0
d2,1,0.837531,0.042046,[61 53] ; [50 41],[61.72682927 52.27317073] ; [49.27317073 41.72682927],0
b1,1,0.861702,0.030348,[55 59] ; [46 47],[55.62318841 58.37681159] ; [45.37681159 47.62318841],0
n2,1,0.875155,0.024685,[17  7] ; [24  9],[17.26315789  6.73684211] ; [23.73684211  9.26315789],0
u1,1,0.971193,0.001304,[  6 108] ; [ 5 88],[  6.05797101 107.94202899] ; [ 4.94202899 88.05797101],0
p4,1,0.973101,0.001137,[60 52] ; [48 42],[59.88118812 52.11881188] ; [48.11881188 41.88118812],0
