Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6e-06,20.355232,[ 8 41] ; [22 12],[17.71084337 31.28915663] ; [12.28915663 21.71084337],1
s2,1,6.2e-05,16.035601,[13 35] ; [25 10],[21.97590361 26.02409639] ; [16.02409639 18.97590361],1
a3,1,8.1e-05,15.542768,[19 29] ; [29  6],[27.75903614 20.24096386] ; [20.24096386 14.75903614],1
s3,1,0.000161,14.239102,[15 33] ; [25  9],[23.41463415 24.58536585] ; [16.58536585 17.41463415],1
s6,1,0.000663,11.590154,[20 27] ; [28  7],[27.51219512 19.48780488] ; [20.48780488 14.51219512],1
n4,1,0.008743,6.874576,[29 20] ; [30  5],[34.41666667 14.58333333] ; [24.58333333 10.41666667],0
d1,1,0.009493,6.727689,[21 28] ; [25 10],[26.83333333 22.16666667] ; [19.16666667 15.83333333],0
a5,1,0.022919,5.174626,[31 18] ; [30  5],[35.58333333 13.41666667] ; [25.41666667  9.58333333],0
b1,1,0.02439,5.066667,[11 38] ; [16 19],[15.75 33.25] ; [11.25 23.75],0
d2,1,0.035043,4.443077,[18 31] ; [21 14],[22.75 26.25] ; [16.25 18.75],0
p11,1,0.046077,3.97878,[38 11] ; [20 15],[33.83333333 15.16666667] ; [24.16666667 10.83333333],0
n5,1,0.050044,3.84,[31 18] ; [29  6],[35. 14.] ; [25. 10.],0
u1,1,0.05778,3.6,[ 4 45] ; [ 8 27],[ 7. 42.] ; [ 5. 30.],0
d4,1,0.059058,3.563636,[35 14] ; [31  4],[38.5 10.5] ; [27.5  7.5],0
a2,1,0.060038,3.536327,[ 5 44] ; [ 9 26],[ 8.16666667 40.83333333] ; [ 5.83333333 29.16666667],0
b5,1,0.073638,3.2,[24 25] ; [24 11],[28. 21.] ; [20. 15.],0
p6,1,0.102875,2.660405,[ 8 41] ; [11 24],[11.08333333 37.91666667] ; [ 7.91666667 27.08333333],0
s5,1,0.111753,2.529249,[ 6 40] ; [ 9 24],[ 8.73417722 37.26582278] ; [ 6.26582278 26.73417722],0
p1,1,0.113932,2.498808,[ 5 44] ; [ 8 27],[ 7.58333333 41.41666667] ; [ 5.41666667 29.58333333],0
v1,1,0.114947,2.484848,[21 28] ; [20 13],[24.5 24.5] ; [16.5 16.5],0
r1,1,0.159864,1.97551,[34 15] ; [29  6],[36.75 12.25] ; [26.25  8.75],0
n1,1,0.167938,1.90125,[3 5] ; [7 3],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
a4,1,0.196405,1.668909,[14 34] ; [15 20],[16.77108434 31.22891566] ; [12.22891566 22.77108434],0
