Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.3e-05,19.045525,[12 68] ; [29 30],[23.5971223 56.4028777] ; [17.4028777 41.5971223],1
p4,1,2.1e-05,18.079978,[32 48] ; [45 14],[44.31654676 35.68345324] ; [32.68345324 26.31654676],1
p8,1,0.001414,10.187691,[27 53] ; [36 23],[36.25899281 43.74100719] ; [26.74100719 32.25899281],0
a5,1,0.011703,6.355378,[46 34] ; [46 13],[52.94964029 27.05035971] ; [39.05035971 19.94964029],0
d2,1,0.037092,4.346175,[25 54] ; [29 30],[30.91304348 48.08695652] ; [23.08695652 35.91304348],0
p6,1,0.041538,4.153914,[19 59] ; [24 35],[24.48175182 53.51824818] ; [18.51824818 40.48175182],0
p1,1,0.041644,4.149611,[ 1 77] ; [ 5 54],[ 3.41605839 74.58394161] ; [ 2.58394161 56.41605839],0
d1,1,0.047808,3.916737,[38 42] ; [38 21],[43.74100719 36.25899281] ; [32.25899281 26.74100719],0
u1,1,0.049313,3.864672,[ 7 73] ; [12 47],[10.9352518 69.0647482] ; [ 8.0647482 50.9352518],0
d5,1,0.05632,3.642581,[56 23] ; [50  9],[60.68115942 18.31884058] ; [45.31884058 13.68115942],0
b3,1,0.079398,3.077172,[ 7 28] ; [13 20],[10.29411765 24.70588235] ; [ 9.70588235 23.29411765],0
b2,1,0.079398,3.077172,[ 7 28] ; [13 20],[10.29411765 24.70588235] ; [ 9.70588235 23.29411765],0
a2,1,0.130018,2.292291,[11 69] ; [14 45],[14.38848921 65.61151079] ; [10.61151079 48.38848921],0
p5,1,0.13366,2.249472,[ 3 76] ; [ 6 53],[ 5.15217391 73.84782609] ; [ 3.84782609 55.15217391],0
p12,1,0.14351,2.139918,[ 5 75] ; [ 8 51],[ 7.48201439 72.51798561] ; [ 5.51798561 53.48201439],0
b1,1,0.176835,1.824028,[25 55] ; [25 34],[28.77697842 51.22302158] ; [21.22302158 37.77697842],0
n3,1,0.191695,1.704545,[13  9] ; [9 2],[14.66666667  7.33333333] ; [7.33333333 3.66666667],0
n4,1,0.216705,1.526058,[46 34] ; [40 19],[49.49640288 30.50359712] ; [36.50359712 22.49640288],0
a8,1,0.220432,1.501554,[10 64] ; [ 4 54],[ 7.84848485 66.15151515] ; [ 6.15151515 51.84848485],0
v3,1,0.232482,1.425613,[22 52] ; [23 35],[25.22727273 48.77272727] ; [19.77272727 38.22727273],0
n5,1,0.249123,1.328216,[48 32] ; [41 18],[51.22302158 28.77697842] ; [37.77697842 21.22302158],0
p11,1,0.254132,1.300446,[60 20] ; [49 10],[62.73381295 17.26618705] ; [46.26618705 12.73381295],0
p7,1,0.280335,1.165467,[42 35] ; [37 21],[45.05925926 31.94074074] ; [33.94074074 24.05925926],0
n1,1,0.28263,1.154401,[ 4 17] ; [4 7],[ 5.25 15.75] ; [2.75 8.25],0
a4,1,0.343263,0.898206,[25 55] ; [23 36],[27.62589928 52.37410072] ; [20.37410072 38.62589928],0
v1,1,0.354329,0.857894,[37 40] ; [32 25],[39.64925373 37.35074627] ; [29.35074627 27.64925373],0
r3,1,0.419492,0.651738,[77  3] ; [55  4],[75.97122302  4.02877698] ; [56.02877698  2.97122302],0
v4,1,0.422012,0.644706,[75  4] ; [54  5],[73.84782609  5.15217391] ; [55.15217391  3.84782609],0
v2,1,0.430874,0.620465,[34 39] ; [30 26],[36.21705426 36.78294574] ; [27.78294574 28.21705426],0
u3,1,0.441356,0.592754,[17 16] ; [16 10],[18.45762712 14.54237288] ; [14.54237288 11.45762712],0
s3,1,0.446193,0.580305,[60 19] ; [48 11],[61.82608696 17.17391304] ; [46.17391304 12.82608696],0
d4,1,0.466524,0.530196,[67 13] ; [52  7],[68.48920863 11.51079137] ; [50.51079137  8.48920863],0
a7,1,0.477017,0.505676,[60 19] ; [47 11],[61.70072993 17.29927007] ; [45.29927007 12.70072993],0
s5,1,0.4795,0.5,[25 54] ; [21 35],[26.91851852 52.08148148] ; [19.08148148 36.91851852],0
b5,1,0.494121,0.467541,[52 28] ; [35 24],[50.07194245 29.92805755] ; [36.92805755 22.07194245],0
p2,1,0.554741,0.348891,[61 18] ; [48 11],[62.39855072 16.60144928] ; [46.60144928 12.39855072],0
n2,1,0.592948,0.285764,[17  4] ; [8 3],[16.40625  4.59375] ; [8.59375 2.40625],0
a1,1,0.644305,0.213156,[ 4 76] ; [ 2 57],[ 3.45323741 76.54676259] ; [ 2.54676259 56.45323741],0
p10,1,0.697267,0.151331,[65 14] ; [47 12],[64.11594203 14.88405797] ; [47.88405797 11.11594203],0
s6,1,0.70309,0.145277,[58 21] ; [45 14],[58.96376812 20.03623188] ; [44.03623188 14.96376812],0
b4,1,0.717212,0.13118,[45 35] ; [35 24],[46.04316547 33.95683453] ; [33.95683453 25.04316547],0
n6,1,0.730385,0.118758,[61 18] ; [47 12],[61.82608696 17.17391304] ; [46.17391304 12.82608696],0
r1,1,0.757702,0.095172,[56 24] ; [42 16],[56.8115942 23.1884058] ; [41.1884058 16.8115942],0
u2,1,0.767669,0.087276,[17 17] ; [14 12],[17.56666667 16.43333333] ; [13.43333333 12.56666667],0
p9,1,0.785411,0.074133,[62 16] ; [48 11],[62.62773723 15.37226277] ; [47.37226277 11.62773723],0
d3,1,0.807741,0.059215,[52 27] ; [40 19],[52.66666667 26.33333333] ; [39.33333333 19.66666667],0
s1,1,0.841866,0.039803,[ 1 77] ; [ 1 58],[ 1.13868613 76.86131387] ; [ 0.86131387 58.13868613],0
a6,1,0.84811,0.036684,[53 27] ; [40 19],[53.52517986 26.47482014] ; [39.47482014 19.52517986],0
r4,1,0.854127,0.033803,[70 10] ; [51  8],[69.64028777 10.35971223] ; [51.35971223  7.64028777],0
s4,1,0.940122,0.005642,[15 62] ; [11 47],[14.82962963 62.17037037] ; [11.17037037 46.82962963],0
a3,1,0.970232,0.001393,[45 35] ; [33 26],[44.89208633 35.10791367] ; [33.10791367 25.89208633],0
r2,1,0.97877,0.000708,[73  7] ; [53  5],[73.04347826  6.95652174] ; [52.95652174  5.04347826],0
