Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,68.850219,[12 55] ; [78 15],[37.6875 29.3125] ; [52.3125 40.6875],1
s7,1,0.00012,14.795918,[22 41] ; [58 29],[33.6 29.4] ; [46.4 40.6],1
s8,1,0.000538,11.979935,[19 48] ; [52 41],[29.73125 37.26875] ; [41.26875 51.73125],1
s6,1,0.001142,10.581998,[37 30] ; [73 19],[46.35220126 20.64779874] ; [63.64779874 28.35220126],0
n1,1,0.00552,7.700625,[ 3 13] ; [13  7],[7.11111111 8.88888889] ; [ 8.88888889 11.11111111],0
s4,1,0.01078,6.501297,[ 5 61] ; [21 71],[10.86075949 55.13924051] ; [15.13924051 76.86075949],0
d1,1,0.048184,3.90356,[32 35] ; [59 34],[38.10625 28.89375] ; [52.89375 40.10625],0
u3,1,0.053678,3.722697,[8 8] ; [19  5],[10.8  5.2] ; [16.2  7.8],0
u2,1,0.054344,3.702093,[ 5 10] ; [15  8],[7.89473684 7.10526316] ; [12.10526316 10.89473684],0
d2,1,0.078927,3.086859,[29 37] ; [54 39],[34.45283019 31.54716981] ; [48.54716981 44.45283019],0
a2,1,0.112279,2.521843,[14 53] ; [30 63],[18.425 48.575] ; [25.575 67.425],0
b5,1,0.126357,2.336704,[39 28] ; [65 28],[43.55 23.45] ; [60.45 32.55],0
u1,1,0.140677,2.170538,[12 55] ; [26 67],[15.9125 51.0875] ; [22.0875 70.9125],0
p9,1,0.168004,1.900667,[51 16] ; [78 14],[54.35849057 12.64150943] ; [74.64150943 17.35849057],0
p10,1,0.183139,1.771963,[47 20] ; [73 19],[50.56603774 16.43396226] ; [69.43396226 22.56603774],0
a4,1,0.190842,1.711104,[29 38] ; [50 43],[33.08125 33.91875] ; [45.91875 47.08125],0
v4,1,0.217956,1.517782,[64  3] ; [84  9],[61.975  5.025] ; [86.025  6.975],0
p12,1,0.218641,1.513267,[ 2 65] ; [ 7 86],[ 3.76875 63.23125] ; [ 5.23125 87.76875],0
a1,1,0.225068,1.471758,[ 5 62] ; [ 3 90],[ 3.35 63.65] ; [ 4.65 88.35],0
p2,1,0.237998,1.392414,[55 12] ; [69 24],[51.925 15.075] ; [72.075 20.925],0
p5,1,0.251466,1.315142,[ 8 59] ; [ 6 84],[ 5.97452229 61.02547771] ; [ 8.02547771 81.97452229],0
v1,1,0.279819,1.167971,[39 26] ; [44 42],[35.72847682 29.27152318] ; [47.27152318 38.72847682],0
