Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000589,11.810536,[14 18] ; [22  3],[20.21052632 11.78947368] ; [15.78947368  9.21052632],1
a4,1,0.002881,8.881528,[ 6 25] ; [14 10],[11.27272727 19.72727273] ; [ 8.72727273 15.27272727],0
a6,1,0.007568,7.132927,[13 19] ; [19  6],[17.96491228 14.03508772] ; [14.03508772 10.96491228],0
p8,1,0.009166,6.790173,[ 6 26] ; [12 11],[10.47272727 21.52727273] ; [ 7.52727273 15.47272727],0
d3,1,0.015579,5.849787,[ 9 23] ; [15 10],[13.47368421 18.52631579] ; [10.52631579 14.47368421],0
s3,1,0.01976,5.432985,[ 7 25] ; [12 11],[11.05454545 20.94545455] ; [ 7.94545455 15.05454545],0
p5,1,0.023927,5.099914,[ 2 29] ; [ 7 17],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
n1,1,0.034287,4.480312,[ 7 12] ; [11  4],[10.05882353  8.94117647] ; [7.94117647 7.05882353],0
d1,1,0.035999,4.397143,[ 8 24] ; [13 12],[11.78947368 20.21052632] ; [ 9.21052632 15.78947368],0
s7,1,0.042251,4.125119,[ 6 24] ; [11 13],[ 9.44444444 20.55555556] ; [ 7.55555556 16.44444444],0
b5,1,0.047048,3.94367,[12 20] ; [16  9],[15.71929825 16.28070175] ; [12.28070175 12.71929825],0
a3,1,0.055946,3.653678,[17 15] ; [18  5],[20.36363636 11.63636364] ; [14.63636364  8.36363636],0
r4,1,0.076179,3.144587,[ 5 27] ; [ 9 16],[ 7.85964912 24.14035088] ; [ 6.14035088 18.85964912],0
p4,1,0.084874,2.969004,[ 8 23] ; [12 13],[11.07142857 19.92857143] ; [ 8.92857143 16.07142857],0
n2,1,0.097298,2.749282,[10  9] ; [12  3],[12.29411765  6.70588235] ; [9.70588235 5.29411765],0
d5,1,0.110734,2.543714,[15 17] ; [17  8],[17.96491228 14.03508772] ; [14.03508772 10.96491228],0
s8,1,0.120359,2.412642,[ 5 27] ; [ 8 16],[ 7.42857143 24.57142857] ; [ 5.57142857 18.42857143],0
n4,1,0.138397,2.195688,[23  9] ; [22  3],[25.26315789  6.73684211] ; [19.73684211  5.26315789],0
s2,1,0.142219,2.153786,[ 6 26] ; [ 9 16],[ 8.42105263 23.57894737] ; [ 6.57894737 18.42105263],0
p7,1,0.149477,2.077583,[ 7 23] ; [10 14],[ 9.44444444 20.55555556] ; [ 7.55555556 16.44444444],0
p6,1,0.161982,1.955621,[ 5 26] ; [ 8 17],[ 7.19642857 23.80357143] ; [ 5.80357143 19.19642857],0
p3,1,0.162028,1.955197,[ 6 25] ; [ 9 16],[ 8.30357143 22.69642857] ; [ 6.69642857 18.30357143],0
d2,1,0.178934,1.806452,[13 18] ; [15 10],[15.5 15.5] ; [12.5 12.5],0
d4,1,0.223319,1.482913,[14 18] ; [15 10],[16.28070175 15.71929825] ; [12.71929825 12.28070175],0
s1,1,0.233961,1.416618,[ 2 30] ; [ 4 21],[ 3.36842105 28.63157895] ; [ 2.63157895 22.36842105],0
a1,1,0.257322,1.283106,[ 4 28] ; [ 6 19],[ 5.61403509 26.38596491] ; [ 4.38596491 20.61403509],0
r1,1,0.273637,1.198425,[12 20] ; [13 12],[14.03508772 17.96491228] ; [10.96491228 14.03508772],0
v2,1,0.309024,1.034843,[ 6 24] ; [ 8 17],[ 7.63636364 22.36363636] ; [ 6.36363636 18.63636364],0
v4,1,0.321659,0.982191,[19 13] ; [18  7],[20.77192982 11.22807018] ; [16.22807018  8.77192982],0
p9,1,0.327569,0.958485,[13 16] ; [14 10],[14.77358491 14.22641509] ; [12.22641509 11.77358491],0
v1,1,0.367703,0.811412,[ 8 24] ; [ 9 16],[ 9.54385965 22.45614035] ; [ 7.45614035 17.54385965],0
