Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000696,11.499688,[19  5] ; [30 46],[11.76 12.24] ; [37.24 38.76],1
p1,1,0.021504,5.2855,[ 5 19] ; [ 4 71],[ 2.18181818 21.81818182] ; [ 6.81818182 68.18181818],0
p3,1,0.025618,4.981638,[11 13] ; [17 59],[ 6.72 17.28] ; [21.28 54.72],0
b4,1,0.035761,4.408457,[16  8] ; [32 44],[11.52 12.48] ; [36.48 39.52],0
v2,1,0.036306,4.382697,[12 10] ; [22 51],[ 7.87368421 14.12631579] ; [26.12631579 46.87368421],0
r4,1,0.036346,4.380803,[19  5] ; [42 34],[14.64  9.36] ; [46.36 29.64],0
r2,1,0.036665,4.3659,[22  2] ; [53 22],[18.18181818  5.81818182] ; [56.81818182 18.18181818],0
r1,1,0.08532,2.960526,[18  6] ; [42 34],[14.4  9.6] ; [45.6 30.4],0
p6,1,0.091206,2.852957,[ 2 22] ; [18 56],[ 4.89795918 19.10204082] ; [15.10204082 58.89795918],0
b5,1,0.132045,2.268297,[10 14] ; [45 31],[13.2 10.8] ; [41.8 34.2],0
n5,1,0.158709,1.986486,[ 9 15] ; [40 34],[12. 12.] ; [37. 37.],0
b3,1,0.173046,1.856357,[5 7] ; [ 9 32],[3.16981132 8.83018868] ; [10.83018868 30.16981132],0
b2,1,0.173046,1.856357,[5 7] ; [ 9 32],[3.16981132 8.83018868] ; [10.83018868 30.16981132],0
p7,1,0.194754,1.681285,[ 9 15] ; [38 34],[11.75 12.25] ; [35.25 36.75],0
s4,1,0.194788,1.681028,[ 2 22] ; [15 61],[ 4.08 19.92] ; [12.92 63.08],0
p2,1,0.249642,1.325308,[13 11] ; [51 25],[15.36  8.64] ; [48.64 27.36],0
v1,1,0.292149,1.109692,[12 12] ; [28 46],[ 9.79591837 14.20408163] ; [30.20408163 43.79591837],0
n4,1,0.348972,0.877193,[14 10] ; [36 40],[12. 12.] ; [38. 38.],0
p12,1,0.390496,0.737397,[ 1 23] ; [ 1 74],[ 0.48484848 23.51515152] ; [ 1.51515152 73.48484848],0
p11,1,0.426871,0.631321,[12 12] ; [45 31],[13.68 10.32] ; [43.32 32.68],0
v4,1,0.434632,0.610414,[20  4] ; [56 18],[18.6122449  5.3877551] ; [57.3877551 16.6122449],0
a6,1,0.444439,0.584795,[16  8] ; [44 32],[14.4  9.6] ; [45.6 30.4],0
s8,1,0.482405,0.493421,[ 6 18] ; [14 62],[ 4.8 19.2] ; [15.2 60.8],0
p8,1,0.483709,0.49049,[10 14] ; [25 49],[ 8.57142857 15.42857143] ; [26.42857143 47.57142857],0
a8,1,0.487115,0.482893,[ 2 20] ; [11 63],[ 2.97916667 19.02083333] ; [10.02083333 63.97916667],0
a1,1,0.491915,0.472335,[ 3 21] ; [ 6 70],[ 2.16 21.84] ; [ 6.84 69.16],0
s2,1,0.507606,0.439,[ 9 15] ; [23 53],[ 7.68 16.32] ; [24.32 51.68],0
n2,1,0.532433,0.389745,[5 1] ; [22  9],[4.37837838 1.62162162] ; [22.62162162  8.37837838],0
a7,1,0.532434,0.389744,[15  9] ; [42 34],[13.68 10.32] ; [43.32 32.68],0
d3,1,0.534939,0.385,[10 14] ; [26 49],[ 8.72727273 15.27272727] ; [27.27272727 47.72727273],0
d2,1,0.566325,0.32887,[ 5 19] ; [12 64],[ 4.08 19.92] ; [12.92 63.08],0
r3,1,0.566975,0.32777,[19  5] ; [55 20],[17.93939394  6.06060606] ; [56.06060606 18.93939394],0
a3,1,0.588188,0.293183,[14 10] ; [39 36],[12.84848485 11.15151515] ; [40.15151515 34.84848485],0
a4,1,0.588688,0.292398,[ 7 17] ; [18 58],[ 6. 18.] ; [19. 57.],0
p10,1,0.638491,0.220721,[13 11] ; [36 38],[12. 12.] ; [37. 37.],0
n1,1,0.650147,0.205714,[2 4] ; [13 17],[2.5 3.5] ; [12.5 17.5],0
a2,1,0.664426,0.188192,[ 1 23] ; [ 5 71],[ 1.44 22.56] ; [ 4.56 71.44],0
p5,1,0.709059,0.139219,[ 1 23] ; [ 2 73],[ 0.72727273 23.27272727] ; [ 2.27272727 72.72727273],0
p4,1,0.80049,0.063864,[ 9 15] ; [26 49],[ 8.48484848 15.51515152] ; [26.51515152 48.48484848],0
s1,1,0.820291,0.051606,[ 1 23] ; [ 4 71],[ 1.21212121 22.78787879] ; [ 3.78787879 71.21212121],0
s5,1,0.831297,0.045385,[ 4 20] ; [11 63],[ 3.67346939 20.32653061] ; [11.32653061 62.67346939],0
s7,1,0.846173,0.037637,[ 6 17] ; [20 51],[ 6.36170213 16.63829787] ; [19.63829787 51.36170213],0
p9,1,0.922298,0.009514,[14 10] ; [44 30],[14.20408163  9.79591837] ; [43.79591837 30.20408163],0
u3,1,0.935359,0.006578,[5 4] ; [20 17],[4.89130435 4.10869565] ; [20.10869565 16.89130435],0
s3,1,0.943203,0.005076,[11 13] ; [35 40],[11.15151515 12.84848485] ; [34.84848485 40.15151515],0
s6,1,0.953839,0.003351,[ 9 15] ; [29 47],[ 9.12 14.88] ; [28.88 47.12],0
n3,1,0.958926,0.002652,[4 2] ; [21 10],[4.05405405 1.94594595] ; [20.94594595 10.05405405],0
b1,1,0.969726,0.00144,[14 10] ; [44 32],[13.92 10.08] ; [44.08 31.92],0
u2,1,0.975346,0.000955,[6 4] ; [22 15],[5.95744681 4.04255319] ; [22.04255319 14.95744681],0
d4,1,0.985007,0.000353,[13 11] ; [41 35],[12.96 11.04] ; [41.04 34.96],0
d5,1,1.0,0.0,[12 12] ; [38 38],[12. 12.] ; [38. 38.],0
