Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,5.2e-05,16.38209,[44 12] ; [23 33],[33.5 22.5] ; [33.5 22.5],1
d3,1,0.000156,14.303959,[39 17] ; [19 37],[29. 27.] ; [29. 27.],1
a6,1,0.002434,9.189744,[34 22] ; [18 38],[26. 30.] ; [26. 30.],0
a2,1,0.004269,8.165617,[10 46] ; [ 1 55],[ 5.5 50.5] ; [ 5.5 50.5],0
d4,1,0.008045,7.023377,[45 11] ; [32 24],[38.5 17.5] ; [38.5 17.5],0
d1,1,0.011545,6.379508,[28 28] ; [15 41],[21.5 34.5] ; [21.5 34.5],0
r3,1,0.021611,5.276867,[34 20] ; [23 33],[27.98181818 26.01818182] ; [29.01818182 26.98181818],0
b1,1,0.023342,5.142857,[22 34] ; [34 22],[28. 28.] ; [28. 28.],0
a8,1,0.047443,3.929608,[ 6 46] ; [ 1 52],[ 3.46666667 48.53333333] ; [ 3.53333333 49.46666667],0
v2,1,0.074991,3.170243,[22 33] ; [13 41],[17.66055046 37.33944954] ; [17.33944954 36.66055046],0
u3,1,0.077515,3.116256,[10 11] ; [ 6 20],[ 7.14893617 13.85106383] ; [ 8.85106383 17.14893617],0
n5,1,0.087574,2.918405,[27 27] ; [37 19],[31.41818182 22.58181818] ; [32.58181818 23.41818182],0
u2,1,0.087761,2.91498,[ 9 10] ; [ 6 20],[ 6.33333333 12.66666667] ; [ 8.66666667 17.33333333],0
p5,1,0.088555,2.900455,[ 5 49] ; [ 1 54],[ 2.97247706 51.02752294] ; [ 3.02752294 51.97247706],0
a5,1,0.088922,2.89378,[33 23] ; [24 32],[28.5 27.5] ; [28.5 27.5],0
v3,1,0.091435,2.84893,[15 40] ; [ 8 48],[11.3963964 43.6036036] ; [11.6036036 44.3963964],0
u1,1,0.093235,2.81761,[ 5 51] ; [ 1 55],[ 3. 53.] ; [ 3. 53.],0
p9,1,0.147851,2.094285,[33 21] ; [25 28],[29.27102804 24.72897196] ; [28.72897196 24.27102804],0
p10,1,0.149101,2.081419,[32 22] ; [25 30],[28.23853211 25.76146789] ; [28.76146789 26.23853211],0
b3,1,0.157763,1.995534,[ 7 23] ; [15 23],[ 9.70588235 20.29411765] ; [12.29411765 25.70588235],0
b2,1,0.157763,1.995534,[ 7 23] ; [15 23],[ 9.70588235 20.29411765] ; [12.29411765 25.70588235],0
b4,1,0.177286,1.820232,[37 19] ; [30 26],[33.5 22.5] ; [33.5 22.5],0
p11,1,0.185245,1.755037,[30 26] ; [23 33],[26.5 29.5] ; [26.5 29.5],0
n6,1,0.254469,1.298602,[27 26] ; [34 21],[29.93518519 23.06481481] ; [31.06481481 23.93518519],0
v4,1,0.260926,1.263835,[33 19] ; [29 26],[30.13084112 21.86915888] ; [31.86915888 23.13084112],0
s6,1,0.287326,1.132109,[22 33] ; [17 39],[19.32432432 35.67567568] ; [19.67567568 36.32432432],0
a3,1,0.332234,0.940171,[35 20] ; [30 25],[32.5 22.5] ; [32.5 22.5],0
n4,1,0.338388,0.91653,[30 26] ; [35 21],[32.5 23.5] ; [32.5 23.5],0
a4,1,0.33856,0.915877,[20 36] ; [15 40],[17.65765766 38.34234234] ; [17.34234234 37.65765766],0
r2,1,0.371594,0.798326,[31 21] ; [27 26],[28.72380952 23.27619048] ; [29.27619048 23.72380952],0
p8,1,0.4392,0.598372,[15 39] ; [12 44],[13.25454545 40.74545455] ; [13.74545455 42.25454545],0
b5,1,0.449403,0.572158,[29 27] ; [25 31],[27. 29.] ; [27. 29.],0
s5,1,0.450077,0.570458,[11 45] ; [ 8 48],[ 9.5 46.5] ; [ 9.5 46.5],0
n2,1,0.458318,0.55,[15 10] ; [15 15],[13.63636364 11.36363636] ; [16.36363636 13.63636364],0
s1,1,0.463071,0.538462,[ 3 53] ; [ 5 51],[ 4. 52.] ; [ 4. 52.],0
p1,1,0.526612,0.400925,[ 4 51] ; [ 6 50],[ 4.95495495 50.04504505] ; [ 5.04504505 50.95495495],0
n3,1,0.571098,0.320849,[14 11] ; [14 15],[12.96296296 12.03703704] ; [15.03703704 13.96296296],0
s4,1,0.606858,0.264775,[ 8 48] ; [10 46],[ 9. 47.] ; [ 9. 47.],0
p4,1,0.631573,0.229934,[15 41] ; [17 38],[16.14414414 39.85585586] ; [15.85585586 39.14414414],0
s3,1,0.634227,0.226372,[20 33] ; [18 36],[18.82242991 34.17757009] ; [19.17757009 34.82242991],0
p2,1,0.702496,0.145889,[30 25] ; [28 27],[29. 26.] ; [29. 26.],0
s2,1,0.711603,0.136681,[14 41] ; [16 40],[14.86486486 40.13513514] ; [15.13513514 40.86486486],0
a1,1,0.767995,0.087024,[ 7 49] ; [ 6 50],[ 6.5 49.5] ; [ 6.5 49.5],0
p3,1,0.777392,0.07993,[11 45] ; [12 43],[11.6036036 44.3963964] ; [11.3963964 43.6036036],0
s7,1,0.782201,0.076426,[14 40] ; [15 38],[14.63551402 39.36448598] ; [14.36448598 38.63551402],0
d2,1,0.785847,0.073825,[22 34] ; [23 32],[22.7027027 33.2972973] ; [22.2972973 32.7027027],0
r1,1,0.787614,0.072582,[17 38] ; [16 40],[16.35135135 38.64864865] ; [16.64864865 39.35135135],0
s8,1,0.792286,0.06935,[ 9 47] ; [ 8 48],[ 8.5 47.5] ; [ 8.5 47.5],0
p7,1,0.834532,0.043636,[17 37] ; [16 38],[16.5 37.5] ; [16.5 37.5],0
n1,1,0.835942,0.042885,[ 9 16] ; [10 20],[ 8.63636364 16.36363636] ; [10.36363636 19.63636364],0
v1,1,0.942322,0.005235,[17 36] ; [18 37],[17.17592593 35.82407407] ; [17.82407407 37.17592593],0
